committee,lgno,name,term,sessionPeriod,isCoChairman,
修憲委員會,00101,盧秀燕,8,6,N,
修憲委員會,00104,賴士葆,8,6,N,
修憲委員會,00114,顏寬恒,8,6,N,
修憲委員會,00117,賴振昌,8,6,N,
經費稽核委員會,00005,王惠美,8,6,N,
經費稽核委員會,00029,林岱樺,8,6,Y,
經費稽核委員會,00049,翁重鈞,8,6,N,
經費稽核委員會,00077,黃偉哲,8,6,N,
經費稽核委員會,00083,葉宜津,8,6,N,
經費稽核委員會,00084,詹凱臣,8,6,N,
經費稽核委員會,00085,廖正井,8,6,Y,
經費稽核委員會,00101,盧秀燕,8,6,N,
經費稽核委員會,00118,周倪安,8,6,Y,
內政委員會,00014,吳育昇,8,7,N,
內政委員會,00020,李俊俋,8,7,N,
內政委員會,00037,邱文彥,8,7,N,
內政委員會,00040,姚文智,8,7,Y,
內政委員會,00042,段宜康,8,7,N,
內政委員會,00054,張慶忠,8,7,Y,
內政委員會,00059,陳其邁,8,7,N,
內政委員會,00066,陳超明,8,7,N,
內政委員會,00098,鄭天財Sra．Kacaw,8,7,N,
內政委員會,00102,盧嘉辰,8,7,N,
內政委員會,00115,陳怡潔,8,7,N,
內政委員會,00118,周倪安,8,7,N,
內政委員會,00119,徐志榮,8,7,N,
內政委員會,00120,莊瑞雄,8,7,N,
外交及國防委員會,00010,江啟臣,8,7,N,
外交及國防委員會,00021,李桐豪,8,7,N,
外交及國防委員會,00031,林郁方,8,7,N,
外交及國防委員會,00038,邱志偉,8,7,N,
外交及國防委員會,00050,馬文君,8,7,N,
外交及國防委員會,00062,陳唐山,8,7,N,
外交及國防委員會,00071,陳鎮湘,8,7,N,
外交及國防委員會,00077,黃偉哲,8,7,N,
外交及國防委員會,00079,楊應雄,8,7,N,
外交及國防委員會,00084,詹凱臣,8,7,Y,
外交及國防委員會,00096,蔡煌瑯,8,7,N,
外交及國防委員會,00097,蔡錦隆,8,7,N,
外交及國防委員會,00103,蕭美琴,8,7,Y,
經濟委員會,00001,丁守中,8,7,N,
經濟委員會,00022,李貴敏,8,7,N,
經濟委員會,00023,李慶華,8,7,N,
經濟委員會,00029,林岱樺,8,7,N,
經濟委員會,00039,邱議瑩,8,7,N,
經濟委員會,00049,翁重鈞,8,7,Y,
經濟委員會,00051,高志鵬,8,7,N,
經濟委員會,00053,張嘉郡,8,7,N,
經濟委員會,00060,陳明文,8,7,Y,
經濟委員會,00076,黃昭順,8,7,N,
經濟委員會,00081,楊瓊瓔,8,7,N,
經濟委員會,00085,廖正井,8,7,N,
經濟委員會,00086,廖國棟,8,7,N,
經濟委員會,00113,蘇震清,8,7,N,
經濟委員會,00116,葉津鈴,8,7,N,
財政委員會,00016,吳秉叡,8,7,N,
財政委員會,00024,李應元,8,7,N,
財政委員會,00035,林德福,8,7,N,
財政委員會,00045,孫大千,8,7,N,
財政委員會,00047,徐欣瑩,8,7,N,
財政委員會,00057,許添財,8,7,N,
財政委員會,00072,曾巨威,8,7,N,
財政委員會,00073,費鴻泰,8,7,N,
財政委員會,00092,潘維剛,8,7,Y,
財政委員會,00094,蔡正元,8,7,N,
財政委員會,00101,盧秀燕,8,7,N,
財政委員會,00104,賴士葆,8,7,N,
財政委員會,00105,薛凌,8,7,N,
財政委員會,00110,羅明才,8,7,Y,
教育及文化委員會,00007,孔文吉,8,7,N,
教育及文化委員會,00012,何欣純,8,7,N,
教育及文化委員會,00017,呂玉玲,8,7,N,
教育及文化委員會,00052,高金素梅,8,7,N,
教育及文化委員會,00058,許智傑,8,7,N,
教育及文化委員會,00061,陳亭妃,8,7,Y,
教育及文化委員會,00064,陳淑慧,8,7,N,
教育及文化委員會,00068,陳碧涵,8,7,N,
教育及文化委員會,00070,陳學聖,8,7,Y,
教育及文化委員會,00075,黃志雄,8,7,N,
教育及文化委員會,00093,蔣乃辛,8,7,N,
教育及文化委員會,00100,鄭麗君,8,7,N,
教育及文化委員會,00117,賴振昌,8,7,N,
教育及文化委員會,00123,黃國書,8,7,N,
交通委員會,00006,王進士,8,7,N,
交通委員會,00019,李昆澤,8,7,N,
交通委員會,00025,李鴻鈞,8,7,N,
交通委員會,00032,林國正,8,7,N,
交通委員會,00063,陳根德,8,7,N,
交通委員會,00065,陳雪生,8,7,N,
交通委員會,00069,陳歐珀,8,7,N,
交通委員會,00082,楊麗環,8,7,Y,
交通委員會,00083,葉宜津,8,7,N,
交通委員會,00087,管碧玲,8,7,N,
交通委員會,00090,劉櫂豪,8,7,Y,
交通委員會,00107,簡東明,8,7,N,
交通委員會,00111,羅淑蕾,8,7,N,
交通委員會,00121,許淑華,8,7,N,
交通委員會,00122,陳素月,8,7,N,
司法及法制委員會,00002,王金平,8,7,N,
司法及法制委員會,00003,王廷升,8,7,N,
司法及法制委員會,00005,王惠美,8,7,N,
司法及法制委員會,00008,尤美女,8,7,N,
司法及法制委員會,00015,吳宜臻,8,7,Y,
司法及法制委員會,00018,呂學樟,8,7,Y,
司法及法制委員會,00034,林滄敏,8,7,N,
司法及法制委員會,00041,柯建銘,8,7,N,
司法及法制委員會,00043,洪秀柱,8,7,N,
司法及法制委員會,00095,蔡其昌,8,7,N,
司法及法制委員會,00106,謝國樑,8,7,N,
司法及法制委員會,00114,顏寬恒,8,7,N,
司法及法制委員會,00124,詹滿容,8,7,N,
社會福利及衛生環境委員會,00004,王育敏,8,7,N,
社會福利及衛生環境委員會,00009,田秋堇,8,7,N,
社會福利及衛生環境委員會,00011,江惠貞,8,7,N,
社會福利及衛生環境委員會,00013,吳育仁,8,7,N,
社會福利及衛生環境委員會,00033,林淑芬,8,7,N,
社會福利及衛生環境委員會,00036,林鴻池,8,7,N,
社會福利及衛生環境委員會,00046,徐少萍,8,7,N,
社會福利及衛生環境委員會,00067,陳節如,8,7,N,
社會福利及衛生環境委員會,00078,楊玉欣,8,7,N,
社會福利及衛生環境委員會,00080,楊曜,8,7,N,
社會福利及衛生環境委員會,00088,趙天麟,8,7,Y,
社會福利及衛生環境委員會,00089,劉建國,8,7,N,
社會福利及衛生環境委員會,00099,鄭汝芬,8,7,Y,
社會福利及衛生環境委員會,00112,蘇清泉,8,7,N,
程序委員會,00004,王育敏,8,7,N,
程序委員會,00008,尤美女,8,7,N,
程序委員會,00009,田秋堇,8,7,N,
程序委員會,00011,江惠貞,8,7,N,
程序委員會,00014,吳育昇,8,7,Y,
程序委員會,00021,李桐豪,8,7,N,
程序委員會,00022,李貴敏,8,7,N,
程序委員會,00024,李應元,8,7,Y,
程序委員會,00035,林德福,8,7,N,
程序委員會,00037,邱文彥,8,7,N,
程序委員會,00068,陳碧涵,8,7,N,
程序委員會,00071,陳鎮湘,8,7,N,
程序委員會,00075,黃志雄,8,7,N,
程序委員會,00086,廖國棟,8,7,N,
程序委員會,00096,蔡煌瑯,8,7,N,
程序委員會,00100,鄭麗君,8,7,N,
程序委員會,00104,賴士葆,8,7,N,
程序委員會,00105,薛凌,8,7,N,
程序委員會,00118,周倪安,8,7,N,
紀律委員會,00015,吳宜臻,8,7,N,
紀律委員會,00018,呂學樟,8,7,Y,
紀律委員會,00040,姚文智,8,7,N,
紀律委員會,00049,翁重鈞,8,7,N,
紀律委員會,00054,張慶忠,8,7,Y,
紀律委員會,00060,陳明文,8,7,Y,
紀律委員會,00061,陳亭妃,8,7,N,
紀律委員會,00070,陳學聖,8,7,Y,
紀律委員會,00082,楊麗環,8,7,N,
紀律委員會,00084,詹凱臣,8,7,N,
紀律委員會,00088,趙天麟,8,7,N,
紀律委員會,00090,劉櫂豪,8,7,Y,
紀律委員會,00092,潘維剛,8,7,Y,
紀律委員會,00099,鄭汝芬,8,7,Y,
紀律委員會,00103,蕭美琴,8,7,Y,
紀律委員會,00110,羅明才,8,7,N,
修憲委員會,00001,丁守中,8,7,N,
修憲委員會,00008,尤美女,8,7,N,
修憲委員會,00010,江啟臣,8,7,Y,
修憲委員會,00011,江惠貞,8,7,N,
修憲委員會,00013,吳育仁,8,7,N,
修憲委員會,00014,吳育昇,8,7,Y,
修憲委員會,00016,吳秉叡,8,7,N,
修憲委員會,00018,呂學樟,8,7,Y,
修憲委員會,00019,李昆澤,8,7,N,
修憲委員會,00020,李俊俋,8,7,Y,
修憲委員會,00021,李桐豪,8,7,N,
修憲委員會,00022,李貴敏,8,7,N,
修憲委員會,00023,李慶華,8,7,N,
修憲委員會,00024,李應元,8,7,N,
修憲委員會,00034,林滄敏,8,7,N,
修憲委員會,00035,林德福,8,7,N,
修憲委員會,00036,林鴻池,8,7,N,
修憲委員會,00040,姚文智,8,7,N,
修憲委員會,00041,柯建銘,8,7,N,
修憲委員會,00046,徐少萍,8,7,N,
修憲委員會,00051,高志鵬,8,7,N,
修憲委員會,00053,張嘉郡,8,7,N,
修憲委員會,00059,陳其邁,8,7,N,
修憲委員會,00061,陳亭妃,8,7,N,
修憲委員會,00062,陳唐山,8,7,N,
修憲委員會,00065,陳雪生,8,7,N,
修憲委員會,00072,曾巨威,8,7,N,
修憲委員會,00073,費鴻泰,8,7,N,
修憲委員會,00081,楊瓊瓔,8,7,N,
修憲委員會,00086,廖國棟,8,7,N,
修憲委員會,00087,管碧玲,8,7,N,
修憲委員會,00088,趙天麟,8,7,N,
修憲委員會,00097,蔡錦隆,8,7,N,
修憲委員會,00099,鄭汝芬,8,7,N,
修憲委員會,00100,鄭麗君,8,7,Y,
修憲委員會,00101,盧秀燕,8,7,N,
修憲委員會,00104,賴士葆,8,7,N,
修憲委員會,00114,顏寬恒,8,7,N,
修憲委員會,00117,賴振昌,8,7,N,
經費稽核委員會,00029,林岱樺,8,7,N,
經費稽核委員會,00047,徐欣瑩,8,7,N,
經費稽核委員會,00077,黃偉哲,8,7,Y,
經費稽核委員會,00083,葉宜津,8,7,N,
經費稽核委員會,00084,詹凱臣,8,7,Y,
經費稽核委員會,00098,鄭天財Sra．Kacaw,8,7,N,
經費稽核委員會,00099,鄭汝芬,8,7,N,
經費稽核委員會,00101,盧秀燕,8,7,N,
經費稽核委員會,00116,葉津鈴,8,7,Y,
內政委員會,00014,吳育昇,8,8,N,
內政委員會,00020,李俊俋,8,8,N,
內政委員會,00037,邱文彥,8,8,Y,
內政委員會,00040,姚文智,8,8,N,
內政委員會,00042,段宜康,8,8,Y,
內政委員會,00054,張慶忠,8,8,N,
內政委員會,00059,陳其邁,8,8,N,
內政委員會,00066,陳超明,8,8,N,
內政委員會,00098,鄭天財Sra．Kacaw,8,8,N,
內政委員會,00102,盧嘉辰,8,8,N,
內政委員會,00115,陳怡潔,8,8,N,
內政委員會,00118,周倪安,8,8,N,
內政委員會,00119,徐志榮,8,8,N,
內政委員會,00120,莊瑞雄,8,8,N,
外交及國防委員會,00010,江啟臣,8,8,N,
外交及國防委員會,00021,李桐豪,8,8,N,
外交及國防委員會,00031,林郁方,8,8,N,
外交及國防委員會,00038,邱志偉,8,8,N,
外交及國防委員會,00050,馬文君,8,8,N,
外交及國防委員會,00062,陳唐山,8,8,N,
外交及國防委員會,00071,陳鎮湘,8,8,Y,
外交及國防委員會,00077,黃偉哲,8,8,Y,
外交及國防委員會,00079,楊應雄,8,8,N,
外交及國防委員會,00084,詹凱臣,8,8,N,
外交及國防委員會,00096,蔡煌瑯,8,8,N,
外交及國防委員會,00097,蔡錦隆,8,8,N,
外交及國防委員會,00103,蕭美琴,8,8,N,
經濟委員會,00001,丁守中,8,8,N,
經濟委員會,00022,李貴敏,8,8,Y,
經濟委員會,00023,李慶華,8,8,N,
經濟委員會,00029,林岱樺,8,8,N,
經濟委員會,00039,邱議瑩,8,8,Y,
經濟委員會,00049,翁重鈞,8,8,N,
經濟委員會,00051,高志鵬,8,8,N,
經濟委員會,00053,張嘉郡,8,8,N,
經濟委員會,00060,陳明文,8,8,N,
經濟委員會,00076,黃昭順,8,8,N,
經濟委員會,00081,楊瓊瓔,8,8,N,
經濟委員會,00085,廖正井,8,8,N,
經濟委員會,00086,廖國棟,8,8,N,
經濟委員會,00113,蘇震清,8,8,N,
經濟委員會,00116,葉津鈴,8,8,N,
財政委員會,00016,吳秉叡,8,8,N,
財政委員會,00024,李應元,8,8,N,
財政委員會,00035,林德福,8,8,N,
財政委員會,00045,孫大千,8,8,N,
財政委員會,00047,徐欣瑩,8,8,N,
財政委員會,00057,許添財,8,8,N,
財政委員會,00072,曾巨威,8,8,N,
財政委員會,00073,費鴻泰,8,8,N,
財政委員會,00092,潘維剛,8,8,Y,
財政委員會,00094,蔡正元,8,8,N,
財政委員會,00101,盧秀燕,8,8,N,
財政委員會,00104,賴士葆,8,8,N,
財政委員會,00105,薛凌,8,8,Y,
財政委員會,00110,羅明才,8,8,N,
教育及文化委員會,00007,孔文吉,8,8,N,
教育及文化委員會,00012,何欣純,8,8,N,
教育及文化委員會,00017,呂玉玲,8,8,N,
教育及文化委員會,00052,高金素梅,8,8,N,
教育及文化委員會,00058,許智傑,8,8,N,
教育及文化委員會,00061,陳亭妃,8,8,N,
教育及文化委員會,00064,陳淑慧,8,8,N,
教育及文化委員會,00068,陳碧涵,8,8,Y,
教育及文化委員會,00070,陳學聖,8,8,N,
教育及文化委員會,00075,黃志雄,8,8,N,
教育及文化委員會,00093,蔣乃辛,8,8,N,
教育及文化委員會,00100,鄭麗君,8,8,Y,
教育及文化委員會,00117,賴振昌,8,8,N,
教育及文化委員會,00123,黃國書,8,8,N,
交通委員會,00006,王進士,8,8,N,
交通委員會,00019,李昆澤,8,8,N,
交通委員會,00025,李鴻鈞,8,8,N,
交通委員會,00032,林國正,8,8,N,
交通委員會,00063,陳根德,8,8,N,
交通委員會,00065,陳雪生,8,8,N,
交通委員會,00069,陳歐珀,8,8,Y,
交通委員會,00082,楊麗環,8,8,N,
交通委員會,00083,葉宜津,8,8,N,
交通委員會,00087,管碧玲,8,8,N,
交通委員會,00090,劉櫂豪,8,8,N,
交通委員會,00107,簡東明,8,8,N,
交通委員會,00111,羅淑蕾,8,8,Y,
交通委員會,00121,許淑華,8,8,N,
交通委員會,00122,陳素月,8,8,N,
司法及法制委員會,00002,王金平,8,8,N,
司法及法制委員會,00003,王廷升,8,8,N,
司法及法制委員會,00005,王惠美,8,8,N,
司法及法制委員會,00008,尤美女,8,8,N,
司法及法制委員會,00015,吳宜臻,8,8,N,
司法及法制委員會,00018,呂學樟,8,8,Y,
司法及法制委員會,00034,林滄敏,8,8,N,
司法及法制委員會,00041,柯建銘,8,8,N,
司法及法制委員會,00043,洪秀柱,8,8,N,
司法及法制委員會,00095,蔡其昌,8,8,N,
司法及法制委員會,00106,謝國樑,8,8,N,
司法及法制委員會,00114,顏寬恒,8,8,N,
司法及法制委員會,00124,詹滿容,8,8,Y,
社會福利及衛生環境委員會,00004,王育敏,8,8,N,
社會福利及衛生環境委員會,00009,田秋堇,8,8,N,
社會福利及衛生環境委員會,00011,江惠貞,8,8,N,
社會福利及衛生環境委員會,00013,吳育仁,8,8,N,
社會福利及衛生環境委員會,00033,林淑芬,8,8,N,
社會福利及衛生環境委員會,00036,林鴻池,8,8,N,
社會福利及衛生環境委員會,00046,徐少萍,8,8,N,
社會福利及衛生環境委員會,00067,陳節如,8,8,Y,
社會福利及衛生環境委員會,00078,楊玉欣,8,8,Y,
社會福利及衛生環境委員會,00080,楊曜,8,8,N,
社會福利及衛生環境委員會,00088,趙天麟,8,8,N,
社會福利及衛生環境委員會,00089,劉建國,8,8,N,
社會福利及衛生環境委員會,00099,鄭汝芬,8,8,N,
社會福利及衛生環境委員會,00112,蘇清泉,8,8,N,
程序委員會,00004,王育敏,8,8,N,
程序委員會,00008,尤美女,8,8,N,
程序委員會,00009,田秋堇,8,8,N,
程序委員會,00011,江惠貞,8,8,N,
程序委員會,00014,吳育昇,8,8,Y,
程序委員會,00021,李桐豪,8,8,N,
程序委員會,00022,李貴敏,8,8,N,
程序委員會,00024,李應元,8,8,Y,
程序委員會,00035,林德福,8,8,N,
程序委員會,00037,邱文彥,8,8,N,
程序委員會,00068,陳碧涵,8,8,N,
程序委員會,00071,陳鎮湘,8,8,N,
程序委員會,00075,黃志雄,8,8,N,
程序委員會,00086,廖國棟,8,8,N,
程序委員會,00096,蔡煌瑯,8,8,N,
程序委員會,00100,鄭麗君,8,8,N,
程序委員會,00104,賴士葆,8,8,N,
程序委員會,00105,薛凌,8,8,N,
程序委員會,00116,葉津鈴,8,8,N,
紀律委員會,00018,呂學樟,8,8,Y,
紀律委員會,00022,李貴敏,8,8,Y,
紀律委員會,00037,邱文彥,8,8,N,
紀律委員會,00039,邱議瑩,8,8,N,
紀律委員會,00042,段宜康,8,8,Y,
紀律委員會,00067,陳節如,8,8,N,
紀律委員會,00068,陳碧涵,8,8,Y,
紀律委員會,00069,陳歐珀,8,8,N,
紀律委員會,00071,陳鎮湘,8,8,N,
紀律委員會,00077,黃偉哲,8,8,Y,
紀律委員會,00078,楊玉欣,8,8,Y,
紀律委員會,00092,潘維剛,8,8,Y,
紀律委員會,00100,鄭麗君,8,8,N,
紀律委員會,00105,薛凌,8,8,N,
紀律委員會,00111,羅淑蕾,8,8,Y,
紀律委員會,00124,詹滿容,8,8,N,
修憲委員會,00001,丁守中,8,8,N,
修憲委員會,00008,尤美女,8,8,N,
修憲委員會,00010,江啟臣,8,8,Y,
修憲委員會,00011,江惠貞,8,8,N,
修憲委員會,00013,吳育仁,8,8,N,
修憲委員會,00014,吳育昇,8,8,Y,
修憲委員會,00016,吳秉叡,8,8,N,
修憲委員會,00018,呂學樟,8,8,Y,
修憲委員會,00019,李昆澤,8,8,N,
修憲委員會,00020,李俊俋,8,8,Y,
修憲委員會,00021,李桐豪,8,8,N,
修憲委員會,00022,李貴敏,8,8,N,
修憲委員會,00023,李慶華,8,8,N,
修憲委員會,00024,李應元,8,8,N,
修憲委員會,00034,林滄敏,8,8,N,
修憲委員會,00035,林德福,8,8,N,
修憲委員會,00036,林鴻池,8,8,N,
修憲委員會,00040,姚文智,8,8,N,
修憲委員會,00041,柯建銘,8,8,N,
修憲委員會,00046,徐少萍,8,8,N,
修憲委員會,00051,高志鵬,8,8,N,
修憲委員會,00053,張嘉郡,8,8,N,
修憲委員會,00059,陳其邁,8,8,N,
修憲委員會,00061,陳亭妃,8,8,N,
修憲委員會,00062,陳唐山,8,8,N,
修憲委員會,00065,陳雪生,8,8,N,
修憲委員會,00072,曾巨威,8,8,N,
修憲委員會,00073,費鴻泰,8,8,N,
修憲委員會,00081,楊瓊瓔,8,8,N,
修憲委員會,00086,廖國棟,8,8,N,
修憲委員會,00087,管碧玲,8,8,N,
修憲委員會,00088,趙天麟,8,8,N,
修憲委員會,00097,蔡錦隆,8,8,N,
修憲委員會,00099,鄭汝芬,8,8,N,
修憲委員會,00100,鄭麗君,8,8,Y,
修憲委員會,00101,盧秀燕,8,8,N,
修憲委員會,00104,賴士葆,8,8,N,
修憲委員會,00114,顏寬恒,8,8,N,
修憲委員會,00117,賴振昌,8,8,N,
經費稽核委員會,00029,林岱樺,8,8,N,
經費稽核委員會,00047,徐欣瑩,8,8,N,
經費稽核委員會,00077,黃偉哲,8,8,Y,
經費稽核委員會,00083,葉宜津,8,8,Y,
經費稽核委員會,00084,詹凱臣,8,8,Y,
經費稽核委員會,00098,鄭天財Sra．Kacaw,8,8,N,
經費稽核委員會,00099,鄭汝芬,8,8,N,
經費稽核委員會,00101,盧秀燕,8,8,N,
經費稽核委員會,00116,葉津鈴,8,8,N,
內政委員會,00017,吳琪銘,9,1,N,
內政委員會,00021,李俊俋,9,1,N,
內政委員會,00025,谷辣斯．尤達卡Kolas Yotaka,9,1,N,
內政委員會,00035,林麗蟬,9,1,N,
內政委員會,00038,姚文智,9,1,N,
內政委員會,00042,洪宗熠,9,1,N,
內政委員會,00047,徐榛蔚,9,1,N,
內政委員會,00055,莊瑞雄,9,1,N,
內政委員會,00059,陳其邁,9,1,Y,
內政委員會,00061,陳怡潔,9,1,N,
內政委員會,00067,陳超明,9,1,N,
內政委員會,00075,黃昭順,9,1,Y,
內政委員會,00080,楊鎮浯,9,1,N,
內政委員會,00084,趙天麟,9,1,N,
內政委員會,00102,賴瑞隆,9,1,N,
外交及國防委員會,00001,王金平,9,1,N,
外交及國防委員會,00003,王定宇,9,1,N,
外交及國防委員會,00009,江啟臣,9,1,Y,
外交及國防委員會,00018,呂玉玲,9,1,N,
外交及國防委員會,00019,呂孫綾,9,1,N,
外交及國防委員會,00030,林昶佐,9,1,N,
外交及國防委員會,00045,徐志榮,9,1,N,
外交及國防委員會,00048,馬文君,9,1,N,
外交及國防委員會,00063,陳亭妃,9,1,N,
外交及國防委員會,00086,劉世芳,9,1,Y,
外交及國防委員會,00092,蔡適應,9,1,N,
外交及國防委員會,00108,羅致政,9,1,N,
外交及國防委員會,00111,蘇嘉全,9,1,N,
經濟委員會,00004,王惠美,9,1,N,
經濟委員會,00006,孔文吉,9,1,N,
經濟委員會,00028,林岱樺,9,1,Y,
經濟委員會,00036,邱志偉,9,1,N,
經濟委員會,00037,邱議瑩,9,1,N,
經濟委員會,00044,徐永明,9,1,N,
經濟委員會,00049,高志鵬,9,1,N,
經濟委員會,00054,張麗善,9,1,N,
經濟委員會,00062,陳明文,9,1,N,
經濟委員會,00076,黃偉哲,9,1,N,
經濟委員會,00082,廖國棟Sufin．Siluko,9,1,N,
經濟委員會,00083,管碧玲,9,1,N,
經濟委員會,00091,蔡培慧,9,1,N,
經濟委員會,00110,蘇治芬,9,1,N,
經濟委員會,00112,蘇震清,9,1,Y,
財政委員會,00005,王榮璋,9,1,N,
財政委員會,00008,江永昌,9,1,N,
財政委員會,00011,余宛如,9,1,N,
財政委員會,00014,吳秉叡,9,1,N,
財政委員會,00023,李應元,9,1,N,
財政委員會,00046,徐國勇,9,1,Y,
財政委員會,00071,陳賴素美,9,1,N,
財政委員會,00072,曾銘宗,9,1,N,
財政委員會,00073,費鴻泰,9,1,N,
財政委員會,00077,黃國昌,9,1,N,
財政委員會,00099,盧秀燕,9,1,Y,
財政委員會,00101,賴士葆,9,1,N,
財政委員會,00107,羅明才,9,1,N,
財政委員會,00114,施義芳,9,1,N,
教育及文化委員會,00010,何欣純,9,1,N,
教育及文化委員會,00013,吳志揚,9,1,N,
教育及文化委員會,00015,吳思瑤,9,1,N,
教育及文化委員會,00039,柯志恩,9,1,N,
教育及文化委員會,00050,高金素梅,9,1,N,
教育及文化委員會,00051,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,9,1,N,
教育及文化委員會,00053,張廖萬堅,9,1,N,
教育及文化委員會,00057,許智傑,9,1,N,
教育及文化委員會,00070,陳學聖,9,1,Y,
教育及文化委員會,00078,黃國書,9,1,Y,
教育及文化委員會,00093,蔣乃辛,9,1,N,
教育及文化委員會,00097,鄭麗君,9,1,N,
教育及文化委員會,00104,鍾佳濱,9,1,N,
教育及文化委員會,00109,蘇巧慧,9,1,N,
教育及文化委員會,00115,李麗芬,9,1,N,
交通委員會,00020,李昆澤,9,1,N,
交通委員會,00024,李鴻鈞,9,1,N,
交通委員會,00029,林俊憲,9,1,N,
交通委員會,00064,陳素月,9,1,N,
交通委員會,00066,陳雪生,9,1,Y,
交通委員會,00068,陳歐珀,9,1,N,
交通委員會,00081,葉宜津,9,1,Y,
交通委員會,00085,趙正宇,9,1,N,
交通委員會,00088,劉櫂豪,9,1,N,
交通委員會,00095,鄭天財Sra．Kacaw,9,1,N,
交通委員會,00096,鄭運鵬,9,1,N,
交通委員會,00098,鄭寶清,9,1,N,
交通委員會,00100,蕭美琴,9,1,N,
交通委員會,00105,簡東明Uliw．Qaljupayare,9,1,N,
交通委員會,00106,顏寬恒,9,1,N,
司法及法制委員會,00007,尤美女,9,1,N,
司法及法制委員會,00026,周春米,9,1,N,
司法及法制委員會,00027,周陳秀霞,9,1,N,
司法及法制委員會,00031,林為洲,9,1,Y,
司法及法制委員會,00033,林德福,9,1,N,
司法及法制委員會,00040,柯建銘,9,1,N,
司法及法制委員會,00041,段宜康,9,1,Y,
司法及法制委員會,00052,張宏陸,9,1,N,
司法及法制委員會,00056,許淑華,9,1,N,
司法及法制委員會,00058,許毓仁,9,1,N,
司法及法制委員會,00089,蔡其昌,9,1,N,
司法及法制委員會,00090,蔡易餘,9,1,N,
司法及法制委員會,00113,顧立雄,9,1,N,
社會福利及衛生環境委員會,00002,王育敏,9,1,Y,
社會福利及衛生環境委員會,00012,吳玉琴,9,1,N,
社會福利及衛生環境委員會,00016,吳焜裕,9,1,N,
社會福利及衛生環境委員會,00022,李彥秀,9,1,N,
社會福利及衛生環境委員會,00032,林淑芬,9,1,Y,
社會福利及衛生環境委員會,00034,林靜儀,9,1,N,
社會福利及衛生環境委員會,00043,洪慈庸,9,1,N,
社會福利及衛生環境委員會,00060,陳宜民,9,1,N,
社會福利及衛生環境委員會,00065,陳曼麗,9,1,N,
社會福利及衛生環境委員會,00069,陳瑩,9,1,N,
社會福利及衛生環境委員會,00074,黃秀芳,9,1,N,
社會福利及衛生環境委員會,00079,楊曜,9,1,N,
社會福利及衛生環境委員會,00087,劉建國,9,1,N,
社會福利及衛生環境委員會,00094,蔣萬安,9,1,N,
社會福利及衛生環境委員會,00103,鍾孔炤,9,1,N,
程序委員會,00002,王育敏,9,1,N,
程序委員會,00005,王榮璋,9,1,N,
程序委員會,00007,尤美女,9,1,N,
程序委員會,00009,江啟臣,9,1,Y,
程序委員會,00011,余宛如,9,1,N,
程序委員會,00012,吳玉琴,9,1,N,
程序委員會,00016,吳焜裕,9,1,N,
程序委員會,00022,李彥秀,9,1,N,
程序委員會,00033,林德福,9,1,N,
程序委員會,00034,林靜儀,9,1,N,
程序委員會,00041,段宜康,9,1,Y,
程序委員會,00044,徐永明,9,1,N,
程序委員會,00061,陳怡潔,9,1,N,
程序委員會,00065,陳曼麗,9,1,N,
程序委員會,00072,曾銘宗,9,1,N,
程序委員會,00091,蔡培慧,9,1,N,
程序委員會,00101,賴士葆,9,1,N,
程序委員會,00103,鍾孔炤,9,1,N,
程序委員會,00113,顧立雄,9,1,N,
紀律委員會,00002,王育敏,9,1,N,
紀律委員會,00009,江啟臣,9,1,Y,
紀律委員會,00028,林岱樺,9,1,N,
紀律委員會,00031,林為洲,9,1,Y,
紀律委員會,00032,林淑芬,9,1,Y,
紀律委員會,00041,段宜康,9,1,N,
紀律委員會,00046,徐國勇,9,1,N,
紀律委員會,00059,陳其邁,9,1,Y,
紀律委員會,00066,陳雪生,9,1,Y,
紀律委員會,00070,陳學聖,9,1,Y,
紀律委員會,00075,黃昭順,9,1,N,
紀律委員會,00078,黃國書,9,1,N,
紀律委員會,00081,葉宜津,9,1,N,
紀律委員會,00086,劉世芳,9,1,N,
紀律委員會,00099,盧秀燕,9,1,Y,
紀律委員會,00112,蘇震清,9,1,Y,
經費稽核委員會,00036,邱志偉,9,1,N,
經費稽核委員會,00046,徐國勇,9,1,Y,
經費稽核委員會,00050,高金素梅,9,1,N,
經費稽核委員會,00051,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,9,1,N,
經費稽核委員會,00055,莊瑞雄,9,1,N,
經費稽核委員會,00060,陳宜民,9,1,N,
經費稽核委員會,00076,黃偉哲,9,1,Y,
經費稽核委員會,00095,鄭天財Sra．Kacaw,9,1,Y,
經費稽核委員會,00099,盧秀燕,9,1,N,
內政委員會,00017,吳琪銘,9,2,N,
內政委員會,00021,李俊俋,9,2,N,
內政委員會,00025,谷辣斯．尤達卡Kolas Yotaka,9,2,N,
內政委員會,00035,林麗蟬,9,2,N,
內政委員會,00038,姚文智,9,2,N,
內政委員會,00042,洪宗熠,9,2,N,
內政委員會,00047,徐榛蔚,9,2,N,
內政委員會,00055,莊瑞雄,9,2,N,
內政委員會,00059,陳其邁,9,2,N,
內政委員會,00061,陳怡潔,9,2,N,
內政委員會,00067,陳超明,9,2,Y,
內政委員會,00075,黃昭順,9,2,N,
