製造廠名稱,製造廠地址,登錄號碼,登錄品項,是否在3年有效期間內,有效期限
"怡安醫療器材股份有限公司","苗栗縣竹南鎮新南里七鄰三角店28之2號","GMP0032","廢液收集袋(滅菌)","Y","2018-12-05"
"怡安醫療器材股份有限公司","苗栗縣竹南鎮新南里七鄰三角店28之2號","GMP0032","廢液收集袋(滅菌)","Y","2018-12-05"
"奇祁科技有限公司 汐止廠","新北市汐止區新台五路一段106號15樓","GMP0416","數位牙科醫學影像紀錄傳輸系統及其配件","Y","2018-07-11"
"奇祁科技有限公司 汐止廠","新北市汐止區新台五路一段106號15樓","GMP0416","數位牙科醫學影像紀錄傳輸系統及其配件","Y","2018-07-11"
"奇祁科技有限公司 汐止廠","新北市汐止區新台五路一段106號15樓","GMP0416","牙科根管手機及其附件","Y","2018-07-11"
"奇祁科技有限公司 汐止廠","新北市汐止區新台五路一段106號15樓","GMP0416","牙科根管手機及其附件","Y","2018-07-11"
"奇祁科技有限公司 汐止廠","新北市汐止區新台五路一段106號15樓","GMP0416","牙齒漂白光熱源機","Y","2018-07-11"
"奇祁科技有限公司 汐止廠","新北市汐止區新台五路一段106號15樓","GMP0416","牙齒漂白光熱源機","Y","2018-07-11"
"伸揚電器有限公司","新北市新店區中正路516號3樓","GMP0421","動力式熱敷墊","Y","2018-07-13"
"怡安醫療器材股份有限公司","苗栗縣竹南鎮新南里七鄰三角店28之2號","GMP0032","中央靜脈壓測量套","Y","2018-12-05"
"怡安醫療器材股份有限公司","苗栗縣竹南鎮新南里七鄰三角店28之2號","GMP0032","中央靜脈壓測量套","Y","2018-12-05"
"永純義肢股份有限公司台南廠","台南市永康區正南一街107巷13弄2號","GMP0424","體外組裝下肢義肢","Y","2018-07-17"
"北極光實業有限公司東勢廠","台中市東勢區新盛里東關路562-3號","GMP0427","婦產科專用手動器械(滅菌)","Y","2018-07-24"
"北極光實業有限公司東勢廠","台中市東勢區新盛里東關路562-3號","GMP0427","直腸擴張器","Y","2018-07-24"
"怡安醫療器材股份有限公司","苗栗縣竹南鎮新南里七鄰三角店28之2號","GMP0032","胃管(滅菌)","Y","2018-12-05"
"怡安醫療器材股份有限公司","苗栗縣竹南鎮新南里七鄰三角店28之2號","GMP0032","胃管(滅菌)","Y","2018-12-05"
"北極光實業有限公司東勢廠","台中市東勢區新盛里東關路562-3號","GMP0427","牙科手術用器械","Y","2018-07-24"
"北極光實業有限公司東勢廠","台中市東勢區新盛里東關路562-3號","GMP0427","手動式眼科手術器械","Y","2018-07-24"
"北極光實業有限公司東勢廠","台中市東勢區新盛里東關路562-3號","GMP0427","子宮內膜取樣刷","Y","2018-07-24"
"北極光實業有限公司東勢廠","台中市東勢區新盛里東關路562-3號","GMP0427","乙狀結腸鏡","Y","2018-07-24"
"明宏家電實業工廠","台中市北屯區和祥街33巷116號","GMP0432","疼痛舒緩用經皮神經電刺激器","Y","2018-08-10"
"明宏家電實業工廠","台中市北屯區和祥街33巷116號","GMP0432","紅外線燈","Y","2018-08-10"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","氣管支氣管抽吸導管(滅菌)","Y","2019-01-16"
"敬煇企業有限公司","台中市神岡區社南里中山路447號","GMP0441","氦氖雷射附件(一次性使用光纖針)","Y","2018-09-20"
"敬煇企業有限公司","台中市神岡區社南里中山路447號","GMP0441","一般外科、整形外科及皮膚科用雷射儀","Y","2018-09-20"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","胃腸管及其附件(滅菌)","Y","2019-01-16"
"中國衛生材料生產中心股份有限公司","彰化縣彰化市福田里彰南路六段424巷21號","GMP0007","吸收性尖端塗藥器(滅菌)","Y","2020-08-07"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","泌尿導管(滅菌)","Y","2019-01-16"
"洹藝科技股份有限公司","新竹縣寶山鄉工業東九路7號1樓, 7之1號1樓","GMP0447","臨床使用的個別式光度量測化學分析儀","Y","2018-11-15"
"洹藝科技股份有限公司","新竹縣寶山鄉工業東九路7號1樓, 7之1號1樓","GMP0447","免疫球蛋白A，G，M，D及E免疫試驗系統","Y","2018-11-15"
"洹藝科技股份有限公司","新竹縣寶山鄉工業東九路7號1樓, 7之1號1樓","GMP0447","自動化磁珠操作平台","Y","2018-11-15"
"洹藝科技股份有限公司","新竹縣寶山鄉工業東九路7號1樓, 7之1號1樓","GMP0447","人類白血球抗原分型試驗系統","Y","2018-11-15"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","輸尿管支架","Y","2019-01-16"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","膽管用導管","Y","2019-01-16"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","中央靜脈導管組","Y","2019-01-16"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","導入/引流導管及導管針(滅菌)","Y","2019-01-16"
"亞達企業有限公司台北工廠","台北市南港區南港路3段80巷34號2樓","GMP0452","輻射式嬰兒保溫器","Y","2018-12-11"
"亞達企業有限公司台北工廠","台北市南港區南港路3段80巷34號2樓","GMP0452","新生兒保溫箱","Y","2018-12-11"
"亞達企業有限公司台北工廠","台北市南港區南港路3段80巷34號2樓","GMP0452","新生兒光照射治療裝置","Y","2018-12-11"
"亞達企業有限公司台北工廠","台北市南港區南港路3段80巷34號2樓","GMP0452","紅外線燈","Y","2018-12-11"
"亞達企業有限公司台北工廠","台北市南港區南港路3段80巷34號2樓","GMP0452","電動式氧氣帳","Y","2018-12-11"
"力伽實業股份有限公司","台南市安南區工環路11號","GMP0453","可測量用運動設備","Y","2018-12-12"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","醫療用黏性膠帶及黏性繃帶","Y","2019-01-16"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","灌腸組套(滅菌)","Y","2019-01-16"
"禾天企業有限公司 台中廠","台中市大雅區中清路4段861巷80號","GMP0460","外科用覆蓋巾及其附件","Y","2019-01-02"
"禾天企業有限公司 台中廠","台中市大雅區中清路4段861巷80號","GMP0460","醫療用衣物(滅菌)","Y","2019-01-02"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","經鼻氧氣導管(滅菌)","Y","2019-01-16"
"新豐生醫科技股份有限公司","新北市淡水區屯山里淡金路5段118號","GMP0036","血管內導管","Y","2019-01-16"
"中國衛生材料生產中心股份有限公司","彰化縣彰化市福田里彰南路六段424巷21號","GMP0007","病患檢查用手套(滅菌)","Y","2020-08-07"
"凱致保健科技有限公司","嘉義縣太保市南新里北港路2段137號","GMP0476","電位治療器","Y","2019-02-26"
"凱致保健科技有限公司","嘉義縣太保市南新里北港路2段137號","GMP0476","電位治療器","Y","2019-02-26"
"華億醫療儀器科技有限公司","新北市汐止區康寧街169巷31-1號6F之3、8F之2","GMP0479","體外循環管組（體外循環前過濾器、塑膠管固定座、動脈過濾器、PVC塑膠管、太空管、阻隔器、Y型連接器、直型連接器、漸細連接器、活塞轉接頭、空氣過濾器、抽吸針、動脈氧分壓接頭、靜脈氧分壓接頭、流量測定接頭、單向通氣止逆閥、壓力連接管、預充管路組、壓力轉換器、心臟內抽吸器）","Y","2019-01-29"
"華億醫療儀器科技有限公司","新北市汐止區康寧街169巷31-1號6F之3、8F之2","GMP0479","心導管包【病患覆蓋巾、洞巾、導引線、穿刺針、多路引流器、導引鞘組（導引鞘、擴張器、穿刺針、導引線）、壓力連接管、高壓力連接管、無菌保護套】","Y","2019-01-29"
"全新包裝工業股份有限公司","新北市三峽區大埔路33巷7號","GMP0480","醫療用黏性膠帶","Y","2019-03-07"
"黃花科技有限公司","彰化縣伸港鄉新港村中興路一段81號","GMP0483","動力式鼻沖洗器","Y","2019-03-08"
"黃花科技有限公司","彰化縣伸港鄉新港村中興路一段81號","GMP0483","噴霧器","Y","2019-03-08"
"黃花科技有限公司","彰化縣伸港鄉新港村中興路一段81號","GMP0483","骨切割器及其附件","Y","2019-03-08"
"黃花科技有限公司","彰化縣伸港鄉新港村中興路一段81號","GMP0483","超音波洗牙機","Y","2019-03-08"
"黃花科技有限公司","彰化縣伸港鄉新港村中興路一段81號","GMP0483","動力式熱敷墊","Y","2019-03-08"
"中國衛生材料生產中心股份有限公司","彰化縣彰化市福田里彰南路六段424巷21號","GMP0007","手術用手套(滅菌)","Y","2020-08-07"
"大度企業有限公司","新北市新莊區中正路514巷21號1至3樓","GMP0485","醫療用衣物","Y","2019-03-15"
"大度企業有限公司","新北市新莊區中正路514巷21號1至3樓","GMP0485","外科用覆蓋巾及其附件","Y","2019-03-15"
"大度企業有限公司","新北市新莊區中正路514巷21號1至3樓","GMP0485","醫用防護衣","Y","2019-03-15"
"吉懋科技有限公司淡水廠","新北市淡水區中正東路二段29-5號11樓","GMP0487","疼痛舒緩用經皮神經電刺激器","Y","2019-03-19"
"吉懋科技有限公司淡水廠","新北市淡水區中正東路二段29-5號11樓","GMP0487","動力式肌肉刺激器","Y","2019-03-19"
"吉懋科技有限公司淡水廠","新北市淡水區中正東路二段29-5號11樓","GMP0487","超音波透熱治療儀","Y","2019-03-19"
"吉懋科技有限公司淡水廠","新北市淡水區中正東路二段29-5號11樓","GMP0487","紅外線燈","Y","2019-03-19"
"吉懋科技有限公司淡水廠","新北市淡水區中正東路二段29-5號11樓","GMP0487","皮膚電極","Y","2019-03-19"
"吉懋科技有限公司淡水廠","新北市淡水區中正東路二段29-5號11樓","GMP0487","向量干擾刺激器","Y","2019-03-19"
"吉懋科技有限公司淡水廠","新北市淡水區中正東路二段29-5號11樓","GMP0487","血氧飽和測定儀","Y","2019-03-19"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","泌尿導管及其附件 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","泌尿導管及其附件 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","胃腸管及其附件 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","胃腸管及其附件 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","外科用覆蓋巾及其附件","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","外科用覆蓋巾及其附件","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","血管內輸液套","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","血管內輸液套","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","心肺血管繞道術之血管導管,套管及管子","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","心肺血管繞道術之血管導管,套管及管子","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","動脈血管繞道術用接頭活塞,多管道接頭或附件","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","動脈血管繞道術用接頭活塞,多管道接頭或附件","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","血液通路裝置及其附件 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","血液通路裝置及其附件 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","導入/引流導管及其附件 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","導入/引流導管及其附件 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","牙科手用器械 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","牙科手用器械 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","一般手術用手動式器械 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","一般手術用手動式器械 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","轉移套","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","轉移套","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","人工血管接環","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","人工血管接環","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","眼科用海棉","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","眼科用海棉","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","結直腸充氣系統配件組(針筒、氣球導管、集液袋及管座)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","結直腸充氣系統配件組(針筒、氣球導管、集液袋及管座)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","活塞式注射筒(附針)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","活塞式注射筒(附針)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","外科手術衣及面罩 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","外科手術衣及面罩 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","親水性創傷覆蓋材 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","親水性創傷覆蓋材 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","醫療用黏性膠帶及黏性繃帶 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","醫療用黏性膠帶及黏性繃帶 (滅菌)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","醫療用吸收纖維","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","醫療用吸收纖維","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","完全護理保健盒之包裝、貼標作業(冷熱敷墊、彈力繃、透明繃、防水透氣敷料、口罩、檢驗手套、克淋溼防水透氣繃、免縫膠帶、舒適繃、高吸收傷口護墊、優碘棉片、棉棒、自黏彈性繃帶、通氣膠帶、生理食鹽水)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","完全護理保健盒之包裝、貼標作業(冷熱敷墊、彈力繃、透明繃、防水透氣敷料、口罩、檢驗手套、克淋溼防水透氣繃、免縫膠帶、舒適繃、高吸收傷口護墊、優碘棉片、棉棒、自黏彈性繃帶、通氣膠帶、生理食鹽水)","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","液體性繃帶之包裝、貼標作業","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","液體性繃帶之包裝、貼標作業","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","醫療用可丟棄式的冷熱敷包之包裝、貼標作業","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","醫療用可丟棄式的冷熱敷包之包裝、貼標作業","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","閉合用傷口/燒燙傷敷料之包裝、貼標作業","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","閉合用傷口/燒燙傷敷料之包裝、貼標作業","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","彈性繃帶之包裝、貼標作業","Y","2019-04-03"
"宇仁醫療器材科技股份有限公司","苗栗縣竹南鎮大厝里14鄰永貞路一段181巷107號","GMP0488","彈性繃帶之包裝、貼標作業","Y","2019-04-03"
"富宥科技股份有限公司","台中市太平區中和街38巷16號","GMP0490","電動輪椅","Y","2019-04-09"
"國睦工業股份有限公司總廠","台中市南屯區精科路18號","GMP0497","製氧機","Y","2018-07-15"
"國睦工業股份有限公司總廠","台中市南屯區精科路18號","GMP0497","霧化器","Y","2018-07-15"
"國睦工業股份有限公司總廠","台中市南屯區精科路18號","GMP0497","電動代步車","Y","2018-07-15"
"國睦工業股份有限公司總廠","台中市南屯區精科路18號","GMP0497","電動輪椅","Y","2018-07-15"
"國睦工業股份有限公司總廠","台中市南屯區精科路18號","GMP0497","抽痰機","Y","2018-07-15"
"謚謰實業有限公司","臺中市大肚區王田里沙田路一段320巷32-12號","GMP0500","蒸氣滅菌器","Y","2019-05-03"
"謚謰實業有限公司","臺中市大肚區王田里沙田路一段320巷32-12號","GMP0500","動力式抽吸幫浦","Y","2019-05-03"
"普威國際有限公司","新北市泰山區壽山路158號","GMP0501","氣管支氣管抽吸導管(滅菌)","Y","2019-05-07"
"普威國際有限公司","新北市泰山區壽山路158號","GMP0501","導入/引流導管及其附件(滅菌)","Y","2019-05-07"
"普威國際有限公司","新北市泰山區壽山路158號","GMP0501","切割及止血用電刀及其附件","Y","2019-05-07"
"普威國際有限公司","新北市泰山區壽山路158號","GMP0501","一般手術用手動式器械(滅菌)","Y","2019-05-07"
"普威國際有限公司","新北市泰山區壽山路158號","GMP0501","植入式縫合釘","Y","2019-05-07"
"普威國際有限公司","新北市泰山區壽山路158號","GMP0501","皮膚標記用筆(滅菌)","Y","2019-05-07"
"普威國際有限公司","新北市泰山區壽山路158號","GMP0501","子宮內膜吸引式刮除器及其附件","Y","2019-05-07"
"普威國際有限公司","新北市泰山區壽山路158號","GMP0501","婦產科用腹腔鏡及其附件(滅菌)","Y","2019-05-07"
"普威國際有限公司","新北市泰山區壽山路158號","GMP0501","腹腔鏡灌入器(滅菌)","Y","2019-05-07"
"鵬琳企業有限公司灣興廠","高雄市三民區灣興街42號","GMP0508","聚合用紫外線活化器","Y","2019-06-07"
"中國衛生材料生產中心股份有限公司","彰化縣彰化市福田里彰南路六段424巷21號","GMP0007","醫療用黏性膠帶及黏性繃帶(滅菌)","Y","2020-08-07"
"信望愛國際有限公司","新北市新莊區西盛里新樹路269巷11號1樓至2樓","GMP0510","動力式牽引設備","Y","2019-06-14"
"威仕企業有限公司光榮廠","宜蘭縣羅東鎮光榮路438巷2弄12號","GMP0514","軟式隱形眼鏡","Y","2019-07-17"
"光陽工業股份有限公司路竹廠","高雄市路竹區北嶺里中山南路61號","GMP0515","醫療用電動代步車","Y","2019-07-17"
"萊特工業股份有限公司","新北市三重區光復路一段83巷2號5樓","GMP0516","透析用水之淨化系統","Y","2019-07-25"
"虹泰企業有限公司仁德廠","台南市仁德區中正路三段523巷116號","GMP0520","動力式肌肉刺激器","Y","2019-08-07"
"虹泰企業有限公司仁德廠","台南市仁德區中正路三段523巷116號","GMP0520","微電流刺激器","Y","2019-08-07"
"虹泰企業有限公司仁德廠","台南市仁德區中正路三段523巷116號","GMP0520","低週波治療器","Y","2019-08-07"
"虹泰企業有限公司仁德廠","台南市仁德區中正路三段523巷116號","GMP0520","中頻電療器","Y","2019-08-07"
"虹泰企業有限公司仁德廠","台南市仁德區中正路三段523巷116號","GMP0520","向量干擾治療儀","Y","2019-08-07"
"虹泰企業有限公司仁德廠","台南市仁德區中正路三段523巷116號","GMP0520","體外功能性神經肌肉刺激器","Y","2019-08-07"
"虹泰企業有限公司仁德廠","台南市仁德區中正路三段523巷116號","GMP0520","疼痛舒緩用經皮神經電刺激器","Y","2019-08-07"
"虹泰企業有限公司仁德廠","台南市仁德區中正路三段523巷116號","GMP0520","離子滲透裝置","Y","2019-08-07"
"圓福興業股份有限公司","新竹縣芎林鄉華龍村鹿寮坑177-5號","GMP1262","拆線包(拆線剪刀、透氣紙膠、鑷子)(滅菌)","Y","2019-03-01"
"圓福興業股份有限公司","新竹縣芎林鄉華龍村鹿寮坑177-5號","GMP1262","滅菌生產包(包布、治療巾、大單、中單、腳套、嬰兒布巾、手術洞巾、紙盤套)","Y","2019-03-01"
"圓福興業股份有限公司","新竹縣芎林鄉華龍村鹿寮坑177-5號","GMP1262","透氣膠帶包(離型紙膠)(滅菌)","Y","2019-03-01"
"圓福興業股份有限公司","新竹縣芎林鄉華龍村鹿寮坑177-5號","GMP1262","洗腎準備包(包布、紗布、鑷子、治療巾、塑膠盒)(滅菌)","Y","2019-03-01"
"圓福興業股份有限公司","新竹縣芎林鄉華龍村鹿寮坑177-5號","GMP1262","彎盆包(塑膠彎盆)(滅菌)","Y","2019-03-01"
"圓福興業股份有限公司","新竹縣芎林鄉華龍村鹿寮坑177-5號","GMP1262","沖洗準備包(包布、塑膠彎盆、塑膠碗)(滅菌)","Y","2019-03-01"
"圓福興業股份有限公司","新竹縣芎林鄉華龍村鹿寮坑177-5號","GMP1262","滅菌護理包【(包含吸收性尖端塗藥器、外科用覆蓋巾、醫療用吸收纖維、病患檢查用手套、醫療用黏性膠帶、一般手術用器械(鑷子、格盒、彎盆、承載盤)、醫療用衣物、外部使用非吸收式紗布或海綿球、壓舌板、泌尿導管及其附件、保護套、食鹽水、試管、培養皿、藥杯、過濾紙、潤滑劑)】(滅菌)","Y","2019-03-01"
"優質工業股份有限公司","桃園市中壢區合圳北路2段473巷27-1號","GMP1255","交流電力可調整式病床","Y","2019-03-01"
"柏登生醫股份有限公司","台北市內湖區內湖路1段322號3樓","GMP1261","視原膠原蛋白基質","Y","2019-03-02"
"越聖儀器廠股份有限公司","台北市士林區後港街96號2樓","GMP1264","切割及止血用電刀及其附件（包括手術電刀、電燒灼器、雙極電凝固器）","Y","2019-03-03"
"全新生醫股份有限公司","桃園市楊梅區高山里7鄰青年路6號1樓","GMP1268","親水性敷料(滅菌)","Y","2019-03-03"
"佳世達科技股份有限公司雙星二廠","桃園市龜山區山頂里山鶯路159號4樓","GMP1259","超音波脈動都卜勒式影像系統","Y","2019-03-01"
"佳世達科技股份有限公司雙星二廠","桃園市龜山區山頂里山鶯路159號4樓","GMP1259","超音波脈動都卜勒式影像系統","Y","2019-12-01"
"佳世達科技股份有限公司雙星二廠","桃園市龜山區山頂里山鶯路159號4樓","GMP1259","超音波回音影像系統","Y","2019-03-01"
"佳世達科技股份有限公司雙星二廠","桃園市龜山區山頂里山鶯路159號4樓","GMP1259","超音波回音影像系統","Y","2019-12-01"
"策茂股份有限公司","新北市汐止區大同路三段202號6樓之1,之2","GMP1267","子宮內膜吸引式刮除器及其附件","Y","2019-03-06"
"策茂股份有限公司","新北市汐止區大同路三段202號6樓之1,之2","GMP1267","陰道周圍肌力計","Y","2019-03-06"
"策茂股份有限公司","新北市汐止區大同路三段202號6樓之1,之2","GMP1267","唾液微型排卵顯微鏡檢器","Y","2019-03-06"
"永浩光學有限公司","新竹縣湖口鄉大同路7號","GMP1263","軟式隱形眼鏡","Y","2019-03-06"
"廣鎬企業有限公司","宜蘭縣五結鄉利工一路二段126巷8號","GMP1266","手動緊急呼吸器","Y","2019-03-08"
"廣鎬企業有限公司","宜蘭縣五結鄉利工一路二段126巷8號","GMP1266","手動緊急呼吸器","Y","2019-07-05"
"傑奎科技股份有限公司南科分公司","高雄市路竹區路科二路65號3樓","GMP0893","椎弓板間之脊椎矯正固定物","Y","2019-03-13"
"傑奎科技股份有限公司南科分公司","高雄市路竹區路科二路65號3樓","GMP0893","再吸收鈣鹽骨洞填充裝置","Y","2019-03-13"
"皇將科技股份有限公司一廠","台中市大里區工業九路190號","GMP1265","臨床使用的高壓液相層析儀","Y","2019-03-06"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","電燒導管及其配件","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","心臟電燒產生器及其配件","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","心臟瓣膜置換物","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","心臟血管外科器械","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","緊急暫時性心臟電擊系統","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","心律過緩植入式心臟節律器極其配件","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","心律調節器之程式調節器","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","心律器導線接頭","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","可操控導管","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","導管內通管針","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","醫用磁帶記錄器","Y","2019-11-10"
"台灣大昌華嘉股份有限公司","桃園縣楊梅市瑞坪里梅獅路二段629號","GMP1034","無線電波式生理信號傳輸接收器","Y","2019-11-10"
