試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
"Quetiapine tab 25mg","睿昶","衛署藥製 055244","","","Y","990729","Hiloca 200mg","十全","Taiwan"
"Quetiapine tab 25mg","台裕","衛部藥製 058994","","","Y","1041028","Q-pine tab 100mg","台裕","Taiwan"
"Quetiapine tab 25mg","瑞安","衛部藥製 059275","","","Y","1050620","Quepine tab 200mg","瑞安","Taiwan"
"Quetiapine tab 100mg","信東","衛署藥製 056724","","Y","","1000311","Seroquel tab 100mg","AstraZeneca UK Limited","UK"
"Quetiapine tab 100mg","五洲","衛署藥製 057304","","","Y","1000818","Quetia tab 200mg","五洲","Taiwan"
"Quetiapine tab 100mg","鼎豐宇","衛署藥製 049518","","Y","","970606","Seroquel tab 100mg","AstraZeneca","UK"
"Quetiapine tab 100mg","永信","衛署藥製 049973","","","Y","971229","Queropin tab 200mg","聯亞","Taiwan"
"Quetiapine tab 100mg","景德","衛署藥製 057192","","","Y","1010416","Quetialin tab 200mg","景德","Taiwan"
"Quetiapine tab 100mg","瑞士","衛署藥製 049653","","","Y","970828","Calm-EZ tab 200mg","瑞士","Taiwan"
"Quetiapine tab 100mg","瑞安","衛署藥製 057850","","","Y","1020114","Quepine tab 200mg","瑞安","Taiwan"
"Quetiapine tab 100mg","聯邦","衛署藥製 049496","","","Y","970523","Utapine tab 200mg","聯邦","Taiwan"
"Quetiapine tab 100mg","台裕","衛署藥製 057829","","Y","","1010601","Seroquel tab 100mg","AstraZeneca UK Limited","UK"
"Quetiapine tab 200mg","五洲","衛署藥製 055245","","Y","","980717","Seroquel tab 200mg","Astrazeneca","UK"
"Quetiapine tab 200mg","永信","衛署藥製 049741","","Y","","970715","Seroquel tab 200mg","AstraZeneca","UK"
"Quetiapine tab 200mg","東竹","衛署藥製 057138","","Y","","990812","Seroquel tab 200mg","AstraZeneca","UK"
"Quetiapine tab 200mg","景德","衛署藥製 052446","","Y","","981207","Seroquel tab 200mg","AstraZeneca","UK"
"Quetiapine tab 200mg","瑞士","衛署藥製 049316","","Y","","970222","Seroquel tab 200mg","AstraZeneca","UK"
"Quetiapine tab 200mg","瑞安","衛署藥製 055103","","Y","","990419","Seroquel tab 200mg","AstraZeneca","UK"
"Quetiapine tab 200mg","睿昶","衛署藥製 049742","","Y","","970826","Seroquel tab 200mg","AstraZeneca","UK"
"Quetiapine tab 200mg","聯邦","衛署藥製 048467","","Y","","951130","Seroquel tab 200mg","AstraZeneca","UK"
"Quetiapine tab 200mg","信東","衛署藥製 057926","","","Y","1010621","Quiapine tab 100 mg","信東","Taiwan"
"Quetiapine tab 200mg","台裕","衛部藥製 058106","","","Y","1020731","Cheerful tab 100mg","台裕","Taiwan"
"Quetiapine tab 300mg","永信","衛署藥製 050062","","","Y","980225","Queropin tab 200mg","永信","Taiwan"
"Quetiapine tab 300mg","東竹","衛署藥製 057231","","","Y","1000415","EPINE tab 200mg","明德","Taiwan"
"Quetiapine tab 300mg","睿昶","衛署藥製 055057","","","Y","990513","Hiloca 200mg","十全","Taiwan"
"Quetiapine tab 300mg","聯邦","衛署藥製 054856","","","Y","981216","Utapine tab 200mg","聯邦","Taiwan"
"Quetiapine ER tab 200mg","台裕","衛部藥製 058628","","Y","","1031229","Seroquel XR ER tab 200mg","AstraZeneca UK Limited","UK"
"Quetiapine ER tab 200mg","法德","衛部藥製 059212","","Y","","1050601","Seroquel XR ER tab 200mg","AstraZeneca Pharmaeuticals LP","US"
"Quetiapine ER tab 300mg","台裕","衛部藥製 059066","","","Y","1041029","Q-pine XR ER tab 200mg","台裕","Taiwan"
"Rabeprazole tab 20mg","元宙","衛署藥製 057359","","Y","","1010726","Pariet EC tab 20mg","Eisai Co., Ltd., Misato Plant.","Japan"
"Rabeprazole EC tab 20 mg","景德","衛署藥製 057261","","Y","","1010217","Pariet EC tab 20mg","Eisai Co., Ltd., Misato Plant","Japan"
"Rabeprazole EC tab 20mg","十全","衛署藥製 057782","","Y","","1010118","Pariet EC tab 20mg","Eisai Co., Ltd., Misato Plant","Japan"
"Rabeprazole EC tab 20mg","信東","衛部藥製 058203","","Y","","1020516","Pariet EC tab 20mg","Eisai Co. Ltd Misato Plant","Japan"
"Raloxifene tab 60mg","臺灣禮來","衛署藥輸 024023","","","Y","930130","Evista tab 60mg","Eli Lilly","UK"
"Raloxifene tab 60mg","五洲","衛部藥製 059410","","Y","","1050627","Evista tab 60mg","Lilly SA","Spain"
"Ramipril cap 2.5mg","皇佳","衛署藥製 046995","","Y","","940112","Tritace cap 2.5mg","Hoechst AG","Germany"
"Ramipril tab 5mg","瑞士","衛部藥製 059022","","","Y","1041202","Ramily tab 10mg","瑞士新市廠","Taiwan"
"Ramipril tab 10mg","永勝","衛署藥製 054859","","Y","","990419","Tritace tab 10mg","Aventis","Italy"
"Ramipril tab 10mg","吉富","衛署藥輸 025098","","Y","","980714","Tritace tab 10mg","Sanofi-aventis","Italy"
"Ramipril tab 10mg","安成","衛署藥製 048836","","Y","","960608","Tritace tab 10mg","Aventis","Italy"
"Ramipril tab 10mg","健喬信元","衛署藥製 051029","","Y","","980717","Tritace tab 10mg","Aventis","Italy"
"Ramipril tab 10mg","瑞士","衛署藥製 049755","","Y","","971016","Tritace tab 10mg","Aventis","Italy"
"Ramipril tab 10mg","道格拉斯","衛署藥製 050177","","Y","","980521","Tritace tab 10mg","Aventis","Italy"
"Ramipril tab 2.5mg","十全","衛署藥製 057235","","Y","","1000222","Tritace tab 2.5mg","Aventis","Italy"
"Ranitidine inj 25mg/ml","中國化學","衛署藥製 038785","","Y","","871026","Zantac inj 25mg/ml","Glaxo","Taiwan"
"Ranitidine inj 25mg/ml","永信","衛署藥製 031327","","Y","","880607","Zantac inj 25mg/ml","Glaxo","Taiwan"
"Ranitidine inj 25mg/ml","南光","衛署藥製 033321","","Y","","831201","Zantac inj 25mg/ml","Glaxo","Taiwan"
"Ranitidine tab 150mg","中國化學","衛署藥製 032373","","Y","","790418","Zantac tab 150mg","Glaxo","Taiwan"
"Ranitidine tab 150mg","永信","衛署藥製 032648","","Y","","790419","Zantac tab 150mg","Glaxo","UK"
"Ranitidine tab 150mg","生達","衛署藥製 034087","","Y","","800612","Zantac tab 150mg","Glaxo","Taiwan"
"Ranitidine tab 150mg","回春堂","衛署藥製 031535","","Y","","780508","Zantac tab 150mg","Glaxo","Taiwan"
"Ranitidine tab 150mg","信東","衛署藥製 031194","","Y","","780512","Zantac tab 150mg","Glaxo","Taiwan"
"Ranitidine tab 150mg","培力","衛署藥製 032367","","Y","","790406","Zantac tab 150mg","Glaxo","Taiwan"
"Ranitidine tab 150mg","南光","衛署藥製 033921","","","Y","800416","Nicewe tab 300mg","南光","Taiwan"
"Ranitidine tab 150mg","景德","衛署藥製 043771","","","Y","890417","Kiradin tab 300mg","景德","Taiwan"
"Ranitidine tab 150mg","衛達","衛署藥製 039217","","","Y","840728","Zantac tab 150mg","Glaxo","Taiwan"
"Ranitidine tab 300mg","中國化學","衛署藥製 039035","","Y","","840520","Zantac tab 300mg","Glaxo","Taiwan"
"Ranitidine tab 300mg","永信","衛署藥製 038710","","Y","","840220","Zantac tab 300mg","Glaxo","Taiwan"
"Ranitidine tab 300mg","南光","衛署藥製 032918","","Y","","790508","Zantac tab 150mg","Glaxo","Taiwan"
"Ranitidine tab 300mg","景德","衛署藥製 041651","","Y","","861021","Zantac tab 300mg","Glaxo Pharma.","US"
"Ranitidine tab 300mg","衛達","衛署藥製 037991","","Y","","830806","Zantac tab 300mg","Glaxo","UK"
"Ranitidine tab 75mg","中國化學","衛署藥製 042653","","","Y","870817","Quicran tab 300mg","中國化學","Taiwan"
"Ranitidine tab 75mg","生達","衛署藥製 043173","","","Y","880510","RND tab 150mg","生達","Taiwan"
"Ranitidine tab 75mg","回春堂","衛署藥製 044265","","","Y","900208","Ulsafe tab 150mg","回春堂","Taiwan"
"Ranitidine tab 75mg","信東","衛署藥製 044596","","","Y","900713","Ranidine tab 150mg","信東","Taiwan"
"Ranitidine tab 75mg","南光","衛署藥製 044446","","","Y","900308","Nicewe FC tab 300mg","南光","Taiwan"
"Rasagiline tab 1.56mg","晟德","衛署藥製 057731","","Y","","1011025","AZILECT tab 1mg","Teva","Israel"
"Repaglinide tab 1mg","中國化學","衛署藥製 047441","","Y","","940322","NovoNorm tab 1mg","Novo Nordisk A/S","Denmark"
"Repaglinide tab 1mg","永勝","衛署藥製 048660","","Y","","960130","NovoNorm tab 1mg","Boehringer Ingelheim","Germany"
"Repaglinide tab 1mg","生達","衛署藥製 049061","","Y","","960919","NovoNorm tab 1mg","Boehringer Ingelheim","Germany"
"Repaglinide tab 1mg","信東","衛署藥製 052308","","Y","","981118","NovoNorm tab 1mg","Boehringer Ingelheim","Germany"
"Repaglinide tab 1mg","景德","衛署藥製 049144","","Y","","960719","NovoNorm tab 1mg","Boehringer Ingelheim","Germany"
"Repaglinide tab 1mg","優生","衛署藥製 046620","","Y","","930303","NovoNorm tab 1mg","Boehringer","Germany"
"Repaglinide tab 2mg","優生","衛署藥製 049532","","","Y","970609","Supernide tab 1mg","優生","Taiwan"
"Repaglinide/ Metformin tab 1mg/500mg","瑩碩","衛署藥製 057860","","Y","","1020116","PrandiMet tab 1/500mg","Novo Nordisk","Sweden"
"Ribavirin cap 200mg","臺灣東洋","衛署藥製 048027","","Y","","930812","Robetol cap 200mg","Schering","Puerto Rico"
"Ribavirin cap 200mg","吉富","衛署藥輸 025232","","Y","","990415","Rebetol cap 200mg","Schering-Plough","Puerto Rico"
"Ribavirin cap 200mg","格利","衛署藥製 048152","","Y","","911025","Rebetol cap 200mg","Schering-Plough","Puerto Rico"
"Riluzole tab 50mg","勝寶","衛署藥製 044485","","Y","","900110","Rilutek tab 50mg","Rhone-Poulene Rorer","Ireland"
"Risedronate tab 35mg","立和生醫","衛部藥輸 026272","","Y","","1030123","Actonel tab 35mg","Warner Chilcott","Puerto Rico"
"Risperidone oral soln 1mg/ml","晟德","衛署藥製 048352","","Y","","950926","Risperdal oral soln 1mg/ml","Janssen","Belgium"
"Risperidone oral solution 1mg/mL","鴻汶","衛署藥製 025248","","Y","","1001012","Risperdal oral solution 1mg/mL","Janssen","Belgium"
"Risperidone tab 1mg","信東","衛署藥製 048216","","","Y","950725","Risdone tab 2mg","信東","Taiwan"
"Risperidone tab 1mg","景德","衛署藥製 047793","","","Y","950116","Spiterin tab 2mg","景德","Taiwan"
"Risperidone tab 1mg","瑞士","衛署藥製 048996","","","Y","960418","Blue-Up tab 2mg","瑞士","Taiwan"
"Risperidone tab 1mg","衛達","衛署藥製 048629","","","Y","960313","Risdon tab 2mg","衛達","Taiwan"
"Risperidone tab 1mg","濟生","衛署藥製 049058","","","Y","960829","Riston tab 2mg","皇佳","Taiwan"
"Risperidone tab 1mg","鴻汶","衛署藥製 047419","","","Y","940621","Risdol tab 2mg","健亞","Taiwan"
"Risperidone tab 2mg","中國化學","衛署藥製 047830","","Y","","950111","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","永信","衛署藥製 049467","","Y","","970520","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","生達","衛署藥製 045582","","Y","","920221","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","信東","衛署藥製 047690","","Y","","941214","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","冠皇","衛署藥製 049012","","Y","","960821","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","皇佳","衛署藥製 048041","","Y","","950608","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","景德","衛署藥製 047290","","Y","","940419","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","新益","衛署藥製 048351","","Y","","951012","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","瑞士","衛署藥製 048392","","Y","","950718","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","衛達","衛署藥製 046102","","Y","","921002","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 2mg","鴻汶","衛署藥製 047294","","Y","","930419","Risperdal tab 2mg","Janssen","Korea"
"Risperidone tab 3mg","信東","衛署藥製 049131","","","Y","961011","Risdone tab 2mg","信東","Taiwan"
"Risperidone tab 3mg","景德","衛署藥製 047989","","","Y","950418","Spiterin tab 2mg","景德","Taiwan"
"Risperidone tab 3mg","瑞士","衛署藥製 049073","","","Y","960926","Blue up tab 2mg","瑞士","Taiwan"
"Risperidone tab 3mg","鴻汶","衛署藥製 047407","","","Y","940610","Risdol tab 2mg","健亞","Taiwan"
"Rivastigmine cap 4.5mg","瑞士","衛署藥製 050114","","Y","","980414","Exelon cap 4.5mg","Novartis","Spain"
"Rivastigmine oral soln 3.2mg/ml","晟德","衛署藥製 052566","","Y","","990211","Exelon Oral Solution 3.2mg/ml","Novartis","US"
"Rizatriptan tab 10mg","弘如洋","衛署藥製 048894","","Y","","960302","Maxalt tab 10mg","MSD","UK"
"Rizatriptan tab 5mg","聯邦","衛署藥製 052537","","Y","","981021","Maxalt tab 5mg","MSD","UK"
"Rosiglitazone tab 4mg","台灣道斯","衛署藥製 050426","","Y","","971205","Avandia tab 4mg","SB","Pureto Rico"
"Rosiglitazone tab 4mg","永信","衛署藥製 048516","","Y","","960103","Avandia tab 4mg","SB","Puerto Rico"
"Rosiglitazone tab 4mg","生達","衛署藥製 049625","","Y","","970724","Avandia tab 4mg","SB","Puerto Rico"
"Rosiglitazone tab 4mg","信東","衛署藥製 049615","","Y","","970602","Avandia tab 4mg","SB","Puerto Rico"
"Rosiglitazone tab 4mg","溫士頓","衛署藥製 050171","","Y","","980512","Avandia tab 4mg","SB","Pureto Rico"
"Rosiglitazone tab 4mg","瑞士","衛署藥製 056669","","Y","","991220","Avandia tab 4mg","Glaxo Wellcome S.A.","Spain"
"Rosiglitazone tab 4mg","瑞安","衛署藥製 055011","","Y","","990224","Avandia tab 4mg ＂Spain＂","Glaxo Wellcome S.A.","Spain"
"Rosuvastatin tab 5mg","永信","衛部藥製 058316","","","Y","1030617","Rosustin tab 10mg","永信","Taiwan"
"Rosuvastatin tab 5mg","健亞","衛部藥製 058622","","","Y","1030619","Rotlip tab 10mg","健亞","Taiwan"
"Rosuvastatin tab 5mg","中國化學","衛署藥製 057843","","","Y","1020104","Rosuvastatin tab 10mg","中國化學","Taiwan"
"Rosuvastatin tab 5mg","生達二廠","衛部藥製 059266","","","Y","1041105","Rostatin tab 10mg","生達二廠","Taiwan"
"Rosuvastatin tab 5mg","中生生技","衛部藥製 059240","Y","","","1041230","Crestor tab 5mg","IPR Pharmaceuticals Inc Canovanas Plant","Puerto Rico"
"Rosuvastatin tab 5mg","十全","衛部藥製 059652","","","Y","1041029","Rosulator tab 10mg","十全","Taiwan"
"Rosuvastatin tab 5mg","正和","衛部藥製 059649","","","Y","1060125","Rosulip tab 10mg","正和新營廠","Taiwan"
"Rosuvastatin tab 10mg","健亞","衛署藥製 057130","","Y","","1010229","Crestor tab 10mg","IPR Pharmaceutical Inc.","Puerto Rico"
"Rosuvastatin tab 10mg","永信","衛部藥製 058291","","Y","","1030312","Crestor tab 10mg","IPR Pharmaceutical Inc.","Puerto Rico"
"Rosuvastatin tab 10mg","中國化學","衛署藥製 057802","","Y","","1011024","Crestor tab 10mg","IPR Pharmaceutical Inc.","Puerto Rico"
"Rosuvastatin tab 10mg","十全","衛署藥製 057940","","Y","","1010921","Crestor tab 10mg","IPR Pharmaceuticals Inc.","Puerto Rico"
"Rosuvastatin tab 10mg","正和","衛部藥製 058411","","Y","","1030829","Crestor tab 10mg","IPR Pharmaceuticals Inc.","Puerto Rico"
"Rosuvastatin tab 10mg","元宙","衛部藥製 058396","","Y","","1030722","Crestor tab 10mg","IPR Pharmaceuticals Inc.","Puerto Rico"
"Rosuvastatin tab 10mg","健喬信元","衛部藥製 058384","","Y","","1030722","Crestor tab 10mg","IPR Pharmaceuticals Inc.","Puerto Rico"
"Rosuvastatin tab 10mg","意欣","衛部藥製 058969","","Y","","1030321","Crestor tab 10mg","IPR Pharmaceuticals Inc.","Puerto Rico"
"Rosuvastatin tab 20mg","永信","衛部藥製 058315","","","Y","1030618","Rosustin tab 10mg","永信","Taiwan"
"Rosuvastatin tab 20mg","健亞","衛部藥製 058621","","","Y","1030617","Rotlip tab 10mg","健亞","Taiwan"
"Rosuvastatin tab 20mg","生達二廠","衛部藥製 059265","","","Y","1041211","Rostatin tab 10mg","生達二廠","Taiwan"
"Rosuvastatin tab 20mg","中國化學","衛署藥製 057803","","","Y","1011221","Roty tab 10mg","中國化學","Taiwan"
"Sapropterin 2HCl tab 10mg","科進","衛署藥製 057369","","","Y","1020617","Tetrahydrobiopterin tab 10mg","Schircks","Switzerland"
"Sertraline tab 100mg","南光","衛署藥製 049556","","","Y","970625","You-jet tab 50mg","南光","Taiwan"
"Sertraline tab 100mg","景德","衛署藥製 052477","","","Y","981209","Kinloft tab 50mg","景德","Taiwan"
"Sertraline tab 50mg","吉富","衛署藥輸 024545","","Y","","950915","Zoloft tab 50mg","Pfizer","Australia"
"Sertraline tab 50mg","南光","衛署藥製 044374","","Y","","900213","Zoloft tab 50mg","Pfizer","Australia"
"Sertraline tab 50mg","皇佳","衛署藥製 056801","","Y","","991209","Zoloft tab 50mg","Pfizer","Australia"
"Sertraline tab 50mg","景德","衛署藥製 043744","","Y","","890421","Zoloft tab 50mg","Pfizer","Australia"
"Sertraline tab 50mg","華盛頓","衛署藥製 048541","","Y","","960108","Zoloft tab 50mg","Pfizer","Australia"
"Sertraline tab 50mg","瑞安","衛署藥製 051728","","Y","","980507","Zoloft tab 50mg","Pfizer","Australia"
"Sertraline tab 50mg","瑪科隆","衛署藥製 047638","","Y","","941104","Zoloft tab 50mg","Pfizer","Australia"
"Sibutramine cap 5mg","瑩碩","衛署藥製 054861","","","Y","990312","Losfat cap 15mg","瑩碩委託聯亞","Taiwan"
"Sibutramine cap 10mg","中國化學","衛署藥製 049259","","Y","","960417","Reductil cap 10mg","BCM","UK"
"Sibutramine cap 10mg","美時","衛署藥製 048733","","","Y","960226","Retilsol cap 15mg","美時","Taiwan"
"Sibutramine cap 10mg","瑩碩","衛署藥製 052117","","","Y","981015","Losfat cap 15mg","聯亞","Taiwan"
"Sibutramine cap 15mg","十全","衛署藥製 051716","","Y","","980831","Reductil cap 15mg","Abbott","Germany"
"Sibutramine cap 15mg","永信","衛署藥製 055111","","Y","","990308","Reductil cap 15mg","Abbott","Germany"
"Sibutramine cap 15mg","永勝","衛署藥製 055573","","Y","","991214","Reductil cap 15mg","Abbott","Germany"
"Sibutramine cap 15mg","南光","衛署藥製 054970","","Y","","990315","Reductil cap 15mg","Abbott","Germany"
"Sibutramine cap 15mg","美時","衛署藥製 048519","","Y","","950329","Reductil cap 15mg","BCM","UK"
"Sibutramine cap 15mg","輔凱","衛署藥製 055239","","Y","","990709","Reductil cap 15mg","Abbott","Germany"
"Sibutramine cap 15mg","瑩碩","衛署藥製 050873","","Y","","980826","Reductil cap 15mg","Abbott","Germany"
"Sibutramine cap 15mg","中國化學","衛署藥製 052556","","","Y","990223","Sytramee cap 10mg","中國化學","Taiwan"
"Sibutramine cap 15mg","井田","衛署藥製 055935","","Y","","1000118","Reductil cap 15mg","Abbott","Germany"
"Sibutramine cap 15mg","羅得","衛署藥製 056796","","Y","","1000112","Reductil cap 15mg","Abbott","Germany"
"Sildenafil tab 20 mg","信東","衛部藥製 058147","","","Y","1011217","Revatio tab 20 mg","PFIZER PGM.","France"
"Sildenafil tab 25mg","南光","衛署藥製 056728","","","Y","1000505","Okpower tab 100mg","南光","Taiwan"
"Sildenafil tab 25mg","瑞士","衛部藥製 059286","","","Y","1050614","Sliting tab 100mg","瑞士新市廠","Taiwan"
"Sildenafil tab 50mg","南光","衛署藥製 057200","","","Y","1000818","Okpower tab 100mg","南光","Taiwan"
"Sildenafil tab 50mg","瑞士","衛部藥製 059287","","","Y","1050613","Sliting tab 100mg","瑞士新市廠","Taiwan"
"Sildenafil tab 50mg","諾得","衛部藥製 059682","","","Y","1050802","Manpower tab 100mg","衛達","Taiwan"
"Sildenafil tab 100mg","天良","衛部藥製 058153","","","Y","1020308","Viagra tab 100mg","Pfizer Australia Pty Limited","Australia"
"Sildenafil tab 100mg","南光","衛署藥製 055972","","Y","","1000304","Viagra tab 100mg","Pfizer","Australia"
"Sildenafil tab 100mg","健喬信元","衛署藥製 056709","","Y","","1000518","Viagra tab 100mg","Pfizer","Australia"
"Sildenafil tab 100mg","衛達","衛部藥製 058195","","Y","","1020111","Viagra tab 100mg","Pfizer","Australia"
"Sildenafil tab 100mg","井田","衛部藥製 058378","","Y","","1030423","Viagra tab 100mg","Pfizer","Australia"
"Sildenafil tab 100mg","瑞士","衛部藥製 058522","","Y","","1030606","Viagra tab 100mg","Pfizer","Australia"
"Sildenafil tab 100mg","壽元","衛部藥製 058599","","Y","","1031212","Viagra tab 100mg","Pfizer Australia Pty Limited","Australia"
"Sildenafil tab 100mg","南光","衛署藥製 055972","","Y","","1041211","Viagra tab 100mg","Pfizer Australia Pty Limited","Australia"
"Sildenafil tab 100mg","永信","衛署藥製 057975","","Y","","1020403","Viagra tab 100mg","Pfizer Australia Pty Limited","Australia"
"Sildenafil tab 100mg","健亞","衛部藥製 059273","","Y","","1041002","Viagra tab 100mg","Pfizer Australia Pty Limited","Australia"
"Sildenafil tab 100mg","信東","衛部藥製 059310","","Y","","1051006","Viagra tab 100mg","Pfizer Australia Pty Limited","Australia"
"Sildenafil tab 100mg","中國化學","衛部藥製 059280","","Y","","1050511","Viagra tab 100mg","Pfizer Australia Pty Limited","Australia"
"Sildenafil tab 100mg","杏輝","衛部藥製 059703","","Y","","1050617","Viagra tab 100mg","Pfizer Australia Pty Limited","Australia"
"Sildenafil tab 100mg","優生","衛部藥製 059624","","Y","","1051227","Viagra tab 100mg","Pfizer Australia Pty Limited","Australia"
"Silodosin cap 2mg","健喬信元","衛署藥製 057812","","","Y","1020904","Urief Cap 4mg","健喬信元","Taiwan"
"Silodosin cap 4mg","生達","衛部藥製 059281","","Y","","1050725","Urief Cap 4mg","健喬信元","Taiwan"
"Silodosin cap 8mg","健喬信元","衛部藥製 058222","","","Y","1020222","Urief cap 4mg","健喬信元","Taiwan"
"Simvastatin tab 10mg","寶齡富錦","衛署藥製 049699","","","Y","970905","Simastatin tab 80mg","寶齡富錦","Taiwan"
"Simvastatin tab 20mg","十全","衛署藥製 047924","","Y","","950102","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","中國化學","衛署藥製 047907","","Y","","950309","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","台灣道斯","衛署藥製 046402","","Y","","930423","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","永信","衛署藥製 047928","","Y","","950116","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","生達","衛署藥製 047348","","Y","","940414","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","盛益","衛署藥輸 023970","","Y","","930323","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","景德","衛署藥製 048813","","Y","","960327","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","瑞士","衛署藥製 049661","","Y","","970526","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","瑞安","衛署藥製 048926","","Y","","960608","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","萬菱","衛署藥製 044998","","Y","","910514","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","衛達","衛署藥製 049841","","Y","","970716","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","聯邦","衛署藥製 048608","","Y","","950913","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","羅得","衛署藥製 049792","","Y","","970414","Zocor tab 20mg","M.S.D.","Australia"
"Simvastatin tab 20mg","井田","衛署藥製 057167","","","Y","1000520","KEZHI tab 40mg","井田","Taiwan"
"Simvastatin tab 20mg","艾維斯","衛署藥輸 024535","","","Y","950614","Simgal tab 40mg","Ivax","Czech"
"Simvastatin tab 20mg","寶齡富錦","衛署藥製 049672","","","Y","970819","Simastatin tab 80mg","寶齡富錦","Taiwan"
"Simvastatin tab 40mg","瑪科隆","衛部藥製 058207","","","Y","1030120","So.H. tab 20mg ＂Root＂","羅得","Taiwan"
"Simvastatin tab 40mg","中國化學","衛署藥製 056806","","Y","","1001221","Zocor tab 40mg","M.S.D.","UK"
"Simvastatin tab 40mg","井田","衛署藥製 052479","","Y","","981222","Zocor tab 40mg","M.S.D.","UK"
"Simvastatin tab 40mg","世育","衛署藥製 048562","","Y","","960116","Zocor tab 40mg","M.S.D.","UK"
"Simvastatin tab 40mg","永信","衛署藥製 049190","","Y","","961123","Zocor tab 40mg","M.S.D.","UK"
"Simvastatin tab 40mg","十全","衛署藥製 049360","","","Y","970403","Zostatin tab 20mg","十全","Taiwan"
"Simvastatin tab 40mg","萬菱","衛署藥製 047775","","Y","","950113","Zocor tab 40mg","M.S.D.","UK"
"Simvastatin tab 40mg","盛益","衛署藥輸 024339","","","Y","950111","SimvaHexal FC tab 20mg","Salutas","Germany"
"Simvastatin tab 40mg","瑞安","衛署藥製 052465","","","Y","981230","Simva tab 20mg","瑞安","Taiwan"
"Simvastatin tab 40mg","聯邦","衛署藥製 055967","","","Y","1000303","Simva tab 20mg","聯邦","Taiwan"
"Simvastatin tab 40mg","寶齡富錦","衛署藥製 049997","","","Y","970820","Simastatin tab 80mg","寶齡富錦","Taiwan"
"Simvastatin tab 80mg","寶齡富錦","衛署藥製 049535","","Y","","970526","Zocor tab 80mg","M.S.D.","UK"
"Sitagliptin tab 100mg","瑞安","衛部藥製 058620","","Y","","1030423","Januvia tab 100mg","Merck Sharp & Dohme Ltd","Italy"
"Sitagliptin tab 100mg","永信","衛部藥製 059308","","Y","","1050627","Januvia tab 100mg","Merck Sharp & Dohme Ltd","Italy"
"Sodium phenylbutyrate 500mg","旭能","衛部罕製 000014","","Y","","1020808","Buphenyl tab 500mg","Ucycled Pharma","US"
"Solifenacin succinate tab 5mg","生達","衛部藥製 058360","","Y","","1030616","Vesicare tab 5mg","Astellas Pharma Europe BV","Netherland"
"Solifenacin succinate tab 5mg","正和","衛部藥製 059727","","Y","","1050627","Vesicare tab 5mg","Astellas Pharma Europe BV","Netherland"
"Sulbactam inj 0.5g/vial","中國化學","衛署藥製 054647","","Y","","990408","Maxtam Inj 500mg","東洋委託聯亞生技","Taiwan"
"Sulbactam inj 0.5g/vial","臺灣東洋","衛署藥製 043869","","Y","","880212","Combactam inj 1g/vial","Pfizer","Germany"
"Sulbactam inj 0.5g/vial","信東","衛署藥製 049090","","Y","","960912","Maxtam inj 0.5g/vial","臺灣東洋","Taiwan"
"Tadalafil tab 10mg","南光","衛部藥製 059722","","","Y","1051229","Tadalafil tab 20mg","南光","Taiwan"
"Tadalafil tab 20mg","永信","衛部藥製 059252","","Y","","1050628","Cialis tab 20mg","Lilly Del Caribe Inc.","Pureto Rico"
"Tadalafil tab 20mg","南光","衛部藥製 059721","","Y","","1050622","Cialis tab 20mg","Lilly Del Caribe Inc.","Pureto Rico"
"Tamsulosin OD tab 0.2mg","中國化學","衛署藥製 057948","","Y","","1020403","Harnalidge D tab 0.2mg","Astellas Tokai Co. Ltd","Japan"
"Tamsulosin cap 0.2mg","台灣山之內","衛署藥製 044296","","","Y","900212","Harnalidge cap 0.2mg","Yamanouchi","Japan"
