回收分級,文號,日期,產品,許可證字號,批號,許可證持有者,原因,
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂淘能美注射液","衛署藥製字第033758號","3158201-3158203、4158201-4158206、5158201-5158206、6158201-6158205","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂鹽酸副腎素注射液１公絲/公撮（腎上腺素）","衛署藥製字第033761號","2161201-2161202、4161201-4161208、5161201-5161205、6161201-6161204","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 滅菌佳得陰道栓劑500毫克","衛署藥製字第042629號","4211201-4211202、4211204、4211208、5211201、5211203、6211201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂排敏錠５公絲（美奎塔令）","衛署藥製字第044067號","3224201、3224203、4224201-4224204、5224201、5224203-5224204","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂治咳康複合膠囊","衛署藥製字第044094號","2218202、2218204、2218205-2218206、3218201、4218203-4218204、4218208-4218209、5218201-5218204、5218206、5218211","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","〝大豐〞倍舒寧錠２００公絲","衛署藥製字第044320號","3222201、3222202、4222201-4222204、5222203、5222208","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂抗黴菌液10毫克/毫升(亦可那挫)","衛署藥製字第026632號","有效期限2021年03月08日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂必治痛錠５００毫克（乙醯胺酚）","衛署藥製字第028610號","有效期限2019年04月28日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 痢必治錠（樂必寧）","衛署藥製字第028927號","有效期限2020年09月21日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"","部授食字第1041102866號","2015-05-18","＂安星＂促血凝錠250公絲(妥內散敏)","衛署藥製字第033892號","有效期限104年5月以前的全批號","安星製藥股份有限公司","原料檢驗不合格",
"","部授食字第1041102866號","2015-05-18","＂安星＂氨基非林錠","衛署藥製字第005669號","有效期限105年7月以前的全批號","安星製藥股份有限公司","原料檢驗不合格",
"","部授食字第1041102896號","2015-05-18","美膚可樂洗劑","內衛藥製字第005210號","有效期限109年1月11日以前之所有批號","人人化學製藥股份有限公司中壢廠","因藥品使用不符規定之原料藥",
"","","2015-05-18","＂西德有機＂新黴素膠囊","內衛藥製字第005396號","A56012、A56022、4031501、4031502、4031503","西德有機化學藥品股份有限公司","因藥品使用不符規定之賦形劑",
"1","FDA藥字第1041404918號(食藥署藥品組)","2015-05-18","＂永豐＂生理食鹽水注射液 SODIUM CHLORIDE INJECTION ＂Y.F.＂","衛署藥製字第001085號","273A79D","永豐化學工業股份有限公司","有微生物汙染疑慮",
"","杏輝廠字1040000155號","2015-05-19","喜癒痔栓劑","衛署藥製字第022200號","有效期限106年9月18日以前所有批號","杏輝藥品工業股份有限公司","因藥品使用不符規定之原料藥",
"","杏輝廠字1040000155號","2015-05-19","喜癒痔乳膏","衛署藥製字第038507號","有效期限107年3月23日以前所有批號","杏輝藥品工業股份有限公司","因藥品使用不符規定之原料藥",
"","杏輝廠字1040000155號","2015-05-19","＂杏輝＂金貝比嬰兒擦劑","衛署藥製字第020215號","有效期限108年3月25日以前所有批號","杏輝藥品工業股份有限公司","因藥品使用不符規定之原料藥",
"","部授食字第1041102961號","2015-05-18","＂台裕＂賜保命注射液","衛署藥製字第015430號","有效期限106年4月以前之所有批號","台裕化學製藥廠股份有限公司","因藥品使用不符規定之原料藥",
"","部授食字第1041102961號","2015-05-18","＂台裕＂複方維他命B注射液","衛署藥製字第014759號","有效期限106年4月以前之所有批號","台裕化學製藥廠股份有限公司","因藥品使用不符規定之原料藥",
"","部授食字第1041102961號","2015-05-18","膚美健注射液","衛署藥製字第014360號","有效期限106年4月以前之所有批號","台裕化學製藥廠股份有限公司","因藥品使用不符規定之原料藥",
"","部授食字第1041102961號","2015-05-18","倍利敏痛注射液","衛署藥製字第014357號","有效期限106年1月以前之所有批號","台裕化學製藥廠股份有限公司","因藥品使用不符規定之原料藥",
"","部授食字第1041102949號","2015-05-18","滋骨加強咀嚼錠","衛部藥製字第058237號","有效期限105年12月以前之所有批號","台灣東洋藥品工業股份有限公司台北分公司","因藥品使用不符規定之原料藥",
"","部授食字第1041102949號","2015-05-18","滋骨咀嚼錠","衛署藥製字第033090號","有效期限107年8月18日以前之所有批號","台灣東洋藥品工業股份有限公司台北分公司","因藥品使用不符規定之原料藥",
"","部授食字第1041102957號","2015-05-18","“川田”別癢顆粒","衛署藥製字第020452號","有效期限105年11月以前之所有批號","川田藥品有限公司","因藥品使用不符規定之原料藥",
"","部授食字第1041102931號","2015-05-18","安皮露","衛署成製字第007884號","有效期限106年11月21日以前之所有批號","先智生物科技股份有限公司","因藥品使用不符規定之原料藥",
"2","FDA藥字第1049903308號(食藥署藥品組)","2015-05-22","袪咳舒液TECOSIN SOLUTION","衛署藥製字第032737號","效期105年5月31日前之全批號","華盛頓製藥廠股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1049903308號(食藥署藥品組)","2015-05-22","卡露明洗劑 CALAMINE LOTION ＂WP.＂","衛署藥製字第018415號","效期105年6月30日前之全批號","華盛頓製藥廠股份有限公司","因藥品使用不符合規定之原料藥",
"3","FDA藥字第1041401996號(食藥署藥品組)","2015-05-21","糖倍平 膜衣錠 2.5/500 毫克 Trajenta Duo 2.5/500mg Film-Coated Tablets","衛署藥輸字第025793號","306321、401192A、401364、406792及406805","臺灣百靈佳殷格翰股份有限公司","鋁箔包裝上之條碼讀值有誤",
"3","FDA藥字第1041404996號(食藥署藥品組)","2015-05-21","糖倍平 膜衣錠 2.5/850 毫克 Trajenta Duo 2.5/850mg Film-Coated Tablets","衛署藥輸字第025792號","403740、407011及407017","臺灣百靈佳殷格翰股份有限公司","鋁箔包裝上之條碼讀值有誤",
"2","FDA藥字第1046030721號(食藥署藥品組)","2015-05-25","＂杏輝＂蜜花面皰擦液50毫克/公克（沉澱硫）BIOFUR ACNE LOTION 50MG/GM ＂SINPHAR＂(SULFUR PRCIPITATED)","衛署藥製字第033153號","期限108年3月15日前所有批號","杏輝藥品工業股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1046030721號(食藥署藥品組)","2015-05-25","治疥芬軟膏（每蘇芬 ）SCALPHEN OINTMENT (MESULPHEN) ＂SINPHAR＂","衛署藥製字第019422號","效期106年11月5日前所有批號","杏輝藥品工業股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1046030721號(食藥署藥品組)","2015-05-25","＂杏輝＂ 治汗樂乳膏 JOYLA CREAM ＂SINPHAR＂","衛署藥製字第023157號","期限108年11月11日前所有批號","杏輝藥品工業股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1046030721號(食藥署藥品組)","2015-05-25","治汗樂液〝杏輝〞JOYLA LIQUID ＂SINPHAR＂","衛署成製字第008446號","期限104年7月29日前所有批號","杏輝藥品工業股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1046030721號(食藥署藥品組)","2015-05-25","素露殺菌消毒液（三氯卡巴） DERMA-SOLU SOLUTION","衛署藥製字第031057號","期限108年9月21日前所有批號","杏輝藥品工業股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1046030721號(食藥署藥品組)","2015-05-25","使痘消乳膏２００毫克/公克（雅潔麗酸）〝杏輝〞Azeic-A Cream 200 mg/gm (Azelaic Acid)＂Sinphar＂","衛署藥製字第041753號","期限109年4月19日前所有批號","杏輝藥品工業股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1040022192號(食藥署藥品組)","2015-05-25","咳星糖漿 COUSIN SYRUP","內衛藥製字第001204號","CLLA01、CLLA02及CLLA03","瑞士藥廠股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1040022472號","2015-05-29","＂張國周＂強胃散","衛署成製字第010124號","有效期限為2019年3月以前","張國周製藥股份有限公司","使用未符合規定的原料藥",
"2","部授食字第1041103635號","2015-06-02","＂永豐＂注射用蒸餾水(10mL/20mL)","衛署藥製字第058012號","有效期限106年5月17日以前的96批產品","永豐化學工業股份有限公司","經食藥署檢驗結果無菌試驗不合格，依風險考量進行該條生產線產品之全面回收。",
"2","部授食字第1041103635號","2015-06-02","鈣克康靜脈注射液(10mL)","衛署藥製字第058006號","有效期限106年2月25日以前的13批產品","永豐化學工業股份有限公司","經食藥署檢驗結果無菌試驗不合格，依風險考量進行該條生產線產品之全面回收。",
"2","部授食字第1041103635號","2015-06-02","＂永豐＂生理食鹽水注射液(20mL)","衛署藥製字第001085號","有效期限106年4月29日以前的98批產品","永豐化學工業股份有限公司","經食藥署檢驗結果無菌試驗不合格，依風險考量進行該條生產線產品之全面回收。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂抒敏膜衣錠60毫克","衛署藥製字第057280號","4259201、4259205-4259206、5259201-5259203、5259205-5259206、6259203","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年10月28日部授食字第1051106103號 （風險管理組）","2016-11-10","滅癬寧 METHENIN","內衛成製字第000969號","5174","人生製藥股份有限公司","持續安定性試驗之結果不合格。",
"2","106年2月23日 FDA藥字第1066009228號(食藥署藥品組)","2017-03-09","＂優良＂優凡可注射劑５００公絲、１公克（汎克黴素） U-VANCO INJECTION 500MG 1GM＂U-LIANG＂(VANCOMYCIN)","衛署藥製字第041443號","QJ2405","優良化學製藥股份有限公司","藥品經檢驗，案內批號藥品因單位劑量均一度檢驗結果與原核准規格不符",
"2","106年3月1日 FDA藥字第1061402090號(食藥署藥品組)","2017-03-09","冠達悅喜樂錠30毫克 ADALAT CC 30MG","衛署藥輸字第021344號","BXGPAD1、BXGS051、BXGVU61、BXGVU62、BXGZRZ1、BXGZRZ2、BXGZRZ3、BXH0GC1、BXH4H81、BXH4H82、BXH8TJ1、BXHAJL1、BXHBZ01、BXHBZ02、BXHF6B1(共15批)","臺灣拜耳股份有限公司","廠商主動通報，案內批號藥品於製程中與其他成分有交叉污染之疑慮",
"2","106年3月2日 FDA藥字第1061402203號(食藥署藥品組)","2017-03-09","＂晟德＂希普利敏液0.4毫克/毫升 CYPROMIN SOLUTION 0.4MG/ML ＂CENTER＂","衛署藥製字第043588號","18676、18794、18930、19033、19111、19227、19343、19462、19557、19668、19773、19868(共12批)","晟德大藥廠股份有限公司新竹廠","廠商主動通報，案內批號藥品於長期安定性試驗結果發現藥品效價低於原核准規格",
"2","106年3月10日 FDA藥字第1060008197號(食藥署藥品組)","2017-03-16","克菌寧 殺菌液2% Easy Antiseptic Liquid 2%","衛署藥製字第052435號","2038-1537、2038-1539、2038-1540、2038-1541及2038-1542","寶齡富錦生技股份有限公司","廠商主動通報，案內批號藥品有沉澱情形",
"2","106年3月20日FDA藥字第1060008867號(食藥署藥品組)","2017-03-30","穩妥當止咳糖漿 WOEN TUO DANG ANTICOUGH SYRUP","衛署藥製字第036417號","YYJ01、YYJ02、YYJ03、YYJ04、YYJ05及YYJ06","慶昌藥品有限公司","接獲藥品不良品通報，案內批號藥品有顏色異常、沉澱情形",
"2","合(保)字第1040529A01號","2015-06-01","諾得敏聖(匹普林奈)錠","衛署藥製字第013126號","D1503029","合誠化學製藥股份有限公司","原料未經檢驗合格即放行並用於製造產品。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂勝癬液","衛署藥製字第026740號","有效期限2020年01月04日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"2","合(保)字第1040529A01號","2015-06-01","“合誠”頗安靜錠（縮蘋酸普氯苯噻井）","衛署藥製字第024488號","D1503030","合誠化學製藥股份有限公司","原料未經檢驗合格即放行並用於製造產品。",
"3","FDA藥字第1040022179(食藥署藥品組)","2015-05-27","＂應元＂ 視益眼藥水 0.25% SHOWEN EYE DROPS 0.25% ＂Y.Y.＂","衛署藥製字第045307號","1114238","應元化學製藥股份有限公司","藥品包裝不良(缺少滴塞)",
"3","FDA藥字第10400221915號(食藥署藥品組)","2015-06-01","五福普洛拍拉卡因眼藥水５公絲/公撮 PROPARACAINE HYDROCHLORIDE OPH. SOL’N 5MG/ML","衛署藥製字第035595號","PP53、PP1401、PP1402及PP1403","五福化學製藥股份有限公司","案內藥品經廠商分析，最佳保存條件應為攝氏2~8度，目前已提出保存條件變更，並擬進行預防性回收",
"2","FDA藥字第1041405409號(食藥署藥品組)","2015-06-01","安博黴素注射劑 500公絲Ampolin Injection 500mg","衛署藥製字第001853號","032J78A","永豐化學工業股份有限公司","疑似異物混入",
"2","FDA藥字第1046031683號(食藥署藥品組)","2015-06-04","平痔隆軟膏 BENAZON OINTMENT ＂KINGDOM＂","內衛藥製字第007695號","24S107、25S112、26S101、31S106、35S111、3BS107、44S113、MF136、MG110、MK060、MM038","景德製藥股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1046031683號(食藥署藥品組)","2015-06-04","可麗敏洗劑 CALAMINE LOTION PHENOLATED AND MENTHOLATED ＂KINGDOM＂","衛署藥製字第002341號","ME181、ME182、MF112、MG054、MG053、MH030、MH031、MH157、MH158、MK056、MK071、MK070、MK104、MM108、MM107、MP076、MP077、MM126、MM125、MP110、MP141、MP142","景德製藥股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1040022330號(食藥署藥品組)","2015-06-04","玉采乳膏〝溫士頓〞 EASY CREAM ＂WINSTON＂","衛署藥製字第043249號","EA_10012、EA-10013、EA-10023、EA-10033、EA-10014","溫士頓醫藥股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1040022775號(食藥署藥品組)","2015-06-04","肌力源按摩乳膏 MASALIN CREAM","衛署藥製字第034163號","243-1201(DG243075C)、243-1202(DG243075C)、243-1203(DG243075C)、243-1204(DG243075C)、243-1301(DG243075C)","寶齡富錦生技股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1040022775號(食藥署藥品組)","2015-06-04","膚舒樂 軟膏 Flusalic Ointment","衛署藥製字第048023號","485-1201(DG485015C)、485-1301(DG485015C)、485-1302(DG485015C)、485-1401(DG485015C)","寶齡富錦生技股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1040022775號(食藥署藥品組)","2015-06-04","舒暢通 膜衣錠 Lasaton F.C. Tablets","衛署藥製字第049490號","2019-1202(DG2019030P00)、2019-1202(DG2019010P00)、2019-1203(DG2019030P00)、2019-1301(DG2019030P00)、2019-1401(DG2019030P00)、2019-1501(DG2019030P00)","寶齡富錦生技股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1040022775號(食藥署藥品組)","2015-06-04","寶爾潔白祛斑霜４０毫克/公克（氫醌） DERMA LIGHTENING CREAM 40MG/GM (HYDROQUINONE)","衛署藥製字第036081號","275-1203、275-1301、275-1301、275-1302、275-1303、275-1303、275-1304、275-1305、275-1305、275-1401、275-1402、275-1402、275-1403、275-1404","寶齡富錦生技股份有限公司","因藥品使用不符合規定之原料藥",
"2","FDA藥字第1040022775號(食藥署藥品組)","2015-06-04","碘楊酸外用液劑〝寶齡〞 I.S.A SPIRIT. ＂PBF＂","衛署藥製字第044330號","418-1201(DG41801KB)","寶齡富錦生技股份有限公司","因藥品使用不符合規定之原料藥",
"2","部授食字第1041103663號","2015-06-09","＂新喜＂服緒妥糖衣錠","衛署藥製字第045664號","LJ1021、LJ1023、CE1161、CE1162、DA1231、DA1232","萬菱藥品科技股份有限公司","安定性試驗之溶離度結果不適",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 喘咳寧錠","衛署藥製字第026834號","有效期限2018年10月22日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 利感敏膠囊","衛署藥製字第028621號","有效期限2020年01月04日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"2","104年6月15日FDA藥字第1040025991號(食藥署藥品組)","2015-06-25","必斯錠（次碳酸鉍） BISMUTH SUBCARBONATE TABLETS ＂N.C.P.＂","衛署藥製字第023936號","DC1201、DC1202","新喜國際企業股份有限公司","安定性試驗之崩散度項目不合格",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂感冒膠囊","衛署藥製字第029211號","2037201、3037201-3037202、5037202","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂抗黴菌陰道栓劑150毫克","衛署藥製字第029213號","1076202、2076202、2076203、4076201-4076203","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂維他妙兒安顆粒","衛署藥製字第029214號","1023201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂富舒咳靜糖漿","衛署藥製字第029294號","1012201、4012201、5012201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂維他妙兒安錠","衛署藥製字第029216號","1022216-1022218、2022207、2022213、2022218、2022220、2022223-2022225、2022227、3022210、3022212-3022213、3022215-3022218、3022220、4022203、4022205、4022208、4022210-4022211、4022216、4022218-4022226、5022205-5022210、5022213-5022215、5022218、5022221","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂利加得隆錠","衛署藥製字第029227號","3061203、3061205、4061205、5061201-5061204、5061206-5061207","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 消炎栓劑１２．５毫克（待克菲那）","衛署藥製字第029558號","1097202-1097203、2097208、3097201、3097202、4097201-4097202、5097201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂鎮咳糖漿","衛署藥製字第031163號","3013201、5013201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","“北進”涕敏達液","衛署藥製字第048706號","5060603","北進國際有限公司","大豐製藥股份有限公司未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","快易通口服液","衛署藥製字第056793號","有效期限2018年01月21以前之所有批號","妙仁企業有限公司","大豐製藥股份有限公司未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"2","104年6月17日FDA藥字第1040026480號(食藥署藥品組)","2015-06-25","特倍眼舒眼藥水 TOBEYESON OPHTHALMIC SOLUTION","衛署藥製字第032514號","2RHO032、2RHO042及2RHO052","中美兄弟製藥股份有限公司","藥液顏色異常",
"2","104年6月17日FDA藥字第1041406098號(食藥署藥品組)","2015-06-25","優凡可注射劑５００公絲、１公克（汎克黴素）U-VANCO INJECTION 500MG 1GM(VANCOMYCIN) ＂U-LIANG＂","衛署藥製字第041443號","PM0404、PM0405","優良化學製藥股份有限公司","異物混入藥品內",
"2","104年6月22日FDA藥字第1040024701號(食藥署藥品組)","2015-07-02","治膜炎凝膠MULCER GEL","衛署藥製字第039009號","318-1202、318-1301、318-1401、318-1402、318-1403","寶齡富錦生技股份有限公司","因藥品使用不符合規定之原料藥",
"2","104年6月22日FDA藥字第1040024701號(食藥署藥品組)","2015-07-02","舒喉錠．２公絲（比啶）CETYLPYRIDINIUM TROCHES","衛署藥製字第027990號","037-1201","寶齡富錦生技股份有限公司","因藥品使用不符合規定之原料藥",
"2","部授食字第1041103814B號","2015-06-29","甘佳口含錠","衛署藥製字第008376號","有效期限107年3月以前的全批號","回春堂製藥廠股份有限公司","因藥品使用不符規定之原料藥",
"2","部授食字第1041104015號","2015-07-01","＂合誠＂維生素B6錠","衛署藥製字第008504號","有效期限107年1月11日以前的全批號","合誠化學製藥股份有限公司","因藥品使用不符規定之原料藥",
"2","104年6月23日FDA藥字第1049903805號(食藥署藥品組)","2015-07-02","人人 麗康凝膠５０公絲/公克（本溶塞）LENCON GEL 50MG/GM (BENZOYL PEROXIDE) ＂GCPC＂","衛署藥製字第038191號","效期108年9月4日前所有批號","人人化學製藥股份有限公司","因藥品使用不符合規定之原料藥",
"2","104年6月23日FDA藥字第1049903805號(食藥署藥品組)","2015-07-02","紐約 複方甘草安咳片COMPOUND MIXTURE OF GLYCYRRHIZA TABLETS","衛署藥製字第042494號","效期108年1月18日前所有批號","人人化學製藥股份有限公司","因藥品使用不符合規定之原料藥",
"2","104年6月26日 FDA藥字第1040027833號(食藥署藥品組)","2015-07-09","＂應元＂ 視益眼藥水 0.25% SHOWEN EYE DROPS 0.25% ＂Y.Y.＂","衛署藥製字第045307號","1114051","應元化學製藥股份有限公司","廠商主動通報，說明藥品經安定性試驗，其主成分含量低於原核准規格",
"2","104年6月26日 FDA藥字第1040027833號(食藥署藥品組)","2015-07-09","養膚軟膏 YONFU OINTMENT","衛署藥製字第016901號","5513026","應元化學製藥股份有限公司","廠商主動通報，說明藥品經安定性試驗，其主成分含量低於原核准規格",
"2","104年7月1日FDA藥字第1040024706號(食藥署藥品組)","2015-07-09","＂杏林＂ 平克疾顆粒 PECSIE GRANULES ＂KYORIN＂","衛署藥製字第022861號","BI 1001","杏林新生製藥股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月3日 FDA藥字第1040026941號(食藥署藥品組)","2015-07-17","愛膚星乳膏 UIHOSIN CREAM","衛署藥製字第021518號","OG05、OH14、OH16、OH17、OH19、OH20、OK16、OK17、OK22、OK23、PD01、PD04、PD05","長安化學工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月3日 FDA藥字第1040026941號(食藥署藥品組)","2015-07-17","醫足粉 EJTAU POWDER","衛署藥製字第027136號","OD03","長安化學工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月3日 FDA藥字第1040026941號(食藥署藥品組)","2015-07-17","旅途樂錠 LITOLOU TABLETS ＂C.A.＂","衛署藥製字第034239號","OC15、OG12、OI20、OL10、PA43、PC26、PC30、PC32、PG01、GH11、QH13、QH14","長安化學工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月3日 FDA藥字第1040026941號(食藥署藥品組)","2015-07-17","百膚安乳膏 BEVAN CREAM","衛署藥製字第042696號","OI17、OI18、OI19、OI22、OI23、PC33、PC35、PC36","長安化學工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月3日 FDA藥字第1040026941號(食藥署藥品組)","2015-07-17","＂天仙＂蚊蚤蟲傷乳膏 WENTSAOSHANG CREAM","衛署藥製字第043332號","PG21、PG23、PG24、PG25、QJ09、QJ10、QJ11、QJ13、QJ14、QJ17、QJ18、QJ19","長安化學工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月7日 FDA藥字第1040025986號(食藥署藥品組)","2015-07-17","來縮酵素錠９０公絲 LYSOZYME TABLETS 90MG ＂SPC＂","衛署藥製字第024758號","2141013、3141014、4141015、8141019、2080328、3080329、4080320、8080324、2140821、3140822、4140823、8140827、2111224、3111225、4111226、8111220、2200235、3200236、4200237、8200231、2030638、3030639、4030630、8030634、3240937、3050340、3300745","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂優良＂鹽酸利度卡因注射液２０毫克/毫升","衛署藥製字第036886號","有效期限2020年03月09日以前之所有批號","優良化學製藥股份有限公司","大豐製藥股份有限公司未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","“大豐”安神眠錠１毫克","衛署藥製字第025623號","2080201、3080201、3080202、5080201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","104年10月19日部授食字第1041106143B號(食藥署風管組)","2015-12-10","得治黴乳膏","衛署藥製字第031978號","OG02(共1批)","永吉製藥股份有限公司","持續性安定性試驗檢驗結果不合格。",
"2","104年7月7日 FDA藥字第1040025986號(食藥署藥品組)","2015-07-17","樂克敏錠 LOKMIN TABLETS","內衛藥製字第002645號","4230432、3130934、2300441、3300442","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月7日 FDA藥字第1040025986號(食藥署藥品組)","2015-07-17","旺力新糖衣錠 ONE-RESEM S.C. TABLETS","內衛藥製字第011290號","2051125、3051126、4051127、2190838、3190839、2150240、3150241、4150242","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月7日 FDA藥字第1040025986號(食藥署藥品組)","2015-07-17","旅伴嚼錠 LIPAN CHEWABLE TABLETS","內衛藥製字第002637號","3011122、4011123、2230430、3230431、2141138、3141139、2150543、3150544、3070746、4070747、2170949、3170940、3121149","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
"2","104年7月7日 FDA藥字第1040025986號(食藥署藥品組)","2015-07-17","＂信隆＂ 複方維他命Ｂ SHINLON VITAMIN B COMPLEX TABLETS","內衛藥製字第004203號","2190927、3190928、2171028、3171029、2181029、3181020、2161128、3161129、2191121、3191122、2070238、3070239、2270333、3270334、2140530、3140531、2140631、3140632、3050934、2050933、2041035、3041036、2221138、3221139、2070240、3070241、2250242、3250243、2240342、3240343、2250343、3250344、2130541、3130542、2200540、3200541、2220542、3220543、2230543、3230544","信隆藥品工業股份有限公司","廠商自主通報藥品使用不符合規定之原料藥",
