燈號,標題名稱,內容,附檔,更新日期
"綠燈","美國Johnsonville Sausage公司回收可能含手套碎片之火雞香腸佐切達起司產品，該產品未輸入我國","一、美國FSIS於2012年8月15日發布Johnsonville Sausage公司因消費者投訴發現產品中可能含手套碎片，回收約48,000磅的火雞香腸佐切達起司產品（Turkey Sausage with Cheddar Cheese），問題產品為13.5盎司真空包裝，製造日期為2012年5月22日，有效日期為2012年8月20日，銷售範圍為全美國，產品包裝照片如附件。 二、案內產品未輸入我國，本案經評估列屬綠燈。 ;;建議民眾於警訊期間如赴美國旅遊，應注意相關食品回收警訊，避免購買或食用可能受污染之相關產品，並呼籲民眾避免購買網路上來路不明之產品，以確保食品衛生安全。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2008&type=0","2012-08-16"
"綠燈","美國Real Mex Food公司回收疑遭沙門氏菌污染之烤雞凱薩沙拉，該產品並未輸入我國。","一、美國農業部食品安全檢驗局（FSIS）本(101)年8月16日宣布Real Mex Foods公司回收烤雞凱薩沙拉，此沙拉中使用的香菜(cilantro)可能含有沙門氏菌汙染恐造成健康危害。 二、問題產品為製造日期為2012.7.23至2012.8.6間，生產製造廠所屬USDA設施編號為 ＂P-4140＂，品項包括(1)36盎司烤雞凱撒沙拉。(2)18磅含8組36盎司烤雞凱撒沙拉，分佈於加州零售商店販售。 三、案內產品未輸入我國，因此本案經評估列屬綠燈。;;一、 建議民眾於警訊期間如赴美國旅遊，應注意相關食品回收警訊，應避免購買或食用可能受污染之相關產品，並呼籲民眾避免購買網路上來路不明之產品，以確保食品衛生安全。 二、 沙門氏桿菌廣泛存在自然界各種動物中，攝入汙染該菌食品，可能引發腸胃炎，沙門氏桿菌不耐熱，妥善料理與高溫烹調即可殺滅細菌，食品藥物管理局建議民眾，選購衛生乾淨之食品、妥善保存、生熟食分開、食物料理加熱要完全、用餐注意個人衛生習慣，即可有效預防細菌性食品中毒。 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1942。","","2012-08-17"
"綠燈","美國回收可能汙染大腸桿菌O157: H7之牛肉產品未輸入我國。","一、 美國農業部食品安全檢驗局（FSIS）本(101)年8月14日宣布回收Dale T. Smith and Sons Meat Packing公司生產約38,200磅可能遭受大腸桿菌O157: H7汙染之去骨牛肉產品。 二、 案內產品於2012年8月7日生產，製造廠所屬之USDA設施編號為EST. 4975，已運往美國加州及猶他洲鹽湖城之批發及零售場所，回收產品如下： (一) 50/50, 85/15, 90/10, 93/07 or 95/05之不同重量盒裝去骨牛肉。 (二) 各種不同重量及部位的盒裝牛肉。 三、 經查案內產品未輸入我國，本案經評估列屬綠燈。;;一、食品藥物管理局呼籲民眾如赴美國地區旅遊，應注 意相關回收警訊，避免購買及食用公布回收之問題 食品。 二、O157：H7為出血性大腸桿菌，可引起腹瀉、脫水， 嚴重會引起腎功能衰竭，高溫烹調並煮熟即可 殺滅有害細菌，食品藥物管理局建議民眾，選購衛 生乾淨之食品、妥善保存、生熟食分開、食物料理 加熱要完全、用餐注意個人衛生習慣，即可有效預 防。 三、詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1944","","2012-08-17"
"綠燈","日本北海道岩井食品回收疑汙染大腸桿菌O157: H7泡菜，未輸入我國。","一、 日本北海道札幌市發生大腸桿菌O157: H7群聚中毒案件，已造成6人死亡，疑為食入遭大腸桿菌污染之泡菜所致。本(101)年8月16日日本新聞訊息指出，岩井食品公司已全面回收疑遭大腸桿菌O157: H7汙染之泡菜。 二、 涉案產品於札幌市的商店街超市及旅館餐廳內販售。 三、 經查案內產品未輸入我國，本案經評估列屬綠燈。;;一、食品藥物管理局呼籲民眾如赴日本地區旅遊，應注 意相關回收警訊，避免購買及食用公布回收之問題 食品。 二、O157：H7為出血性大腸桿菌，可引起腹瀉、脫水， 嚴重會引起腎功能衰竭，高溫烹調並煮熟即可 殺滅有害細菌，食品藥物管理局建議民眾，選購衛 生乾淨之食品、妥善保存、生熟食分開、食物料理 加熱要完全、用餐注意個人衛生習慣，即可有效預 防。 三、詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1944","","2012-08-17"
"綠燈","美國Pure Hothouse Foods公司自主回收鮮切烤盤食品，疑遭李斯特菌(Listeria Monocytogenes)污染，該產品未輸入我國","1. 美國食品藥物管理局（FDA）發布Pure Hothouse Foods公司於8月16回收1,402箱(cases)及8,412份(units)鮮切烤盤產品，其使用的蘑菇疑遭李斯特菌污染。 2. 問題產品為Meijer Brand牌之“Grillers Mushroom with Rosemary”, “Grillers Steak Topper”和“Grillers Asparagus Blend”，保存日期為 2012年8月11日至8月26日，UPC編碼分別為7-08820-85464-2, 7-08820-85468-0和7-08820-85353-9。產品銷往美國密西根州(Michigan)、俄亥俄州(Ohio)、印第安納州(Indiana)、利諾伊州(Illinois)和肯塔基州(Kentucky)。 3. 經查涉案產品未輸入國內，因此本案暫列綠燈。 ;;1. 食品藥物管理局呼籲民眾如自國外攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴美國旅遊，應注意相關回收警訊，避免購買及食用問題食品 2. 一旦感染了李斯特菌症，每個人出現的症狀都可能會因為年齡、性別，和抵抗力強弱等等，而有所不同。但一般會在攝食污染此病菌之食物後大約十二小時內，出現類似感冒或腸胃不適。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、煮熟的食物和即食的食物分開存放。避免進食存放在冰箱超過一天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1953。","","2012-08-20"
"綠燈","美國Ciolino Produce市場自主回收自加拿大輸入之Highline Mushrooms牌切片白蘑菇，疑遭李斯特菌(Listeria Monocytogenes)污染，該產品未輸入我國","1. 加拿大食品檢驗局（CFIA）和Highline Mushrooms於8月13日回收疑遭李斯特菌污染之切片白蘑菇。 2. 問題產品為Highline Mushrooms牌和Compliments牌之包裝蘑菇（8 盎司(oz)），最佳食用日期為 2012年8月15日前，UPC編碼分別為7 71163 00005 2和0 68820 10090 4。產品銷往在加拿大安大略省(Ontario)與美國密西根州(Michigan) Ciolino Produce市場（銷售日期為8月10日至12日）。 3. 經查涉案產品未輸入國內，因此本案暫列綠燈。;;1. 食品藥物管理局呼籲民眾如自國外攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴美國與加拿大旅遊，應注意相關回收警訊，避免購買及食用問題食品 2. 一旦感染了李斯特菌症，每個人出現的症狀都可能會因為年齡、性別，和抵抗力強弱等等，而有所不同。但一般會在攝食污染此病菌之食物後大約十二小時內，出現類似感冒或腸胃不適。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、煮熟的食物和即食的食物分開存放。避免進食存放在冰箱超過一天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1953。","","2012-08-20"
"綠燈","美國Tanimura & Antle Inc.公司回收含有疑遭大腸桿菌O157:H7污染之「萵苣」產品並未輸入我國","一、美國FDA於101年8月19日發布回收警訊，Tanimura & Antle Inc.廠牌之萵苣產品疑遭大腸桿菌O157:H7污染。 二、問題產品UPC碼為0-27918-20314-9，批號為5417802151， Best Buy date of “08 19 12”；販賣期間為2012年8月2日至8月19日。 三、經查該問題產品並無輸入我國紀錄，因此本案經評估列屬綠燈。;; 1.呼籲民眾如赴國外旅遊，應注意相關回收警訊，避免購買及食用公布回收之問題食品。 2.大腸桿菌O157: H7是一種腸道出血性大腸桿菌 (enterohaemorrhagic E. coli, EHEC) ，致病性強，受感染者會出現嚴重腹絞痛、血狀腹瀉等，沒有發燒症狀，僅有少數患者會併發溶血性尿毒症，甚至轉成急性腎衰竭，嚴重時會喪命，高溫烹調並煮熟即可殺滅有害細菌。食品藥物管理局建議民眾，選購衛生乾淨之食品、妥善保存、生熟食分開、食物料理加熱要完全、用餐注意個人衛生習慣，即可有效預防。 3.詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/gradation.aspx?site_content_sn=1994。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2018&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2019&type=0","2012-08-22"
"綠燈","美國Dole Fresh Vegetables公司自主回收疑遭李斯特菌汙染之Dole Italian Blend袋裝沙拉，該產品未輸入我國","一、 美國Dole Fresh Vegetables公司，因其產品可能含有李斯特菌之健康風險危害，於8月22日自主回收1,039件Dole Italian Blend袋裝沙拉（如附圖），問題產品為10盎司裝，有效期限8月20日編碼為0049N2202008且UPC 號碼7143000819之產品，目前並無相關病例報導。 二、問題產品編碼和有效日期於包裝之右上角落; UPC碼位於背面低於條碼處。產品銷往美國阿拉巴馬州（Alabama），佛羅里達州（Florida），馬里蘭州（Maryland），北卡羅萊納州（North Carolina），賓夕法尼亞州（Pennsylvania），南卡羅來納州（South Carolina），密西西比州(Mississppi)和弗吉尼亞州（Virginia）等8州。 三、案內產品未輸入我國，因此本案經評估列屬綠燈。;; 一、食品藥物管理局呼籲民眾若赴美加地區旅遊，購買或食用袋裝生菜沙拉時，應注意產品衛生安全。 二、 一旦感染了李斯特菌症，每個人出現的症狀都可能會因為年齡、性別，和抵抗力強弱等等，而有所不同。但一般會在攝食污染此病菌之食物後大約十二小時內，出現類似感冒或腸胃不適。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、煮熟的食物和即食的食物分開存放。避免進食存放在冰箱超過一天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 三、詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1953","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2024&type=0","2012-08-27"
"綠燈","美國Spence & Co公司自主回收疑遭李斯特菌汙染之燻鮭魚產品，該產品未輸入我國","一、美國Spence & Co公司自主回收Spence & Co 產品8盎司(批號為6704701)及Wellsley Farms產品 16盎司(批號為6704701)之燻鮭魚，該產品疑遭李斯特菌汙染。 二、問題Spence & Co燻鮭魚產品銷往美國俄亥俄州(Ohio），肯塔基州(Kentucky)，印地安納州(Indiana)，科羅拉多州(Colorado)，懷俄明州(Wyoming)及猶他州(Utah)等州。 三、問題Wellsley Farms燻鮭魚產品銷往美國佛羅里達州(Florida)，北卡羅萊納州（North Carolina），喬治亞州(Georgia)，德拉威州(Delaware)，賓夕法尼亞州（Pennsylvania），馬里蘭州（Maryland），新澤西州(New Jersey)，紐約(New York)及俄亥俄州(Ohio）等州。 四、案內產品未輸入我國，因此本案經評估列屬綠燈。;; 一、食品藥物管理局呼籲民眾若赴美加地區旅遊，購買或食用燻鮭魚產品時，應注意產品衛生安全。 二、一旦感染了李斯特菌症，每個人出現的症狀都可能會因為年齡、性別，和抵抗力強弱等等，而有所不同。但一般會在攝食污染此病菌之食物後大約十二小時內，出現類似感冒或腸胃不適。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、煮熟的食物和即食的食物分開存放。避免進食存放在冰箱超過一天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 三、詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1953","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2025&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2026&type=0","2012-08-27"
"綠燈","美國Protica公司自主回收Protein to Go Milk Chocolate Shake (2.5oz bottle)等4種產品，因為產品疑遭肉毒桿菌污染，該等產品未輸入我國。","1. 位於美國賓州懷特霍爾市(Whitehall, PA)的Protica公司所製造的4種產品，包括「Protein to Go Milk Chocolate Shake (2.5oz bottle)」、「Protein to Go French Vanilla Latte (2.5oz bottle)」、「Nutritional Resources Protein Wave gelatin (6oz cup)」及「Body Choice Protein Shots (3oz vial)」等4種產品，疑遭肉毒桿菌的污染，Protica公司於2012年8月17日進行自主性回收。 2. 問題產品的製造日期及批號如下： （1）Protein to Go Milk Chocolate Shake (2.5oz bottle) Manufacture Date (製造日期) Lot Number (批號) 2/9/12 PP0402 4109 A 2/9/12 PP0402 4109 B 2/9/12 PP0402 4109 C 2/9/12 PP0402 4109 D 2/9/12 PP0402 4109 E 2/9/12 PP0402 4109 F 2/9/12 PP0402 4109 G 2/13/12 PP0442 4113 2/16/12 PP0442 4115 3/29/12 PP0892 4121 4/12/12 PP1032 4131 A 4/12/12 PP1032 4131 B 4/25/12 PP1162 4134 B 4/25/12 PP1162 4134 C 4/25/12 PP1162 4134 A 5/3/12 PP1242 4139 5/8/12 PP1242 4140 6/7/12 PP1592 4145 B 6/7/12 PP1592 4145 A （2）Protein to Go French Vanilla Latte (2.5oz bottle) Manufacture Date (製造日期) Lot Number (批號) 9/8/2011 PP2511 4066 A 9/8/2011 PP2511 4066 B 10/11/2011 PP2841 4079 10/18/2011 PP2911 4086 12/6/2011 PP3401 4103 2/13/2012 PP0442 4112 4/2/2012 PP0932 4122 4/4/2012 PP0952 4125 4/11/2012 PP1022 4129 4/24/2012 PP1152 4133 A 4/24/2012 PP1152 4133 B 4/24/2012 PP1152 4133 C 5/1/2012 PP1222 4138 A 5/1/2012 PP1222 4138 B 5/1/2012 PP1222 4138 C 5/8/2012 PP1292 4141 6/8/2012 PP1592 4146 A 6/8/2012 PP1592 4146 B （3）Nutritional Resources Protein Wave gelatin (6oz cup) Manufacture Date (製造日期) Lot Number (批號) May 03 2012 PP 1242 6123 （4）Body Choice Protein Shots (3oz vial) Manufacture Date (製造日期) Lot Number (批號) Dec 20, 2011 PP 3541 2924 3. 經查涉案產品未輸入國內，因此本案暫列綠燈。;;1.食品藥物管理局呼籲民眾如赴美加地區旅遊，應注意相關回收警訊，避免購買及食用公布回收之問題食品。 2.肉毒桿菌中毒症狀為神經麻痺，特異症狀有視力減退、複視、瞳孔散大等眼部症狀及言語障礙、吞嚥困難、唾液分泌障礙、口渴等，此毒素不耐熱，食用前充分加熱(至少應在 100℃，加熱 10分鐘) 即可殺滅有害細菌。食品藥物管理局建議民眾，選購衛生乾淨之食品，充分洗淨及殺菌，香腸、火腿類應注意亞硝酸鹽的添加量是否均勻，低酸性罐頭食品應充分殺菌即可有效預防。 3. 「肉毒桿菌」詳細資料可參考食品藥物管理局食品中毒專區http://www.fda.gov.tw/content.aspx?site_content_sn=1945","","2012-08-27"
"綠燈","美國Licorice Company回收16盎司的Red Vines® Black Licorice Twists糖果產品，因為鉛含量過高，該規格產品未輸入我國。","1. 位於美國加州盟市(Union City)的Licorice Company公司所製造的16盎司Red Vines® Black Licorice Twists糖果，因為鉛含量過高，而進行產品回收。 2. 問題產品係由加州公共衛生部（California Department of Public Health ; CDPH）檢測出鉛含量0.33 ppm。因此，由Licorice Company主動回收該項產品，回收產品為包裝後面寫有「＂Best Before Date＂ of 020413」的16盎司Red Vines® Black Licorice Twists糖果。 3. 經查涉案產品未輸入國內，因此本案暫列綠燈。;;1. 食品藥物管理局呼籲民眾如自國外攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴美國旅遊，應注意相關回收警訊，避免購買及食用問題食品 2. 鉛經人體吸收後，難以排出體外，而會蓄積於肝、腎等代謝器官中，長期下來，會造成慢性鉛中毒，進而引起新陳代謝障礙、中樞神經異常及造血功能受損等病症。鉛並不被生物體分解或破壞，亦無法在體內轉換成無毒物，幾乎所有人體的軟組織均有鉛的存在。有機鉛可由皮膚吸收直接進入血液，無機鉛則經由肺和腸胃道吸收直接進入血液，再分布到全身各組織，大部分會積留在骨骼與牙齒中，主要經腎臟由尿液排出。","","2012-08-27"
"綠燈","美國及加拿大回收自墨西哥輸入之Daniella 牌芒果，該產品疑遭沙門氏菌污染，經查未輸入我國。","美國Giant Food公司、Charlie’s Produce and TOP Food & Drug公司及加拿大North American Produce Sales公司回收自墨西哥輸入之Daniella 牌芒果，該農產品疑遭沙門氏菌（Salmonella）污染。 美國Giant Food公司及加拿大North American Produce Sales公司回收之問題芒果編碼Price Look Up code (PLU)為4959，販售期間為7月12日至8月14日，加拿大販售地點包括British Columbia, Alberta, Saskatchewan, Manitoba, Northwest Territories, Nunavut and Yukon等地區的商店，此產品在加拿大已造成至少22例沙門氏菌感染。 美國TOP連鎖超市回收問題芒果編碼PLU code為3114, 4051, 4311, 4584及4959，販售於美國Auburn, Edmonds, Federal Way, Grays Harbor, Kent, Lacey, Lake Tapps, Olympia, Puyallup, Tacoma, Woodinville, and Yakima等地區之TOP超市。 案內產品未輸入我國，本案經評估列屬綠燈。 ;;1. 食品藥物管理局呼籲民眾如自國外攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴加拿大、美國及墨西哥旅遊，應注意相關回收警訊，避免購買及食用問題食品 2. 沙門氏桿菌廣泛存在自然界各種動物中，攝入汙染該菌食品，可能引發腸胃炎，沙門氏桿菌不耐熱，妥善料理與高溫烹調即可殺滅細菌，食品藥物管理局建議民眾，選購衛生乾淨之食品、妥善保存、生熟食分開、食物料理加熱要完全、用餐注意個人衛生習慣，即可有效預防細菌性食品中毒。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1942。","","2012-08-29"
"綠燈","美國Fresh Express公司自主回收蘿美菜心沙拉產品，疑遭李斯特菌(Listeria Monocytogenes)污染，該產品未輸入我國","1. 2012年8月26日美國Fresh Express公司宣布回收袋裝10 盎司蘿美菜心沙拉，疑遭李斯特菌污染。 2. 問題產品為Fresh Express牌蘿美生菜心，有效日期為2011年8月23日產品代碼開頭為G222，UPC碼為7127926102。銷往美國各州的零售店或餐館。 3. 經查涉案產品未輸入國內，因此本案暫列綠燈。;;1. 食品藥物管理局呼籲民眾如自國外攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴美國旅遊，應注意相關回收警訊，避免購買及食用問題食品 2. 一旦感染了李斯特菌症，每個人出現的症狀都可能會因為年齡、性別，和抵抗力強弱等等，而有所不同。但一般會在攝食污染此病菌之食物後大約十二小時內，出現類似感冒或腸胃不適。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、煮熟的食物和即食的食物分開存放。避免進食存放在冰箱超過一天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1953。","","2012-08-29"
"綠燈","中國大陸健康元藥業集團所生產之「太太口服液」、「鷹牌花旗篸茶」等產品並未輸入我國","1. 101年8月31日蘋果日報A6版報導，大陸廣東深圳「健康元藥業集團」旗下子公司傳出曾收購黑心「地溝油」作為抗生素原料，該原料流向醫藥市場。 2. 「健康元藥業集團」旗下他公司生產「太太口服液」、「鷹牌花旗參」等產品，經查未輸入國內。 3. 本案暫列綠燈。;;1. 食品藥物管理局提醒民眾，應注意本局與其他國家發布之相關回收警訊，避免購買及食用問題食品。 2. 赴大陸地區旅遊或工作購買食品，應慎選，儘量避免購買、使用非生活必需品。","","2012-08-31"
"綠燈","美國Spokane Produce公司回收使用疑遭沙門氏菌污染之芒果所生產的「鳳梨/芒果莎莎醬（Pineapple/Mango Pico de Gallo）產品」，該產品未輸入我國。","1. 美國Spokane Produce公司自主回收鳳梨/芒果莎莎醬（Pineapple/Mango Pico de Gallo）產品，問題產品為冷藏的128/16盎司塑膠盒裝，UPC code為＂8869483987＂；品牌為「Garden Patch」或「Yoke’s」。 2. 因原料（芒果）供應商針對疑似遭到沙門氏菌（Salmonella）污染的Daniella 牌芒果進行回收。因此，使用疑似污染的原料（芒果）所生產之產品（莎莎醬）亦由製造商Spokane Produce公司自主回收中。 3. 相關產品回收資訊，可參考本局101年8月28日發布之資訊。 4. 案內產品未輸入我國，本案經評估列屬綠燈。;;1. 食品藥物管理局呼籲民眾如自國外攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴加拿大、美國及墨西哥旅遊，應注意相關回收警訊，避免購買及食用問題食品 2. 沙門氏桿菌廣泛存在自然界各種動物中，攝入汙染該菌食品，可能引發腸胃炎，沙門氏桿菌不耐熱，妥善料理與高溫烹調即可殺滅細菌，食品藥物管理局建議民眾，選購衛生乾淨之食品、妥善保存、生熟食分開、食物料理加熱要完全、用餐注意個人衛生習慣，即可有效預防細菌性食品中毒。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1942。","","2012-09-03"
"綠燈","美國Klement Sausage公司回收可能含有塑膠片異物之香腸肉餅（bratwurst patties）產品，該產品未輸入我國。","1.美國FSIS發布Klement Sausage Company Inc.回收約2,920磅冷凍香腸肉餅（如附圖），因為產品可能含有塑膠片異物。 2.問題產品包括生產日期為2012.07.06，規格為10磅盒裝（4盎司的香腸肉餅）。 3. 經查涉案產品未輸入國內，因此本案暫列綠燈。 ;;建議民眾於警訊期間如赴美國旅遊，應注意相關食品回收警訊，應避免購買或食用可能受污染之相關產品，並呼籲民眾避免購買網路上來路不明之產品，以確保食品衛生安全。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=2033&type=0","2012-09-03"
"綠燈","美國Ready Pac Foods公司等6家公司回收使用疑遭沙門氏菌污染之芒果所生產產品，該類產品皆未輸入我國","一、 美國Ready Pac Foods公司、Real Foods公司、Charlie’s Alaska公司、Taylor Farms、Pacific Coast Fruit公司、F&S Produce公司回收使用疑遭沙門氏菌污染之芒果所生產之產品，因其產品所使用之原料（芒果）供應商針對疑似遭到沙門氏菌（Salmonella）污染的Daniella牌芒果進行回收。 二、 相關回收產品資訊請參見 1. http://www.fda.gov/Safety/Recalls/ucm317952.htm?source=govdelivery 2. http://www.fda.gov/Safety/Recalls/ucm317949.htm?source=govdelivery 3. http://www.fda.gov/Safety/Recalls/ucm317948.htm?source=govdelivery 4. http://www.fda.gov/Safety/Recalls/ucm317950.htm 5. http://www.fda.gov/Safety/Recalls/ucm317995.htm?source=govdelivery 三、相關產品回收資訊，可參考本局101年8月28日及9月3日發布之資訊。;;一、食品藥物管理局呼籲民眾如自國外攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴加拿大、美國及墨西哥旅遊，應注意相關回收警訊，避免購買及食用問題食品。 二、沙門氏桿菌廣泛存在自然界各種動物中，攝入汙染該菌食品，可能引發腸胃炎，沙門氏桿菌不耐熱，妥善料理與高溫烹調即可殺滅細菌，食品藥物管理局建議民眾，選購衛生乾淨之食品、妥善保存、生熟食分開、食物料理加熱要完全、用餐注意個人衛生習慣，即可有效預防細菌性食品中毒。 三、詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1942。","","2012-09-04"
"綠燈","美國Manna Organics公司回收疑遭受李斯特菌汙染之黃豆芽與豆類製品，該產品皆未輸入我國。","一、 美國Manna Organics公司回收生產之黃豆芽與豆腐產品，因該類產品疑遭受李斯特菌汙染。 二、 該產品銷往美國紐約(NY)、新澤西州(NJ)、賓夕法尼亞州(PA)、麻薩諸塞州(MA)、維吉尼亞州(VA)、馬里蘭州(MD)、康乃迪克州(CT)、喬治亞州(GA)、伊利諾州(IL)、德州(TX)之各式餐廳、零售店、批發商。 三、 相關產品回收資訊請參見http://www.fda.gov/Safety/Recalls/ucm317996.htm?source=govdelivery 四、 案內產品未輸入我國，因此本案經評估列屬綠燈。;; 一、食品藥物管理局呼籲民眾如自國外攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴美國旅遊，應注意相關回收警訊，避免購買及食用問題食品。 二、一旦感染了李斯特菌症，每個人出現的症狀都可能會因為年齡、性別，和抵抗力強弱等等，而有所不同。但一般會在攝食污染此病菌之食物後大約十二小時內，出現類似感冒或腸胃不適。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、煮熟的食物和即食的食物分開存放。避免進食存放在冰箱超過一天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 三、詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1953。","","2012-09-04"
"綠燈","美國World Foods公司等4家公司回收使用疑遭沙門氏菌污染之芒果所生產產品，該類產品皆未輸入我國","1. 美國World Foods公司、Stop & Shopt超級市場、BI-LO公司、Winn-Dixie公司等4家公司回收使用疑遭沙門氏菌污染之芒果所生產之產品，因其產品所使用之原料（芒果）供應商針對疑似遭到沙門氏菌（Salmonella）污染的Daniella牌芒果進行回收。 2. 相關回收產品資訊請參見 (1) http://www.fda.gov/Safety/Recalls/ucm317836.htm (2) http://www.fda.gov/Safety/Recalls/ucm317857.htm (3) http://www.fda.gov/Safety/Recalls/ucm317865.htm (4) http://www.fda.gov/Safety/Recalls/ucm317946.htm 3. 相關產品回收資訊，可參考本局101年8月28日、9月3日及9月4日發布之資訊。;;1.食品藥物管理局呼籲民眾如自國外攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴加拿大、美國及墨西哥旅遊，應注意相關回收警訊，避免購買及食用問題食品 2. 沙門氏桿菌廣泛存在自然界各種動物中，攝入汙染該菌食品，可能引發腸胃炎，沙門氏桿菌不耐熱，妥善料理與高溫烹調即可殺滅細菌，食品藥物管理局建議民眾，選購衛生乾淨之食品、妥善保存、生熟食分開、食物料理加熱要完全、用餐注意個人衛生習慣，即可有效預防細菌性食品中毒。 3. 詳細資料可參考食品藥物管理局食品中毒專區，連結http://www.fda.gov.tw/content.aspx?site_content_sn=1942。","","2012-09-05"
