製造廠名稱,製造廠地址,登錄號碼,登錄品項,國別,藥商名稱,是否在3年有效期間內,有效期限
"Martech Medical Products, S. de R.L. de C.V.","Calle Mercurio N 46, Parque Industrial Mexicali 1, Mexicali, Baja California, C.P. 21210, Mexico","QSD10332","Percutaneous, Implanted, Long-Term Intravascular Catheter and Accessories","MX","景年國際有限公司","Y","2020-09-25"
"Martech Medical Products, S. de R.L. de C.V.","Calle Mercurio N 46, Parque Industrial Mexicali 1, Mexicali, Baja California, C.P. 21210, Mexico","QSD10332","Percutaneous Catheter and Accessories","MX","景年國際有限公司","Y","2020-09-25"
"Martech Medical Products, S. de R.L. de C.V.","Calle Mercurio N 46, Parque Industrial Mexicali 1, Mexicali, Baja California, C.P. 21210, Mexico","QSD10332","Subcutaneous, Implanted, Intravascular Infusion Port, Catheter and Accessories","MX","景年國際有限公司","Y","2020-09-25"
"Martech Medical Products, S. de R.L. de C.V.","Calle Mercurio N 46, Parque Industrial Mexicali 1, Mexicali, Baja California, C.P. 21210, Mexico","QSD10332","Catheter introducer and Accessories","MX","景年國際有限公司","Y","2020-09-25"
"Martech Medical Products, S. de R.L. de C.V.","Calle Mercurio N 46, Parque Industrial Mexicali 1, Mexicali, Baja California, C.P. 21210, Mexico","QSD10332","Vessel dilator for percutaneous catheterization","MX","景年國際有限公司","Y","2020-09-25"
"Martech Medical Products, S. de R.L. de C.V.","Calle Mercurio N 46, Parque Industrial Mexicali 1, Mexicali, Baja California, C.P. 21210, Mexico","QSD10332","Catheter guide wire","MX","景年國際有限公司","Y","2020-09-25"
"Panasonic Healthcare Co., Ltd. In Vitro Diagnostics Division","2131-1 Minamigata, Toon, Ehime, 791-0395, Japan","QSD10296","Glycosylated hemoglobin assay","JP","台灣羅氏醫療診斷設備股份有限公司","Y","2020-09-27"
"Panasonic Healthcare Co., Ltd. In Vitro Diagnostics Division","2131-1 Minamigata, Toon, Ehime, 791-0395, Japan","QSD10296","Cholesterol (total) test system","JP","台灣羅氏醫療診斷設備股份有限公司","Y","2020-09-27"
"Panasonic Healthcare Co., Ltd. In Vitro Diagnostics Division","2131-1 Minamigata, Toon, Ehime, 791-0395, Japan","QSD10296","Lipoprotein test system","JP","台灣羅氏醫療診斷設備股份有限公司","Y","2020-09-27"
"Aesculap AG","Carl-Braun-Str. 1, D-34212 Melsungen, Germany","QSD0264","Connective Tissue Replacement Implants (Dura Substitute)& Accessories","DE","台灣柏朗股份有限公司","Y","2019-03-20"
"Panasonic Healthcare Co., Ltd. In Vitro Diagnostics Division","2131-1 Minamigata, Toon, Ehime, 791-0395, Japan","QSD10296","Triglyceride test system","JP","台灣羅氏醫療診斷設備股份有限公司","Y","2020-09-27"
"Panasonic Healthcare Co., Ltd. In Vitro Diagnostics Division","2131-1 Minamigata, Toon, Ehime, 791-0395, Japan","QSD10296","Quality control material (assayed and unassayed)","JP","台灣羅氏醫療診斷設備股份有限公司","Y","2020-09-27"
"Accriva (dba) International Technidyne Corporation (ITC) (dba) Accumetrics","6260 Sequence Drive, San Diego, California 92121, U.S.A.","QSD10335","Bleeding Time Test Devices (Sterile)","US","保成儀器有限公司","Y","2020-09-28"
"Accriva (dba) International Technidyne Corporation (ITC) (dba) Accumetrics","6260 Sequence Drive, San Diego, California 92121, U.S.A.","QSD10335","Manual Surgical Instrument for General Use - Heelstick (Sterile)","US","保成儀器有限公司","Y","2020-09-28"
"Accriva (dba) International Technidyne Corporation (ITC) (dba) Accumetrics","6260 Sequence Drive, San Diego, California 92121, U.S.A.","QSD10335","Manual Surgical Instrument for General Use - Fingerstick (Sterile)","US","保成儀器有限公司","Y","2020-09-28"
"Leonhard Lang GmbH","Archenweg 56, A-6020 Innsbruck, Austria","QSD10337","Cutaneous electrode","AT","奇異亞洲醫療設備股份有限公司","Y","2020-09-28"
"Leonhard Lang GmbH","Archenweg 56, A-6020 Innsbruck, Austria","QSD10337","Electroencephalograph","AT","奇異亞洲醫療設備股份有限公司","Y","2020-09-28"
"ILOODA Co., Ltd.","120, Jangan-ro 458 beon-gil, Jangan-gu Suwon-si, Gyeonggi-do, Korea","QSD10338","Laser surgical instrument for use in general and plastic surgery and in dermatology","KR","膠原科技股份有限公司","Y","2020-09-28"
"IMS GIOTTO SPA","Via Sagittario, 5-Fraz. Pontecchio Marconi-40037 Sasso Marconi (Bologna), Italy","QSD10336","Mammographic x-ray system","IT","得豐科技股份有限公司","Y","2020-09-28"
"Fit-Pro Kereskedelmi és Szolgáltató Kft.","1116 Budapest, Kondorfa u. 6. Hungary","QSD10348","Powered muscle stimulator","HU","牛蕃茄資訊股份有限公司","Y","2020-09-29"
"Aesculap AG","Carl-Braun-Str. 1, D-34212 Melsungen, Germany","QSD0264","Tissue Glue","DE","台灣柏朗股份有限公司","Y","2019-03-20"
"Topcon Yamagata Co., Ltd.","547 Aza Ishida, Oaza Urushiyama, Yamagata-Shi, Yamagata-Ken, 990-2196, Japan","QSD4788","Picture archiving and communication system","JP","裕達貿易股份有限公司","Y","2020-09-28"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Dental hand instrument","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Cardiovascular surgical instruments","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Vascular clamp","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Sterilization Containers and Accessories","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Ear, nose, and throat manual surgical instrument","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Jet Lavage and Accessories(Sterile)","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Endoscopic electrosurgical unit and accessories","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Surgical instrument motors and accessories/attachments","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Surgical camera and accessories","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Carl-Braun-Str. 1, D-34212 Melsungen, Germany","QSD0264","Local Hemostypics","DE","台灣柏朗股份有限公司","Y","2019-03-20"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Electrode cable","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Gynecologic laparoscope and accessories","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Endoscope and accessories","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Obstetric-gynecologic general manual instrument","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Manual surgical instrument for general use","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Light Source and Endoscope","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Trocar","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Obstetric-gynecologic specialized manual instrument","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Manual gastroenterolgoy-urology surgical instrument and accessories","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Laparoscopic Insufflators and Accessories(Sterile)","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Carl-Braun-Str. 1, D-34212 Melsungen, Germany","QSD0264","Vascular Prostheses and Accessories","DE","台灣柏朗股份有限公司","Y","2019-03-20"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Unipolar endoscopic coagulator-cutter and accessories","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Bipolar endoscopic coagulator-cutter and accessories","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"Aesculap AG","Am Aesculap-Platz, 78532 Tuttlingen, Germany","QSD8387","Gastroenterology-urology biopsy instrument","DE","台灣柏朗股份有限公司","Y","2020-12-30"
"bioMerieux (Shanghai) Biotech Co., Ltd.","No.4633, Pusan Road, Kangqiao Industrial Zone, Pudong New Area, Shanghai, China","QSD6518","Tumor-associated antigen immunological test system","CN","香港商生物梅里埃有限公司台灣分公司","Y","2020-12-22"
"DAI-ICHI SHOMEI CO., LTD.","32-26 Sakashita 1-Chome, Itabashi-ku, Tokyo, Japan","QSD10339","Surgical lamp","JP","伸鎂企業股份有限公司","Y","2020-10-01"
"ALMA Lasers Ltd.","14 Halamish Street, Caesarea North Industrial Park, 3088900, Caesarea, Israel","QSD10350","Electrosurgical cutting and coagulation device and accessories","IL","博而美國際股份有限公司","Y","2020-10-01"
"ALMA Lasers Ltd.","14 Halamish Street, Caesarea North Industrial Park, 3088900, Caesarea, Israel","QSD10350","Laser surgical instrument for use in general and plastic surgery and in dermatology","IL","博而美國際股份有限公司","Y","2020-10-01"
"MAST Biosurgery USA Inc.","6749 Top Gun Street, Suite 108, San Diego, CA 92121, U.S.A.","QSD10347","OrthoWrap Bioresorbable Adhesion Barrier Film(Sterile)","US","欣展貿易有限公司","Y","2020-09-29"
"MAST Biosurgery USA Inc.","6749 Top Gun Street, Suite 108, San Diego, CA 92121, U.S.A.","QSD10347","CardioWrap Bioresorbable Adhesion Barrier Film(Sterile)","US","欣展貿易有限公司","Y","2020-09-29"
"Baxter Healthcare S.A.","Moneen Road, Castlebar, Co. Mayo, Ireland","QSD10357","ADEPT(4% Icodextrin) Adhesion Reduction Solution (Sterile)","IE","百特醫療產品股份有限公司","Y","2020-09-29"
"Aesculap AG","Carl-Braun-Str. 1, D-34212 Melsungen, Germany","QSD0264","Other Surgical Accessories-Cutter, Stripper, Internal Use Sponge, Irrigation, Magnet Plate(Sterile)","DE","台灣柏朗股份有限公司","Y","2019-03-20"
"Aesculap Chifa Sp. zo.o.","ul. Tysiaclecia 14, 64-300 Nowy Tomysl, Poland","QSD10351","Percutaneous catheter","PL","台灣柏朗股份有限公司","Y","2020-10-01"
"Dymax Corporation","141 Zehner School Road, Zelienople, Pennsylvania 16063, U.S.A.","QSD10342","Ultrasonic pulsed echo imaging system","US","巴德股份有限公司","Y","2020-10-01"
"Dymax Corporation","141 Zehner School Road, Zelienople, Pennsylvania 16063, U.S.A.","QSD10342","Diagnostic ultrasonic transducer","US","巴德股份有限公司","Y","2020-10-01"
"Dymax Corporation","141 Zehner School Road, Zelienople, Pennsylvania 16063, U.S.A.","QSD10342","Percutaneous, implanted, long-term intravascular catheter","US","巴德股份有限公司","Y","2020-10-01"
"Dymax Corporation","141 Zehner School Road, Zelienople, Pennsylvania 16063, U.S.A.","QSD10342","Gastroenterology-urology biopsy instrument","US","巴德股份有限公司","Y","2020-10-01"
"Dymax Corporation","141 Zehner School Road, Zelienople, Pennsylvania 16063, U.S.A.","QSD10342","Thermal regulating system","US","巴德股份有限公司","Y","2020-10-01"
"inomed Medizintechnik GmbH","Im Hausgrün 29 79312 Emmendingen, Germany","QSD10343","Cryosurgical Device","DE","博而美國際股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Ear, nose, and throat electric or pneumatic surgical drill","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Endoscope and accessories","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Endoscopic electrosurgical unit and accessories","MX","崴康實業股份有限公司","Y","2020-10-01"
"Aesculap AG","Carl-Braun-Str. 1, D-34212 Melsungen, Germany","QSD0264","Collagen Matrix for Tissue Repair(Bone/ Soft Tissue)","DE","台灣柏朗股份有限公司","Y","2019-03-20"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Introduction/drainage catheter and accessories","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Electrosurgical cutting and coagulation device and accessories","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Powered suction pump","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Manual surgical instrument for general use","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Surgical instrument motors and accessories/attachments","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Infusion pump","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Vacuum-powered body fluid suction apparatus","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Electric cranial drill motor","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Arthroscope","MX","崴康實業股份有限公司","Y","2020-10-01"
"Consolidated Medical Equipment Company","Ave. Alejandro Dumas No. 11321, Complejo Industrial Chihuahua, Chihuahua, Chihuahua Mexico 31136, Mexico","QSD10341","Orthopedic manual surgical instrument","MX","崴康實業股份有限公司","Y","2020-10-01"
"Roche Diabetes Care, Inc.","9115 Hague Road, Indianapolis, Indiana 46250, U.S.A.","QSD6433","Quality control material (assayed and unassayed)","US","台灣羅氏醫療診斷設備股份有限公司","Y","2020-12-04"
"K-MAC(Korea Materials& Analysis Corp.)","721-26,Jeongjungyeonje-ro,Osong-eup,Heungdeok-gu, Cheongju-si,Chungcheongbuk-do 28161, Korea","QSD10358","Colorimeter, photometer, or spectrophotometer for clinical use","KR","元英企業股份有限公司","Y","2020-10-02"
"Thaikong Co., Ltd.","85 Moo 6, Khuan Thani, Kantang, Trang 92110, Thailand","QSD10323","Patient examination glove","TH","軒瑞科技實業有限公司","Y","2020-10-02"
"UNICHARM PRODUCTS CO., LTD.(FUKUSHIMA PLANT PRODUCTION GROUP 2)","26-1 Nakasetotsuzuki, Kanazawauchi, Tanagura-Machi, Higashishirakawa-Gun, Fukushima, Japan","QSD10328","Unscented menstrual tampon","JP","嬌聯股份有限公司","Y","2020-10-02"
"Flextronics Manufacturing Aguascalientes, S.A. de C.V.","Boulevard a Zacatecas, Km. 9.5, Jesús María, Aguascalientes, Mexico","QSD10367","Bone densitometer","MX","上鉅實業股份有限公司","Y","2020-10-04"
"Flextronics Manufacturing Aguascalientes, S.A. de C.V.","Boulevard a Zacatecas, Km. 9.5, Jesús María, Aguascalientes, Mexico","QSD10367","Image-intensified fluoroscopic x-ray system","MX","上鉅實業股份有限公司","Y","2020-10-04"
"Across Co., Ltd.","3F, 23, Geodudanji 1 gil, Dongnae-myeon, Chuncheon-si, Gangwon-do, Korea","QSD10359","Hyaluronic Acid Implants","KR","富凱生醫股份有限公司","Y","2020-10-04"
"DePuy Orthopaedics, Inc.","325 Paramount Drive, Raynham, MA 02767, U.S.A.","QSD10363","Surgical mesh","US","壯生醫療器材股份有限公司","Y","2020-10-04"
"DePuy Orthopaedics, Inc.","325 Paramount Drive, Raynham, MA 02767, U.S.A.","QSD10363","Hip joint metal/polymer constrained cemented or uncemented prosthesis","US","壯生醫療器材股份有限公司","Y","2020-10-04"
"DePuy Orthopaedics, Inc.","325 Paramount Drive, Raynham, MA 02767, U.S.A.","QSD10363","Hip joint metal/polymer semi-constrained cemented prosthesis","US","壯生醫療器材股份有限公司","Y","2020-10-04"
"DePuy Orthopaedics, Inc.","325 Paramount Drive, Raynham, MA 02767, U.S.A.","QSD10363","Hip joint metal / polymer / metal semi-constrained porous-coated uncemented proshesis","US","壯生醫療器材股份有限公司","Y","2020-10-04"
"DePuy Orthopaedics, Inc.","325 Paramount Drive, Raynham, MA 02767, U.S.A.","QSD10363","Knee joint femorotibial metal/polymer non-constrained cemented prosthesis","US","壯生醫療器材股份有限公司","Y","2020-10-04"
"DePuy Orthopaedics, Inc.","325 Paramount Drive, Raynham, MA 02767, U.S.A.","QSD10363","Knee joint femorotibial metal/polymer semi-constrained cemented prosthesis","US","壯生醫療器材股份有限公司","Y","2020-10-04"
"DePuy Orthopaedics, Inc.","325 Paramount Drive, Raynham, MA 02767, U.S.A.","QSD10363","Knee joint patellofemorotibial polymer/metal/polymer semi-constrained cemented prosthesis","US","壯生醫療器材股份有限公司","Y","2020-10-04"
"Keisei Medical Industrial Co., Ltd.","96 Yoshida-Konosu, Tsubame-shi, Niigata, 956-0261, Japan","QSD10354","Removable skin staple","JP","玖俞實業有限公司","Y","2020-10-02"
"Keisei Medical Industrial Co., Ltd.","96 Yoshida-Konosu, Tsubame-shi, Niigata, 959-0261, Japan","QSD10354","Removable skin staple","JP","玖俞實業有限公司","Y","2020-10-02"
"Keisei Medical Industrial Co., Ltd.","96 Yoshida-Konosu, Tsubame-shi, Niigata, 956-0261, Japan","QSD10354","Manual surgical instrument for general use","JP","玖俞實業有限公司","Y","2020-10-02"
"Keisei Medical Industrial Co., Ltd.","96 Yoshida-Konosu, Tsubame-shi, Niigata, 959-0261, Japan","QSD10354","Manual surgical instrument for general use","JP","玖俞實業有限公司","Y","2020-10-02"
"Keisei Medical Industrial Co., Ltd.","96 Yoshida-Konosu, Tsubame-shi, Niigata, 956-0261, Japan","QSD10354","Surgical instrument motors and accessories/attachments","JP","玖俞實業有限公司","Y","2020-10-02"
"Keisei Medical Industrial Co., Ltd.","96 Yoshida-Konosu, Tsubame-shi, Niigata, 959-0261, Japan","QSD10354","Surgical instrument motors and accessories/attachments","JP","玖俞實業有限公司","Y","2020-10-02"
"Keisei Medical Industrial Co., Ltd.","96 Yoshida-Konosu, Tsubame-shi, Niigata, 956-0261, Japan","QSD10354","Surgical nerve stimulator/locator","JP","玖俞實業有限公司","Y","2020-10-02"
"Keisei Medical Industrial Co., Ltd.","96 Yoshida-Konosu, Tsubame-shi, Niigata, 959-0261, Japan","QSD10354","Surgical nerve stimulator/locator","JP","玖俞實業有限公司","Y","2020-10-02"
"U & I Corporation","20, Sandan-ro 76beon-gil, Uijeongbu-si, Gyeonggi-do, 11781, Korea","QSD10353","Anesthesia conduction catheter","KR","美麗康國際有限公司","Y","2020-10-02"
"Terang Nusa Sdn. Bhd.","1 Jalan 8, Pengkalan Chepa 2, Industrial Zone, 16100 Kota Bharu, Kelantan, Malaysia","QSD10352","Surgeon’s Glove (Powdered/Powder-Free)","MY","觀達股份有限公司","Y","2020-10-04"
"Beurer GmbH","Söflinger Strasse 218, D-89077 Ulm, Germany","QSD10356","Impedance plethysmograph","DE","博佳康健股份有限公司","Y","2020-10-04"
"NIDEK CO., LTD, Hiroishi Plant","34-14, Maehama. Hiroishi-cho, Gamagori, Aichi, 443-0038, Japan","QSD8139","Intraocular lens guide","JP","台灣展鑫醫療器材有限公司","Y","2020-09-08"
"ClaroNav Inc.","1140 Sheppard Ave. West, Unit 10, Toronto, ON, M3K 2A2, Canada","QSD10366","Surgical Navigation System","CA","冠京生技股份有限公司","Y","2020-10-05"
"Obvieline.","8 Chemin du Jubin - 69570 Dardilly, France","QSD10360","Hyaluronic Acid Implants","FR","可若夫生物科技有限公司","Y","2020-10-05"
"Xi’an Friendship Medical Electronics Co., LTD.","No. 9 Gao Xin 1st Road High-Tech Development Zone 710075 Xi’an, Shaanxi, China","QSD10373","Needle electrode","CN","威晶貿易有限公司","Y","2020-10-10"
"Xi’an Friendship Medical Electronics Co., LTD.","No. 9 Gao Xin 1st Road High-Tech Development Zone 710075 Xi’an, Shaanxi, China","QSD10373","Cutaneous electrode","CN","威晶貿易有限公司","Y","2020-10-10"
"Xi’an Friendship Medical Electronics Co., LTD.","No. 9 Gao Xin 1st Road High-Tech Development Zone 710075 Xi’an, Shaanxi, China","QSD10373","Surgical nerve stimulator/locator","CN","威晶貿易有限公司","Y","2020-10-10"
"ALCOR Scientific Inc.","20 Thurber Boulevard, Smithfield, RI 02917, U.S.A.","QSD10368","Automated sedimentation rate device","US","瑞安國際股份有限公司","Y","2020-10-05"
"ALCOR Scientific Inc.","20 Thurber Boulevard, Smithfield, RI 02917, U.S.A.","QSD10368","Hematology quality control mixture","US","瑞安國際股份有限公司","Y","2020-10-05"
"Sometech Inc","(ace High-end Tower II, Guro-dong)1201ho, 61, Digital-ro 26gil, Guro-gu, Seoul, Korea","QSD10362","Laser surgical instrument for use in general and plastic surgery and in dermatology","KR","八億實業股份有限公司","Y","2020-10-04"
"Sometech Inc","(ace High-end Tower II, Guro-dong)1201ho, 61, Digital-ro 26gil, Guro-gu, Seoul, Korea","QSD10362","Electrosurgical cutting and coagulation device and accessories","KR","八億實業股份有限公司","Y","2020-10-04"
"Sometech Inc","(ace High-end Tower II, Guro-dong)1201ho, 61, Digital-ro 26gil, Guro-gu, Seoul, Korea","QSD10362","Shortwave diathermy","KR","八億實業股份有限公司","Y","2020-10-04"
"Oculus Private Limited","10 Kaki Bukit Avenue 1, #06-01/02/03/04/05/06/07, Singapore 417942, Singapore","QSD10364","Soft (hydrophilic) contact lens","SG","台灣晶亮隱形眼鏡股份有限公司","Y","2020-10-04"
"Micropace Pty Ltd.","41/159 Arthur Street, Homebush West, NSW 2140, Australia","QSD10349","External programmable pacemaker pulse generator)","AU","荷商波士頓科技有限公司台灣分公司","Y","2020-09-29"
"Argon Medical Device, Inc","1445 Flat Creek Road, Athens, Texas 75751, U.S.A.","QSD0663","Cardiovascular intravascular filter","US","實密科技股份有限公司","Y","2021-03-14"
"Argon Medical Device, Inc","1445 Flat Creek Road, Athens, Texas 75751, U.S.A.","QSD0663","Embolectomy catheter","US","實密科技股份有限公司","Y","2021-03-14"
"Jerry Medical Instrument (Shanghai) Co., Ltd.","Block B, No 12, Lane 615, Fengdeng Road, Malu Town, Jiading District, Shanghai, China","QSD10345","Powered wheelchair","CN","晟德科技工程有限公司","Y","2020-10-02"
"Cosman Medical, LLC","22 Terry Avenue, Burlington, MA01803, U.S.A.","QSD10374","Radiofrequency lesion generator","US","荷商波士頓科技有限公司台灣分公司","Y","2020-10-11"
"Cosman Medical, LLC","22 Terry Avenue, Burlington, MA01803, U.S.A.","QSD10374","Radiofrequency lesion probe","US","荷商波士頓科技有限公司台灣分公司","Y","2020-10-11"
"Solaris Medical Technology, Inc.","Zhongjian Industrial Building One, #301, 18 Yanshan Road, Shekou, Nanshan District, 518067 Shenzhen, Guangdong, China","QSD8149","Blood pressure cuff","CN","錩泓企業有限公司","Y","2020-08-27"
"Etkon GmbH","Riquetstr. 8 & Koburger Strasse 45 D-4416 Markkleeberg, Germany","QSD10372","Endosseous dental implant abutment","DE","微功商行有限公司","Y","2020-10-15"
"Sutures India Pvt. Ltd.","472 D, 13th Cross, 4th Phase, Peenya Industrial Area, Bangalore 560058, India","QSD8523","Surgical Mesh","IN","勤達醫療器材股份有限公司","Y","2018-03-25"
"Sutures India Pvt. Ltd.","472 D, 13th Cross, 4th Phase, Peenya Industrial Area, Bangalore 560058, India","QSD8523","Surgical mesh","IN","勤達醫療器材股份有限公司","Y","2019-08-11"
"Sinclair Pharma S.R.L.","Viale Restelli 5, 20124 Milano, Italy","QSD8535","Barrier Decapinol Rinse","IT","禾伸堂生技股份有限公司","Y","2018-03-25"
"Leonhard Lang GmbH","Archenweg 56, 6020 Innsbruck, Austria","QSD8533","Accessories for Electrosurgical Cutting and Coagulation Device","AT","仟宸有限公司","Y","2018-03-26"
"Leonhard Lang GmbH","Archenweg 56, 6020 Innsbruck, Austria","QSD8533","Electrocardiograph Electrode","AT","仟宸有限公司","Y","2018-03-26"
"Leonhard Lang GmbH","Archenweg 56, 6020 Innsbruck, Austria","QSD8533","Paddles of DC-Defibrillator","AT","仟宸有限公司","Y","2018-03-26"
"Unomedical Sdn. Bhd.","Bakar Arang Industrial Estate, 08000 Sungai Petani, Kedah Darul Aman, Malaysia.","QSD8528","Oropharyngeal Airway(Sterile)","MY","新加坡商康威特股份有限公司台灣分公司","Y","2018-03-26"
"Unomedical Sdn. Bhd.","Bakar Arang Industrial Estate, 08000 Sungai Petani, Kedah Darul Aman, Malaysia.","QSD8528","Tracheal Tube","MY","新加坡商康威特股份有限公司台灣分公司","Y","2018-03-26"
"Unomedical Sdn. Bhd.","Bakar Arang Industrial Estate, 08000 Sungai Petani, Kedah Darul Aman, Malaysia.","QSD8528","Inflatable Tracheal Tube Cuff","MY","新加坡商康威特股份有限公司台灣分公司","Y","2018-03-26"
"Unomedical Sdn. Bhd.","Bakar Arang Industrial Estate, 08000 Sungai Petani, Kedah Darul Aman, Malaysia.","QSD8528","Tracheal Tube Stylet(Sterile)","MY","新加坡商康威特股份有限公司台灣分公司","Y","2018-03-26"
"Unomedical Sdn. Bhd.","Bakar Arang Industrial Estate, 08000 Sungai Petani, Kedah Darul Aman, Malaysia.","QSD8528","Tracheostomy Tube and Tube Cuff","MY","新加坡商康威特股份有限公司台灣分公司","Y","2018-03-26"
"Unomedical Sdn. Bhd.","Bakar Arang Industrial Estate, 08000 Sungai Petani, Kedah Darul Aman, Malaysia.","QSD8528","Urological Catheter and Accessories","MY","新加坡商康威特股份有限公司台灣分公司","Y","2018-03-26"
"Unomedical Sdn. Bhd.","Bakar Arang Industrial Estate, 08000 Sungai Petani, Kedah Darul Aman, Malaysia.","QSD8528","Introduction/Drainage Catheter and Accessories(Sterile)","MY","新加坡商康威特股份有限公司台灣分公司","Y","2018-03-26"
