標題,連結,發布日期
"【藥物食品安全週報第520期 一、「藥物科技研究發展獎」 歡迎團體、個人報名！ 二、食品新標示 食在好清楚】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=51&chk=4396041E-4E91-4494-A9E0-011B15D6823D","2015-09-04"
"【藥物食品安全週報第521期 一、人氣餐飲網路海選 投票抽大獎 二、雲端整合照護平台—慢性病患用藥好管家 三 、注射玻尿酸 行走不「卡關」！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=52&chk=E426F16B-53C7-4BBE-A49A-FCC17FD7D53F","2015-09-11"
"【藥物食品安全週報第522期 一、正確使用防蚊液，有效避免蚊蟲叮咬 二、消費達人必知「禮券」秘辛 三 、角膜塑型片挑選五要訣！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=53&chk=1C11E2D8-C48C-4220-8FB8-ADB86AE42E0E","2015-09-18"
"【藥物食品安全週報第523期 一、中秋烤肉聰明選、安心吃 二、數羊無效？睡眠障礙宜就醫 三 、基改食品標示第二階段上路！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=54&chk=B65BD4F1-E405-411B-8632-210E12F21969","2015-09-25"
"【藥物食品安全週報第524期 一、季節性流感疫苗十月開打！ 二、喝咖啡避免吞下赭麴毒素 三 、推動專技人員投入食品產業】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=55&chk=8002E5E9-C028-4EA9-9B05-5115B49E7E61","2015-10-02"
"【藥物食品安全週報第525期 一、當心「拉K」毒害一生！ 二、醫用軟體報你知！ 三 、認識藥品優良運銷規範 四、健康食品聰明買、正確吃】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1056&chk=1A06D5B9-A03A-438B-821F-BCECB782328F","2015-10-08"
"【藥物食品安全週報第526期 一、「欠」藥≠缺藥喔！ 二、杜絕不法化粧品 三 、使用衛生棉條五要點】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1057&chk=ABF13257-9A4D-473D-836C-A43515C69212","2015-10-16"
"【藥物食品安全週報第527期 一、化粧品選購攻略 二、秋冬保濕慎用蘆薈 三 、食品業者104年底前 全「登」錄！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1058&chk=EF039505-6457-46DF-85FA-0D5BF5DB4F5B","2015-10-23"
"【藥物食品安全週報第528期 一、食安互聯網 歡迎來「湊咖」 二、安全染髮5撇步！ 三 、牙科瓷塊補牙好幫手】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1059&chk=7CD3299C-5C4D-45CE-945B-21816E17F9B0","2015-10-30"
"【藥物食品安全週報第529期 一、國際生醫論壇開跑 歡迎各界踴躍參加! 二、慎選豆製品 少吞防腐劑 三 、正確使用電位治療器】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1060&chk=965FFD79-58AA-425B-A493-C1117F52F8E4","2015-11-06"
"【藥物食品安全週報第530期 一、飲用水聰明選、安心喝 二、正確量血壓，健康在我家 三 、誤用「牛奶針」 當心要命！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1061&chk=6B92D417-F0D9-41B6-AB4F-1EB280FBD856","2015-11-13"
"【藥物食品安全週報第531期 一、秋冬進補防中毒 二、選購酸菜「5撇步」 三 、守護食安志工招募中！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1062&chk=611DB24E-F08A-4E2E-A7EC-453C8C827F34","2015-11-20"
"【藥物食品安全週報第532期 一、用對中藥材 安心「補冬」二、有毒的野菇別亂採！ 三 、揮別異味，止汗5叮嚀】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1063&chk=8F8F0BA1-8C62-4ECE-B5C9-F2BA18979ACE","2015-11-27"
"【藥物食品安全週報第533期 一、慎用熱敷墊避免燙傷二、別把「提神藥酒」當補品！ 三 、全面登錄GMP藥廠原料來源】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1064&chk=176B0BF3-F5A9-4061-B836-CC7BCC494B3D","2015-12-04"
"【藥物食品安全週報第534期 一、2015食藥署年報出刊！二、冬天吃鍋暖身 認清「湯底標示」 三 、正確用藥揮別疼痛】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1065&chk=4ECDA6E6-E6F4-4ED8-8232-5A19F6FF9D61","2015-12-11"
"【藥物食品安全週報第535期 一、餐飲禮券消費新制 明年元旦上路！二、服藥過量傷肝腎 牢記「五不五要」原則 三 、正確使用輪椅有撇步】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1066&chk=8120910A-E1B0-4DF0-B15D-9DF8D7462413","2015-12-18"
"【藥物食品安全週報第536期 一、竹筍製品聰明選二、醫用氣體依「藥品」列管！ 三 、檢驗報告有認證 才安心】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1067&chk=00E9D08B-27CA-45F9-BE17-CCEBAAA87A39","2015-12-25"
"【藥物食品安全週報第537期 一、選購干貝醬 看清食品標示二、當心「炸彈」毒害送命！ 三 、隨身清潔小幫手：殺菌液】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1068&chk=858FF3AA-6F3E-48F2-A7D5-58DCCB239CDE","2015-12-31"
"【藥物食品安全週報第538期 一、正確使用「洗鼻器」二、食品輸入業者登錄平台 推動成果出爐！三 、新型止痛藥 降低副作用】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1069&chk=D486F4B2-E696-4A90-879E-39E87BFF48C7","2016-01-08"
"【藥物食品安全週報第539期 一、掌握食藥大數據 鑑往知來防範未然二、食品中丙烯醯胺報你知！三、流感快篩 輔助醫師診斷的好幫手四、藥事法修正報你知！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1070&chk=30866D40-5A59-4374-B51F-4EEB8832CBD4","2016-01-15"
"【藥物食品安全週報第540期 一、選購國外膠囊、錠狀食品 不超量 有撇步！二、當心「咖啡包」藏毒成癮 三 、認清保健食品規範】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1071&chk=688CC614-A6CE-433B-B1B9-68E1D5FE14B0","2016-01-22"
"【藥物食品安全週報第541期 一、歲末年節聚餐「5要原則」二、跨部會食安管理獎勵計畫 聯手揪出黑心業者！ 三 、慎選蘿蔔乾 吃前先洗浸】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1072&chk=FD501ED4-CF2D-4F7F-A962-7D7BBFA3A8F0","2016-01-29"
"【藥物食品安全週報第542期 一、巧購年貨5撇步 二、強化抗結核病藥品品質 一同對抗結核病! 三、選用塑膠奶瓶有法寶！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1073&chk=8AA45D56-AE9F-4E0A-9376-B378E4F5398B","2016-02-05"
"【藥物食品安全週報第543期 一、別讓菸品「吸」掉健康！二、認識食物中的磷酸鹽 三、甩開毒品 勇敢說「不」】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1074&chk=77AC5A0E-FB1F-494F-8816-79383D9E0211","2016-02-05"
"【藥物食品安全週報第544期 一、預告巧克力標示規定 可可含量「全都露」二、落實管制藥品申報制度 三、《藥物食品分析期刊》徵稿！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1075&chk=621628C4-009A-4FEA-962A-CF5C882F7E85","2016-02-19"
"【藥物食品安全週報第545期 一、出外旅遊「藥」注意！二、違規廣告停看聽，幫您看緊荷包! 三、慎選醫用護具 緩解運動傷害】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1076&chk=9CD8F2D0-D787-4B0C-A3DB-38D4D38DF17C","2016-02-26"
"【藥物食品安全週報第546期 一、食品業登錄成果「猴塞雷」業者突破30萬家！二、天冷吃鍋 慎防一氧化碳中毒 三、衛生套越來越輕薄，使用時會不會破掉呢?】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1077&chk=D699EBE1-CB1C-4FE6-956F-18B940421220","2016-03-04"
"【藥物食品安全週報第547期 一、加速新藥審核 2項國內自行研發新藥全球第一 二、避免生食芽菜 降低中毒風險！ 三、夜市美食衛生「5好」指標】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1078&chk=FD928E4C-15C2-42FF-BE4B-595E3FA86F52","2016-03-11"
"【藥物食品安全週報第548期 一、穿套「醫用輔助襪」4原則 有效預防靜脈曲張 二、痘痘貼勿用於感染性傷口！ 三、新型止痛藥強化疼痛治療】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1079&chk=636BACEB-7DD7-4066-A2F3-BCD114491238","2016-03-18"
"【藥物食品安全週報第549期 一、誰吃了安眠藥？關心銀髮長輩睡眠問題二、106年起食品玩具加註醒語 三、強化「食安保護基金」運作】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1080&chk=5289BB0E-B1EE-4C9E-8977-97E1227CF1E4","2016-03-25"
"【藥物食品安全週報第550期 一、嚴拒大麻成癮毒害二、26項食品添加物「白話」標示上路囉！三、認識藥品藥理治療分類代碼】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1081&chk=ED7F825F-A677-401B-B7F3-784089ACE2B8","2016-03-25"
"【藥物食品安全週報第551期 一、認識陽壓呼吸器 二、保健食品別亂吃 三、終結網路食藥謠言】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1082&chk=1E6923D5-CA7D-42F8-AB87-35D8E9FB79A5","2016-03-29"
"【藥物食品安全週報第552期 一、藥物食品安全週報APP正式上路二、認識流感疫苗 三、醬油製法報你知！四、吃安眠藥配酒 越睡越累】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1083&chk=70ED7D5B-36A2-4E7F-9DA4-E74DAE3B5D60","2016-04-07"
"【藥物食品安全週報第553期 一、輕鬆看懂指甲油！二、勿生食貝類水產品 三、重建雙峰「心」媚力】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1084&chk=746B3112-6E81-444E-9480-12BA15DD737A","2016-04-11"
"【藥物食品安全週報第554期 一、電動輪椅限乘一人 守時速不超載二、正確使用電子血壓計 三、當心美容儀器傷身！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1085&chk=E7E0FD54-59FA-4A57-AF35-9F151109EEDC","2016-04-19"
"【藥物食品安全週報第555期 一、守護食安「1919」報你知二、使用退燒藥4撇步 三、塑膠容器具標示更全面！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1086&chk=B1C61D2B-7DC7-4D31-9BFC-7AB89FAC80A6","2016-04-26"
"【藥物食品安全週報第556期一、您不可不知的藥品類別二、使用足膜要當心三、歡迎參訪食品藥物國家實驗室】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1087&chk=7912A421-BB09-4574-A5AE-1DF99A37D371","2016-05-03"
"【藥物食品安全週報第557期一、分級用藥助癌友減痛二、藥品GDP七月上路三、嗜飲咖啡別超量！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1089&chk=C683FED7-4262-471B-A310-B4520C96E17E","2016-05-17"
"【藥物食品安全週報第558期 一、食安檢舉獎金加碼囉！二、遠離三級毒品「ＭＸＥ」三、郵購醫材6字訣】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1090&chk=B5A63682-C537-459F-ADD8-838BBD1EF38B","2016-05-17"
"【藥物食品安全週報第559期 一、擴大食品二級品管制二、國際藥品警訊互聯網-守護用藥安全！三、建構「台灣藥品臨床試驗資訊網」】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1091&chk=C3673F98-CA7C-497C-8F4C-00941B43CA46","2016-05-23"
"【藥物食品安全週報第560期 一、端午節慶，如何吃得安心二、「大麥仁」≠「薏仁」！三、強化藥物濫用通報】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1092&chk=760BB4FB-7DF8-4A5B-BCA0-B2CEBFD328AF","2016-05-23"
"【藥物食品安全週報第561期 一、認識塑膠類食品容器包裝檢驗二、食品添加物上網查！三、「睡睡平安」助好眠】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1093&chk=B6F8A061-5DC3-465C-95D5-EDD389B732B3","2016-06-13"
"【藥物食品安全週報第562期 一、食安心時代 全國動起來二、選購醃漬蔬菜4撇步三、公費接種疫苗防肺炎！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1094&chk=D351583B-9DC6-4694-8460-B1D2F4439C31","2016-06-13"
"【藥物食品安全週報第563期 一、揮別食品中毒5口訣二、全民「腸」檢查 篩檢糞便揪癌蹤！三、別讓「聰明藥」騙了你】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1095&chk=2A3BC7FF-0B24-4D26-AD6E-8C1393C2D461","2016-06-22"
"【藥物食品安全週報第564期 一、夏季驅蚊3妙招！二、食品業者增列標示宣傳或廣告詞句三、基因檢測-個人化醫療前哨】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1096&chk=51A2186A-99CF-45D4-AC32-134084B9920E","2016-06-28"
"【藥物食品安全週報第565期 一、照護傷口「4撇步」二、監看國際食安警訊 防堵問題產品三、用對油，顧健康】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1097&chk=E7B85282-853A-4AFC-A4FC-BD5A2CE11D25","2016-07-04"
"【藥物食品安全週報第566期 一、委託實驗室檢驗注意事項二、網拍藥品恐觸法！三、強化特殊食品營養標示】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1098&chk=12675D18-B4D2-45FF-A709-FE06D2FB6551","2016-07-11"
"【藥物食品安全週報第567期 一、摻西藥假天然減肥壯陽品別亂吃二、認識機械式假牙清潔器三、處理廢棄藥品6步驟！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1099&chk=8CD92BE7-53A3-46B6-AE33-F69D09BCF6FF","2016-07-18"
"【藥物食品安全週報第568期 一、食安守護員招募中！二、輸台原料藥嚴把關三、巧克力品名標示報你知】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1101&chk=21ABAB6F-FA48-45CC-8130-676876673D15","2016-07-25"
"【藥物食品安全週報第569期 一、粉塵爆燃傷患止痛 管制用藥存量足二、挑選海產5要點三、加強藥品GMP品管理】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1102&chk=30DF5D49-1B35-4C1E-8689-5149AA7E3968","2016-08-02"
"【藥物食品安全週報第570期 一、熱舞歡唱少碰「糖毒」二、選購進口包裝食品4秘訣三、買助行器前先試用！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1103&chk=8F65831C-5174-4BCE-AB2F-BFF4D04F5332","2016-08-08"
"【藥物食品安全週報第571期 一、藥物過敏6徵兆！二、平安月普渡 禁「祭」NG食品三、網購食品想退貨？7天猶豫期有例外】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1104&chk=35F95AED-55D2-4FB6-AA6B-47DBCF5BA6B5","2016-08-15"
"【藥物食品安全週報第572期 一、學名藥「懶人包」上網一點通二、105年藥物科技研究發展獎報你知！三、「三心二意」買罐頭！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1105&chk=73B5A904-789F-47E6-8B1D-5A34F9231F64","2016-08-23"
"【藥物食品安全週報第573期 一、開趴狂歡 當心喝到不明飲料！二、蝦頭變黑能吃嗎？三、認識人體器官保存庫】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1106&chk=BE607B49-1190-4E06-B4D3-D44A44C950C6","2016-08-31"
"【藥物食品安全週報第574期 一、認識醫用空氣清淨機二、全民打擊不法藥物!三、認識人血清白蛋白注射劑】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1107&chk=2D2DCB1D-E4F4-4834-B0A3-7723ABB46404","2016-08-31"
"【藥物食品安全週報第575期 一、冷鏈不斷 品質更讚二、任意食用不明草本植物 保養不成反傷身三、幫助牙齒健康新妙招 以「氟鹽」取代食鹽】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1108&chk=CC8205BD-377B-4C22-9EC1-EBDB6CFF4FBE","2016-09-06"
"【藥物食品安全週報第576期 一、健康烤肉「3撇步」二、留心異狀 遠離毒害三、食安資訊報你知！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1109&chk=37E721DD-0C85-4178-9897-3C0DD29104D6","2016-09-20"
"【藥物食品安全週報第577期 一、心臟去顫器防猝死！二、專案輸、製特定藥物 爭取治療契機】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1110&chk=B28ABFCF-71C8-44DD-9E55-9593E8F6725E","2016-09-26"
"【藥物食品安全週報第578期 一、蜂蜜結晶能吃嗎？二、避免藥品短缺，強化廠商建立預報機制！三、啟動食安三級驗證！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1111&chk=1CB049CB-AB1A-4E51-B51F-AA242B3E0C58","2016-10-03"
"【藥物食品安全週報第579期 一、網拍「酒精棉片」當心觸法二、認識家用體外診斷醫療器材三、回收管制藥品要登錄喔！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1112&chk=31EFE0B8-5627-4116-A814-E4C30ADB3130","2016-10-13"
"【藥物食品安全週報第580期 一、打破美白化粧品迷思二、藥物過敏6症狀！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1113&chk=8CACDDDE-D604-4F85-897C-21AB6642AC0A","2016-10-20"
"【藥物食品安全週報第581期 一、食藥署網站改版 點閱快易懂二、節慶扮裝狂歡 戴對隱形眼鏡三、藥品分級報你知！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1114&chk=97FCBCF2-FC96-4289-97BF-5D51D3A92A99","2016-10-27"
"【藥物食品安全週報第582期 一、破解瘦身廣告話術！二、強化監控過敏原標示三、「五非系統」守護食安】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1115&chk=9BB0FF35-F584-4C77-8C28-0D78903EAC64","2016-10-27"
"【藥物食品安全週報第583期 一、「食安百貨」隨手查二、聰明吃魚好選擇！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1116&chk=EE2D983C-19FC-46A1-9CD6-70113F461271","2016-11-09"
"【藥物食品安全週報第584期 一、謹慎選購即食生鮮蔬果二、火鍋湯底標示報你知三、沐浴乳含致癌防腐劑？抑菌免驚慌】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1117&chk=8202E688-A3B4-44E3-8A75-AF878F3BCB17","2016-11-16"
"【藥物食品安全週報第585期 一、選購鮮肉５撇步！二、吞藥助抓寶？當心受騙三、碰毒品死亡率高6倍】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1119&chk=90D54E0A-1F48-4A11-B7E5-E2A534E6C9D7","2016-11-29"
"【藥物食品安全週報第586期 一、生薑發芽安心吃!二、染髮５撇步三、市售藥品分三級】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1118&chk=EE3F8488-2E41-48A8-8584-0A3B9F827A53","2016-11-23"
"【藥物食品安全週報第587期 一、健康食品停看聽二、出國買藥超量 海關查驗恐受罰！三、食安志工招募中】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1120&chk=F0D138B8-AC8B-4F98-8FC0-53F68ACC1800","2016-12-05"
"【藥物食品安全週報第588期 一、強化紅麴食品管理二、細胞治療產品 GTP把關三、拒毒撇步報你知！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1121&chk=07442AE0-6842-4A93-B94F-E3F77074ECF8","2016-12-12"
"【藥物食品安全週報第589期 一、糖尿病友補充營養四要點二、進口食品QR Code掃描資訊全登錄三、管制藥品不是毒！治療吃免驚】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1122&chk=DFC10950-1BAE-432B-8AFE-DF7D77F5E55E","2016-12-21"
"【藥物食品安全週報第590期 一、出遊服藥免暈車！二、GMP國際標準把關 強化製藥品質三、善用黏著劑 吃飯不掉牙】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1123&chk=3D8281DF-9ECE-4E06-A49F-31DE1AACFFAC","2016-12-28"
"【藥物食品安全週報第591期 一、適材適量，食安，過好年二、當心姑婆芋毒害三、濾掛咖啡恐致癌？安心喝免驚】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1124&chk=F6B10D22-8027-472F-A32A-E77EC32F7611","2017-01-04"
"【藥物食品安全週報第592期 一、年節食品聰明選購5撇步！二、藥掃描APP一指通三、管制藥品年度申報一月底截止】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1125&chk=B1E2BEC8-096B-4BF5-948F-FA3F610CD8B5","2017-01-09"
"【藥物食品安全週報第593期 一、春節圍爐 慎防食品中毒二、食藥署南向合作獲認可！三、吃對安眠藥 睡睡平安】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1126&chk=2F0ED99A-7E61-4178-BA6D-4877D4226AB6","2017-01-09"
"【藥物食品安全週報第594期 一、醃漬蔬菜全面把關二、指示用藥報你知！三、土雞蛋較營養？正確挑選4重點】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1127&chk=1B195FCC-FAA6-41EE-B824-CC78F06D3579","2017-01-17"
"【藥物食品安全週報第595期 一、細選元宵 健康迎春二、落實食品HACCP管理三、食品二級品管收費辦法上路囉！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1128&chk=D3A1BD9D-FB32-4756-B082-AB8C6EA36939","2017-01-17"
"【藥物食品安全週報第596期 一、預防禽流感5原則二、醫療器材要認「證」三、防止類鴉片製劑濫用有新招！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1129&chk=24D8212F-D398-4D87-A1D2-D1B2ABD8FA93","2017-02-08"
"【藥物食品安全週報第597期 一、外食預防仙人掌桿菌食品中毒二、慎防新興毒品危害！三、吃香腸、火腿易致癌？】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1130&chk=E63704EE-16F3-4712-A62A-F905C5D58EDD","2017-02-14"
"【藥物食品安全週報第598期 一、用對食用油 適溫、適量才健康二、食藥署大專實習招募中！三、臨床試驗報您知】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1131&chk=5D12E9C4-8559-4142-92D2-052CDB0BF6BC","2017-02-15"
"【藥物食品安全週報第599期 一、口內掃描機取模 輕鬆做假牙二、GDP確保用藥安全三、餐館業事業廢棄物妥善處理好放心！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1132&chk=5768B45F-4CDC-4F8A-9748-48B81863E6F3","2017-02-24"
"【藥物食品安全週報第600期 一、高血脂正確用藥，守護健康!二、冠狀動脈血管支架 保命救心！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1133&chk=AD9B7ED4-2151-43B4-B267-4ED34F096C50","2017-03-07"
"【藥物食品安全週報第601期 一、挑選祭祀食品看標示 適量買、加熱吃二、連假出遊先備藥！三、化粧品禁含雌激素】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1134&chk=5263A80C-DD96-41AC-9E93-32F5C66D00B3","2017-03-08"
"【藥物食品安全週報第602期 一、慎防「狡詐家毒品」5-Fluoro-AMB二、食品添加物管理新制報你知！三、挑選電動病床6撇步】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1135&chk=45ABBA14-CC58-49FD-B728-7FD083DDD185","2017-03-21"
"【藥物食品安全週報第603期 一、網路誇大瘦身廣告 選購前停看聽二、善用骨密度測量儀 揪出骨鬆症】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1136&chk=38FEF214-4FB3-451C-8316-AE40424FC256","2017-03-21"
"【藥物食品安全週報第604期 一、申報輸入食品 掌握產品資訊二、認識「食藥好文網」三、食品不具醫療效能 保健首重均衡營養】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1137&chk=3C6FE1ED-920F-441E-8E74-B1954B7F6276","2017-03-24"
"【藥物食品安全週報第605期 一、巧克力標示新制上路二、當心誇大廣告害命！三、認識「食安保護基金」】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1138&chk=3239EF17-99EF-47BD-9C95-FA76FBC7AA20","2017-04-07"
"【藥物食品安全週報第606期 一、料理上能添加味精嗎？味精有毒嗎？二、捐存臍帶血報你知】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1139&chk=0529225A-0AD7-41B0-8594-4953554372A9","2017-04-19"
"【藥物食品安全週報第607期 一、奶油產品新標示將上路！二、搶購流行食品 先看標示三、用藥異常？「我要通報」一點通】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1140&chk=90FDED55-7E0E-49BC-9ADF-50C3667B2034","2017-04-25"
"【藥物食品安全週報第608期 一、潔肌5力！微涼水洗出好臉色二、食安5環，落實執行 過期食品，無所遁形三、勤洗手、勿生食 遠離諾羅病毒】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1141&chk=9BE676C3-05C6-4FB6-94EF-EAF6D89B08A9","2017-05-02"
"【藥物食品安全週報第609期 一、吹哨條款奏效 黑心商人現形二、強化業者倉儲管理　加強逾期食品查核三、攜管制藥品出入境 】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1142&chk=8B65BECF-8091-4E97-A7BB-898D797C95F9","2017-05-09"
"【藥物食品安全週報第610期 一、端午選粽 適量更健康二、APEC國際論壇發聲 積極倡議食安三、遠離毒零食5招！】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1143&chk=80D35FEC-2569-4C5A-B872-47C2C5FC663D","2017-05-17"
"【藥物食品安全週報第611期 一、洗髮精含矽靈之選擇二、生飲山泉消暑？當心喝下致病菌】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1144&chk=FC42803E-2974-4328-99D2-CCA299186ADA","2017-05-17"
"【藥物食品安全週報第612期 一、食品添加物報您知！二、超音波震動 洗掉牙結石三、揪出小麥粉農藥殘留量 】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1145&chk=8857984E-3CE4-4C46-A197-D4701E4753DE","2017-05-22"
"【藥物食品安全週報第613期 一、稽查工作「辛」事多！二、食品容器具標示新制上路三、正確選用非處方藥】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1146&chk=59634067-5108-4CF5-87F3-C0228E0F434B","2017-06-07"
"【藥物食品安全週報第614期 一、看懂標示 輕鬆防曬二、製麵衛生有法管！三、用藥品質嚴把關】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1147&chk=EA697E40-D10F-4764-87F7-5C7A83FE7939","2017-06-08"
"【藥物食品安全週報第615期 一、打破化粧品生髮迷思！二、發布食品衛生檢驗資訊要注意三、藥物食品分析期刊 影響力再創新高峰】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1148&chk=E6C5C189-DAEE-41C2-9E34-967D40A70737","2017-06-14"
"【藥物食品安全週報第616期 一、自動販賣機食品標示 7月上路二、藥品短缺快通報 民眾用藥有保障三、基因改造食品安全性如何把關?】","http://www.fda.gov.tw/tc/PublishOtherEpaperContent.aspx?id=1149&chk=7B38E421-07D2-4808-BB15-D8A79AF17B5B","2017-06-28"
