燈號,標題名稱,事件過程,處置建議,附檔,更新日期
"紅燈","英國發布消費警訊，Clear Essence品牌之Advanced Complex Fade Gel化粧品，成分表中含有hydroquinone藥品成分而回收銷毀乙事","◎英國發布消費警訊，Clear Essence品牌之Advanced Complex Fade Gel化粧品，批號：LOT 2813，成分表中含有hydroquinone藥品成分2.0%，可能對人體產生危害。 ◎ Hydroquinone為藥品成分，衛生福利部未核准可添加在化粧品中，如違法添加係違反藥事法之規定，可處十年以下有期徒刑，並得併科新台幣1千萬以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，呼籲消費者，勿自國外、網路或其他通路商購買該產品使用。","","2015-02-14"
"紅燈","有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品Chamomile Mineral Bath，遭綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌( enterobacter gergoviae)污染而自主回收乙事","◎ 有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品Chamomile Mineral Bath, 2.0 oz. (批號：Batch No. 1320607414; Lot #1308)，可能遭受綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌(enterobacter gergoviae)污染，故進行自主回收。 ◎ 為確保化粧品之品質及消費者之使用安全，衛生福利部已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：http://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-02-12"
"紅燈","歐盟（德國）發布消費警訊，原產地英國55 H+ Paris品牌之55 H+ Efficacite Exceptionnel Body Lotion, Strong Bleaching Treatment化粧品，成分含有hydroquinone藥品成分乙事","◎歐盟（德國）發布消費警訊，原產地英國55 H+ Paris品牌之55 H+ Efficacite Exceptionnel Body Lotion, Strong Bleaching Treatment化粧品，批號：9886400545，含有hydroquinone藥品成分3.2%，可能對人體產生危害。 ◎ Hydroquinone為藥品成分，衛生福利部未核准可添加在化粧品中，如違法添加係違反藥事法之規定，可處十年以下有期徒刑，並得併科新台幣1千萬以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，呼籲消費者，勿自國外、網路或其他通路商購買該產品使用。","","2015-03-03"
"紅燈","有關大陸地區發布訊息，來源不明之化粧品「UV Whitening 美顏霜」含有過量水銀(汞)並致消費者中毒乙事：","◎大陸官方發布新聞，呼籲民眾切勿使用「UV Whitening 美顏霜」，該產品已致當地民眾中毒就醫，且經檢驗後，發現其中水銀含量超過可接受值之19412倍。 ◎按汞，會使人體皮膚產生發炎、刺激或過敏等現象，如為人體吸收亦可能引發汞中毒，危害人體健康。為維護國民健康，衛生署已於72年公告禁止使用水銀(汞)及其化合物添加在化粧品中，並規定凡含此一成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生署呼籲消費者勿自行由國外、網路或其他通路商購買該產品使用，以保障消費者之健康與權益。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2010-01-28"
"綠燈","有關日本(PMDA)發布訊息，株式会社ピー・エス・インターナショナル之化粧品「へアリプロコールド　スーパーエクストラクール　スカルプシャンプー」，因產品成分標示有誤，故進行回收。","◎有關日本(PMDA)發布訊息，株式会社　セントラル・メディック之化粧品「へアリプロコールド スーパーエクストラクール　スカルプシャンプー(出廠日期：2015年5月)」，因產品成分標示有誤，故進行回收。 ◎化粧品衛生管理條例規定化粧品須標示全成分等項目，標示不實者，可處新台幣十萬元以下罰鍰，妨礙衛生之物品沒入銷毀之。◎為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","本案經初步評估，判定列屬綠燈，消費者勿需恐慌。","","2015-10-13"
"綠燈","有關日本(PMDA)發布訊息，株式会社ピー・エス・インターナショナル之化粧品「ハーブファーマシー　アスリート　バーム」，因產品標示有誤，故進行回收。","◎有關日本(PMDA)發布訊息，株式会社ピー・エス・インターナショナル之化粧品「ハーブファーマシー アスリート　バーム(批號：EMB、EM9)」，因產品標示有誤，故進行回收。 ◎化粧品衛生管理條例規定化粧品須標示製造者名稱、地址、全成分、批號或出廠日期等項目，標示不實者，可處新台幣十萬元以下罰鍰，妨礙衛生之物品沒入銷毀之。◎為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","本案經初步評估，判定列屬綠燈，消費者勿需恐慌。","","2015-10-13"
"紅燈","有關歐盟發布訊息，印度Moon Star廠製造之Herbal henna - Moon Star Herbal Henna brown化粧品含染髮劑成分「p-Phenylenediamine (PPD) 0.56%」及「o-Aminophenol 0.64%」而回收乙事：","◎印度Moon Star廠製造之Herbal henna - Moon Star Herbal Henna brown化粧品，Type/number of model: 8906003771010，因含有未標示之染髮劑成分「p-Phenylenediamine (PPD) 0.56%」及「o-Aminophenol 0.64%」，故回收此產品。 ◎衛生署為保障消費者之健康與權益，規定凡含有「對苯二胺 (p-Phenylenediamine) (PPD)」及「鄰胺苯酚(o-Aminophenol)」等成分在內之化學性染髮劑，列屬含藥化粧品管理，依化粧品衛生管理條例規定，需辦理含藥化粧品查驗登記，領得許可證後方可輸入或製造販售，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬以下罰金。 ◎衛生署呼籲消費者勿自行由國外、網路或其他通路商購買該產品使用，以保障消費者之健康與權益。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2010-02-06"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイル」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイル (５　ピーチピンク、７　ワイルドキッス、１０　マリーゴールド、１１　ハッピーイエロー、３６　バナナーナ，批號：ＰＥ１５０６０１，出廠日期：平成２７年７月～平成２７年９月。) 」，因產品中檢測到不被允許添加的甲醛，故進行回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-10-21"
"黃燈","有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルグローインザダーク」，因產品中檢出甲醛，故進行回收。","◎ 有關日本(PMDA)發布訊息，株式会社　セントラル・メディック製造之化粧品「エスポルールネイルグローインザダーク (１１２　ピンク、１１３　オレンジ、１１４　イエロー、１１５　グリーン、１１６　ブルー，批號：ＰＥ１５０６０１) 」，因產品中檢測到不被允許添加的甲醛，故進行回收。 ◎ 按甲醛成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。。◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-10-21"
"紅燈","有關歐盟發布訊息，中國Kik – BL Beauty Line廠製造之Powder with glitter - Glitter powder for fingernails化粧品含禁用成分「Antimony」而回收乙事：","◎中國Kik – BL Beauty Line廠製造之Powder with glitter - Glitter powder for fingernails化粧品，Type/number of model: Season: 209; WGR: 921; Order No: 5223000.，因含有禁用成分「Antimony (Sb 銻) 140-211 mg/kg」，故回收此產品。 ◎按高劑量之銻，會對人體皮膚或黏膜產生刺激性作用，影響人體健康。為維護國民健康，衛生署已於94年公告禁止使用銻及其化合物添加在化粧品中，並規定凡擅自添加此一成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例之規定，可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎衛生署呼籲消費者勿自行由國外、網路或其他通路商購買該產品使用，以保障消費者之健康與權益。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2010-03-02"
