核備函字號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分,簽審文件編號
"1036033781","輔酵素Q10膠囊","COENZYME Q10 30MG CAPSULES","1080729","1030729","香港商納維康股份有限公司","02-27297169","臺北市信義區基隆路2段15號7樓","UBIDECARENONE;;VEGETABLE OIL-HYDROGENATED;;BEEWAX;;SOYA OIL;;TITANIUM DIOXIDE;;BRILLIANT BLUE FCF;;GELATIN ANIMAL BOVINE PART SKIN COUNTRY OF ORIGIN:KOREA,REPUBLIC OF(KOR);;GLYCEROL;;PURIFIED WATER","DHC0A360337819"
"1036033783","深海魚油 OMEGA-3 膠囊","FISH OIL 1000MG OMEGA-3 CAPSULES","1080729","1030729","香港商納維康股份有限公司","02-27297169","臺北市信義區基隆路2段15號7樓","FISH OIL-NATURAL;;BOVINE SKIN GELATIN;;GLYCEROL;;PURIFIED WATER","DHC0A360337831"
"1036033847","＂愛美與生＂魚油","OMEGA-3 NATURAL FISH OIL","1080718","1030718","欣欣生物科技股份有限公司","02-23450823","台北市松山區復興南路一段57號7樓之5","FISH OIL;;GELATIN;;PURIFIED WATER;;GLYCERIN","DHC0A360338470"
"1036034187","大善康錠","VITAMIN’S SUPPLEMENT NEWGERIATRIC TABLETS","1080724","1030724","富彰行貿易有限公司","02-25673456","台北市中山區民生東路1段42號5樓之1","VITAMIN B12 (CYANOCOBALAMIN);;CALCIUM PANTOTHENATE;;BIOTIN;;VITAMIN C ( ASCORBIC ACID );;CITRUS BIOFLAVONOIDS;;VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE);;CHOLINE BITARTRATE;;INOSITOL;;FERROUS FUMARATE;;DICALCIUM PHOSPHATE;;COPPER SULFATE;;MAGNESIUM OXIDE;;MANGANESE SULFATE;;POTASSIUM IODIDE;;ZINC SULFATE;;VITAMIN A (ACETATE);;VITAMIN D (ERGOCALCIFEROL);;VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );;NIACINAMIDE;;LECITHIN;;ALFALFA LEAF (MEDICAGO SATIVA L.);;PARSLEY;;BREWER’S YEAST;;WHEAT BRAN;;MICROCRYSTALLINE CELLULOSE;;HYDROXYPROPYL METHYLCELLULOSE;;SILICON DIOXIDE;;MAGNESIUM STEARATE;;SHELLAC;;FD & C RED #3;;FD & C YELLOW #6;;FD & C BLUE # 2;;TITANIUM DIOXIDE;;HYDROXYPROPYL CELLULOSE","DHC0A360341871"
"1040049146","康特健 B50 錠狀食品","GRADE VITA-B50 TABLETS","1100111","1050111","德效國際有限公司","03-3219568","桃園市蘆竹區南興村南福街169-1號","VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;NIACINAMIDE;;VITAMIN B6 (PYRIDOXINE HCL);;FOLIC ACID;;VITAMIN B12 (CYANOCOBALAMIN);;BIOTIN;;CALCIUM PANTOTHENATE;;CHOLINE BITARTRATE;;INOSITOL;;RICE BRAN;;BREWER’S YEAST;;ALFALFA;;PARSLEY;;WATERCRESS;;SOYBEAN LECITHIN;;MICROCRYSTALLINE CELLULOSE;;CALCIUM PHOSPHATE, DIBASIC;;SODIUM CARBOXYMETHYL CELLULOSE;;VEGETABLE STEARIC ACID;;SILICON DIOXIDE;;VEGETABLE MAGNESIUM STEARATE;;ACACIA GUM;;HYDROXYPROPYL METHYLCELLULOSE;;FD & C YELLOW #5;;FD & C RED #40;;FD & C BLUE #1;;TITANIUM DIOXIDE","DHC0A400491469"
"1040053675","小麥草錠","BIO WEIZENGRAS","1100418","1050418","翌利貿易股份有限公司","08-7375904","屏東縣屏東市大連里瑞光路二段138號2樓","SILICON DIOXIDE;;WHEAT GRASS POWDER","DHC0A400536750"
"1036049704","健業-第三代優鈣寶膠囊","U CAL PLUS III CAPSULES","1081016","1031016","健業生物科技有限公司","02-86471113","新北市汐止區大同路3段196之7號8樓","SHELL OF SEA CRABS;;COLLAGEN TYPE II;;ACACIA;;CORN STARCH;;SUCROSE;;MEDIUM CHAIN TRIGLYCERIDES;;VITAMIN D3;;DL-ALPHA-TOCOPHEROL;;MSM(METHYLSULFONYL METHANE);;FURSULTIAMINE;;MAGNESIUM STEARATE;;GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE","DHC0A360497042"
"1036049741","立宇 CONTROL-C 膠囊","CONTROL-C","1080930","1030930","立宇生技有限公司","02-23416562","台北市中正區新生南路一段140號11樓","MICROCRYSTALLINE CELLULOSE;;L-TRYPTOPHAN;;MAGNESIUM STEARATE;;CHROMIUM PICOLINATE;;BEET POWDER;;HYDROXYPROPYL METHYLCELLULOSE;;PURIFIED WATER","DHC0A360497414"
"1036049752","有過力 ACT 膠囊食品","ASTAREAL ACT","1080929","1030929","恩美利健康生技股份有限公司","02-25222629","台北市中山區松江路158號6樓之5","HAEMATOCOCCUS(HAEMATOCOCCUS PLUVIALIS) ALGAE COLOUR;;GELATIN;;ASCORBIC ACID;;RICE BRAN OIL;;GLYCERIN;;OLIVE OIL;;GLYCERIN FATTY ACID ESTER;;SOY LECITHIN","DHC0A360497527"
"1036049775","爽潤 DX 錠狀食品","SOUJUN DX","1081028","1031028","產流通股份有限公司","02-27268282","台北市信義區忠孝東路五段510號23樓之3","N-ACETYL-D-GLUCOSAMINE;;MSM(METHYLSULFONYL METHANE);;COLLAGEN PEPTIDE;;SPUID CARTILAGE EXTRACT;;CHICKEN CARTILAGE EXTRACT;;PEPPER EXTRACT;;CAT’S CLAW EXTRACT;;MICROCRYSTALLINE ALPHA-CELLULOSE;;MALTOSE;;SILICON DIOXIDE;;CALCIUM STEARATE","DHC0A360497751"
"1036050321","AFC HUG 瑪卡卡錠狀食品","AFC HUG MACA TABLETS","1081126","1031126","宇勝生物科技股份有限公司","04-23196710","台中市北區台灣大道二段340號10樓之1","MEDIUM-CHAIN TRIGLYCERIDE;;GUM ARABIC;;MACA POWDER;;FRESH MACA POWDER;;RED MACA EXTRACT POWDER;;BLACK MACA EXTRACT POWDER;;MACA EXTRACT POWDEER;;ZINC YEAST;;STARCH SODIUM SUCCINATE;;VEGETABLE OIL;;SELENIUM YEAST;;MICROCRYSTALLINE CELLULOSE;;L-ARGININE;;VITAMIN D3;;CORNSTARCH;;CALCIUM STEARATE;;SUGAR","DHC0A360503219"
"1036050373","運動美佳男食品錠","MEGA MEN SPORT","1080930","1030930","傲旎全球股份有限公司","02-25110989","台北市中山區中山北路2段81號","VITAMIN A (RETINYL ACETATE);;ETHYL CELLULOSE;;HYDROGENATED VEGETABLE OIL;;DL-ALPHA-TOCOPHEROL;;β-CAROTENE;;ASCORBIC ACID;;CALCIUM ASCORBATE;;VITAMIN D3 (CHOLECALCIFEROL);;HYDROXYPROPYL CELLULOSE;;CORN STARCH;;D-ALPHA-TOCOPHERYL ACETATE;;VIT K1 (PHYTHONADIONE);;VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;NICOTINIC ACID;;NICOTINAMIDE;;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );;FOLIC ACID;;VITAMIN B12 (CYANOCOBALAMIN);;CORN STARCH;;DICALCIUM PHOSPHATE;;BIOTIN;;CALCIUM PANTOTHENATE;;CALCIUM CARBONATE;;POTASSIUM IODIDE;;MAGNESIUM OXIDE;;ZINC OXIDE;;SELENIUM METHIONINE;;COPPER OXIDE;;MANGANESE SULFATE;;CHROMIUM(III) HVP CHELATE;;SODIUM MOLYBDATE(VI);;POTASSIUM CHLORIDE;;L-VALINE;;L-LEUCINE;;L-ISOLEUCINE;;GLYCINE;;L-METHIONINE;;GREEN TEA EXTRACT;;TAURINE;;L-GLUTAMINE;;L-CARNITINE;;L-ALANINE;;MSM(METHYLSULFONYL METHANE);;RICE BRAN POWDER;;BROCCOLI AND SPINACH EXTRACT;;COLLAGEN;;CHOLINE BITARTRATE;;INOSITOL;;BORON GLYCINATE;;MARIGOLD EXTRACT;;SYNTHETIC LYCOPENE;;RED ALGAE EXTRACT;;SODIUM METAVANADATE;;MALTODEXTRIN;;MICROCRYSTALLINE CELLULOSE;;CALCIUM SILICATE;;HYDROXYPROPYL CELLULOSE;;HYDROXYPROPYL METHYLCELLULOSE;;STEARIC ACID;;SILICON DIOXIDE;;MAGNESIUM STEARATE;;TITANIUM DIOXIDE;;GLYCERIN FATTY ACID ESTER;;PURIFIED WATER;;POLYSORBATE 80;;POLYETHYLENE GLYCOL 400;;METHYL CELLULOSE;;SULFITE CARAMEL;;ETHYL VANILLIN","DHC0A360503738"
"1046063465","恩妃軟膠囊食品","EZ-FEMINE SOFTGEL CAPSULES","1091125","1041125","鵬瑋國際有限公司","02-5461010","台北巿南京東路四段95號9樓之1","CALCIUM CARBONATE;;ZINC OXIDE;;SELENIUM METHIONINE;;CALCIUM CARBONATE;;MANGANESE(II) HVP CHELATE;;DONG QUAI ROOT EXTRACT;;RED CLOVER WHOLE PLANT EXTRACT;;WILD YAM RHIZOME EXTRACT;;KUDZU ROOT EXTRACT;;GRAPE SEED OIL;;YELLOW BEESWAX;;LECITHIN;;GELATIN;;GLYCEROL;;TITANIUM DIOXIDE;;ALLURA RED AC;;BRILLIANT BLUE FCF;;PURIFIED WATER","DHC0A460634650"
"1046064064","普羅 B- γ 錠狀食品","PULO B- γ TABLETS","1091027","1041027","傑耀生物科技有限公司","07-7802103","高雄市三民區義明街18號17樓","VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;HVP CHELATED CALCIUM;;VITAMIN B6 (PYRIDOXINE HCL);;NIACINAMIDE;;TURMERIC;;HVP CHELATED ZINC;;HVP CHELATE FERROUS FUMARATE;;GAMMA-ORYZANOL;;VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE);;VITAMIN B12 (CYANOCOBALAMIN);;CALCIUM PHOSPHATE, DIBASIC;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;STEARIC ACID;;MICROCRYSTALLINE CELLULOSE;;FD & C YELLOW #6;;FD & C RED #40","DHC0A460640641"
"1046064071","速神易錠","B-SUPER TABLETS","1091109","1041109","中旗生物科技股份有限公司","02-86471887","新北市汐止區大同路三段196之7號8樓","FURSULTIAMINE;;VITAMIN B2 (RIBOFLAVIN);;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );;METHYLCOBALAMIN;;VITAMIN E (D-ALPHA TOCOPHEROL);;SOYBEAN OIL;;GAMMA-ORYZANOL;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;CALCIUM PHOSPHATE, DIBASIC, ANHYDROUS;;FD & C YELLOW #5","DHC0A460640710"
"1046064072","易神速錠","B-BEST TABLETS","1091109","1041109","中旗生物科技股份有限公司","02-86471887","新北市汐止區大同路三段196之7號8樓","FURSULTIAMINE;;VITAMIN B2 (RIBOFLAVIN);;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );;METHYLCOBALAMIN;;VITAMIN E (D-ALPHA TOCOPHEROL);;SOYBEAN OIL;;GAMMA-ORYZANOL;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;CALCIUM PHOSPHATE, DIBASIC, ANHYDROUS;;FD & C YELLOW #5","DHC0A460640721"
"1046064073","健體他命錠","HEALTH VITAB TABLETS","1091020","1041020","健業生物科技有限公司","02-86471113","新北市汐止區大同路3段196之7號8樓","FURSULTIAMINE;;VITAMIN B2 (RIBOFLAVIN);;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );;METHYLCOBALAMIN;;D-ALPHA-TOCOPHEROL;;SOYBEAN OIL;;GAMMA-ORYZANOL;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;CALCIUM PHOSPHATE, DIBASIC, ANHYDROUS;;FD & C YELLOW #5","DHC0A460640732"
"1046060793","泛酸鈣","CALCIUM PANTOTHENATE","1091125","1041125","優維特有限公司","07-2811101","高雄市前金區自強一路139巷49號","CALCIUM PANTOTHENATE;;CELLULOSE;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;GELATIN;;WATER","DHC0A460607931"
"1046060847","自然之寶馬卡膠囊食品","NATURE’S BOUNTY MACA","1091019","1041019","營養生活健康有限公司","02-26988657","新北市汐止區新台五路一段77號13樓之4","MACA EXTRACT;;RICE FLOUR;;SILICA;;VEGETABLE MAGNESIUM STEARATE;;GELATIN","DHC0A460608478"
"1046060848","自然之寶專利葉黃素軟膠囊","NATURE’S BOUNTY LUTEIN 20 MG (FLORAGLO)","1091020","1041020","營養生活健康有限公司","02-26988657","新北市汐止區新台五路一段77號13樓之4","LUTEIN;;DL-ALPHA-TOCOPHEROL;;SAFFLOWER OIL;;YELLOW BEESWAX;;GELATIN;;VEGETABLE GLYCERIN","DHC0A460608489"
"1046060933","寶力關谷膠囊狀食品","KARITE AKT BOTANICAL SOFTGEL","1091125","1041125","捷地貿易興業有限公司","049-2317378","南投縣南投市營北路111巷16號1樓","COCONUT OIL;;D-ALPHA-TOCOPHEROL;;SUNFLOWER OIL;;MEDIUM CHAIN TRIGLYCERIDES;;CHOLECALCIFEROL;;DL-ALPHA-TOCOPHEROL;;MAIZE STARCH;;GLYCEROL;;CARRAGEENAN;;TITANIUM DIOXIDE;;SODIUM CARBONATE;;WATER;;SHEA BUTTER","DHC0A460609335"
"1046060940","瞳潤王 膠囊食品","HITOMIURUOU SUPPLEMENT","1091106","1041106","台全生技醫藥股份有限公司","05-6338336","雲林縣虎尾鎮興中里清雲路756號1樓","VACCINIUM ULIGINOSUM L. FRUIT EXTRACT;;MARIGOLD COLOR;;LYCIUM CHINENSIS MILL EXTRACT;;LIGUSTRUM LUCIDUM AITON EXTRACT;;ASTRAGALUS MEMBRANACEUS EXTRACT;;CHRYSANTHEMUM MORIFOLIUM EXTRACT;;CASSIA OBTUSIFOLIA L.SEED EXTRACT;;PLANTAGO ASIATICA L. EXTRACT;;DIOSCOREA VILLOSA;;LUMBRICUS RUBELLUS;;BETA-CAROTENE;;L-ASCORBYL PALMITATE;;SOYBEAN;;RAPE SEED;;SORBITAN ESTERS OF FATTY ACIDS;;GELATIN;;SUCROSE;;MICROCRYSTALLINE CELLULOSE;;POTATO STARCH;;BRASSICA ALBA L. BOISS OIL;;GELATIN;;COCHINEAL RED A;;WATER","DHC0A460609404"
"1056008377","愛力倍益螯合鈣膠囊食品","LEICHT ABSORBIERT CALCIUM SOFTGEL","1100422","1050422","吉維愛國際有限公司","02-29551368","新北市板橋區中山路2段50號3樓","CALCIUM AMINO ACID CHELATE;;FUCUS VESICULOSUS EXTRACT;;SOYBEAN EXTRACT;;MAGNESIUM OXIDE;;BACILLUS NATTO POWDER;;VITAMIN K (MENADIONE);;VITAMIN D3 (CHOLECALCIFEROL);;SOYBEAN OIL;;SOY LECITHIN;;SWINE GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE","DHC0A560083779"
"1056008378","益立亨螯合鈣膠囊食品","ERHOHEN CALCIUM SOFTGEL","1100419","1050419","吉維愛國際有限公司","02-29551368","新北市板橋區中山路2段50號3樓","CALCIUM AMINO ACID CHELATE;;FUCUS VESICULOSUS EXTRACT;;SOYBEAN EXTRACT;;CHUANXIONG RHIZOMA EXTRACT;;ROYAL JELLY;;BACILLUS NATTO POWDER;;VITAMIN K (MENADIONE);;VITAMIN D3 (CHOLECALCIFEROL);;SOYBEAN OIL;;SOY LECITHIN;;SWINE GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE","DHC0A560083780"
"1056008795","康郁倍適康錠","C.C.Y BEST CONE TABLETS","1100422","1050422","碧方國際企業有限公司","06-2736285","台南市永康區國光七街6巷7號之5","VITAMIN A (RETINYL ACETATE);;MAGNESIUM STEARATE;;STEARIC ACID;;D-SORBITOL;;TITANIUM DIOXIDE;;FD & C YELLOW #6;;FD & C BLUE #1;;VITAMIN C ( ASCORBIC ACID );;VITAMIN E (D-ALPHA TOCOPHEROL);;VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;NIACINAMIDE;;ZINC OXIDE;;SELENIUM YEAST;;COPPER SULFATE;;MARIGOLD FLOWER EXTRACT;;BILBERRY FRUIT EXTRACT;;BLUEBERRY POWDER;;EYEBRIGHT LEAF EXTRACT;;TAURINE;;ZEAXANTHIN;;GINGER ROOT;;PAPAYA ENZYMES;;PINEAPPLE ENZYME;;MICROCRYSTALLINE CELLULOSE","DHC0A560087950"
"1056008813","FANCL 纖美體錠","FANCL CALOLIMIT","1100325","1050325","香港商無添加化粧品股份有限公司台灣分公司","02-87220680","台北市信義區松仁路36號12樓","MICROCRYSTALLINE CELLULOSE;;MORUS ALBA LEAF EXTRACT;;DEXTRIN;;GREEN TEA EXTRACT;;CHITOSAN;;MORUS ALBA LEAF EXTRACT;;CORN STARCH;;GYMNEMA SYLVESTRE EXTRACT;;CALCIUM STEARATE;;SHELLAC;;WHITE KIDNEY BEAN EXTRACT","DHC0A560088138"
"1056008814","FANCL 纖美體錠","FANCL CALOLIMIT","1100407","1050407","香港商無添加化粧品股份有限公司台灣分公司","02-87220680","台北市信義區松仁路36號12樓","MICROCRYSTALLINE CELLULOSE;;MORUS ALBA LEAF EXTRACT;;DEXTRIN;;GREEN TEA EXTRACT;;CHITOSAN;;MORUS ALBA LEAF EXTRACT;;CORN STARCH;;GYMNEMA SYLVESTRE EXTRACT;;DRIED GLUCOSE SYRUP;;BETA-CYCLODEXTRIN;;ALPHA CYCLODEXTRIN;;GAMMA-CYCLODEXTRIN;;CALCIUM STEARATE;;SHELLAC;;WHITE KIDNEY BEAN EXTRACT","DHC0A560088149"
"1056008862","敏健能膠囊狀食品","MECHIARON CAPSULE","1100407","1050407","宇成生技事業有限公司","07-3831177","高雄市三民區立忠路83號1樓","CASEIN HYDROLYSATES;;CANE SUGAR POWDER;;SUCROSE FATTY ACID ESTER;;SWINE GELATIN;;TITANIUM DIOXIDE","DHC0A560088624"
"1056008902","美奇油 膠囊食品","MCO+","1100608","1050608","台灣興和生化科技股份有限公司","35032777","台中市西區台灣大道二段285號16樓","MUCOR OIL;;MIXED TOCOPHEROL CONCENTRATE;;ACID MODIFIED STARCH;;GLYCERIN;;CARRAGEENAN","DHC0A560089028"
"1056008904","生保健膠囊食品","REFORM CAPSULES","1100314","1050314","傑耀生物科技有限公司","07-7802103","高雄市三民區義明街18號17樓","PUMPKIN SEED MEAL POWDER;;TOMATO POWDER;;ALFALFA EXTRACT;;GARLIC;;CRANBERRY FRUIT POWDER;;ZINC GLUCONATE;;CALCIUM CARBONATE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;GELATIN;;TITANIUM DIOXIDE","DHC0A560089040"
"1056008905","金枕頭遠明膠囊食品","G.P. YEAN-MING CAPSULES","1100314","1050314","傑耀生物科技有限公司","07-7802103","高雄市三民區義明街18號17樓","GRAPE SEED EXTRACT;;MARIGOLD FLOWER EXTRACT;;BILBERRY FRUIT EXTRACT;;BLUEBERRY EXTRACT;;EYEBRIGHT LEAF EXTRACT;;RED RASPBERRY EXTRACT;;BARBERRY FRUIT POWDER;;CALCIUM CARBONATE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;GELATIN;;TITANIUM DIOXIDE","DHC0A560089051"
"1046061132","婦芙美 Ⅱ 膠囊","FUFMEI Ⅱ CAPSULES","1091223","1041223","亨展國際貿易有限公司","07-3478579","高雄市左營區文天路123號7樓之2","SOYBEAN EXTRACT ( ISOFLAVONES 50MG );;EVENING PRIMROSE OIL;;ROYAL JELLY;;BLACK SESAME EXTRACT;;RED CLOVER;;CRANBERRY FRUIT POWDER;;COLLAGEN;;WILD YAM EXTRACT;;PASSION FLOWER EXTRACT;;WHITE KWAO EXTRACT POWDER;;SOYBEAN OIL;;BEESWAX;;LECITHIN;;GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C YELLOW #6;;FD & C BLUE #1;;FD & C RED #40","DHC0A460611320"
"1046061133","依曼舒Ⅱ膠囊","IMANSU Ⅱ CAPSULES","1091223","1041223","亨展國際貿易有限公司","07-3478579","高雄市左營區文天路123號7樓之2","SOYBEAN EXTRACT;;EVENING PRIMROSE OIL;;ROYAL JELLY;;BLACK SESAME EXTRACT;;RED CLOVER;;CRANBERRY FRUIT POWDER;;COLLAGEN, FISH;;WILD YAM EXTRACT;;PASSION FLOWER EXTRACT;;WHITE KWAO EXTRACT POWDER;;SOYBEAN OIL;;BEESWAX;;LECITHIN;;GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C YELLOW #6;;FD & C BLUE #1;;FD & C RED #40","DHC0A460611331"
"1046061134","鈣精 Ⅲ 膠囊","BON-CAL Ⅲ CAPSULES","1091223","1041223","亨展國際貿易有限公司","07-3478579","高雄市左營區文天路123號7樓之2","CALCIUM CITRATE;;CORAL CALCIUM;;NATURAL GLUCOSAMINE;;COLLAGEN;;VITAMIN D3 (CHOLECALCIFEROL);;CHONDROITIN ( FORM SHARK CARTILAGE );;VITAMIN B12 (CYANOCOBALAMIN);;VITAMIN B1 (THIAMINE MONONITRATE);;MAGNESIUM SULFATE;;ZINC GLUCONATE;;COPPER SULFATE;;MANGANESE SULFATE;;SHEA BUTTER OIL;;LECITHIN ( FROM SOYBEAN );;BEESWAX;;GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C BLUE #1;;FD & C RED #40","DHC0A460611342"
"1046044380","百和能 7 號素 膠囊食品","BIOBALANCE #7-V","1090909","1040909","豪樂福股份有限公司","03-3323365","桃園市桃園區萬壽里萬壽路三段158號1樓","PANAX NOTOGINSENG EXTRACT;;GASTRODIAE RHIZOMA;;HAWTHORN FRUIT POWDER;;RICE POWDER;;HYDROXYPROPYL CELLULOSE","DHC0A460443800"
"1046044382","全康 1 號膠囊食品","WELLNESS #1","1090909","1040909","豪樂福股份有限公司","03-3323365","桃園市桃園區萬壽里萬壽路三段158號1樓","CHITOSAN;;BARLEY GRASS POWDER;;WILD YAM EXTRACT;;BILBERRY FRUIT POWDER;;RICE POWDER;;MAGNESIUM STEARATE;;HYDROXYPROPYL CELLULOSE","DHC0A460443822"
"1046044384","百視健素 膠囊食品","BIOVISION-V","1090909","1040909","豪樂福股份有限公司","03-3323365","桃園市桃園區萬壽里萬壽路三段158號1樓","BILBERRY FRUIT POWDER;;EYEBRIGHT POWDER;;RICE POWDER;;MAGNESIUM STEARATE;;HYDROXYPROPYL CELLULOSE;;TITANIUM DIOXIDE","DHC0A460443844"
"1046044385","清康健 膠囊食品","PURE-ETOX","1090918","1040918","豪樂福股份有限公司","03-3323365","桃園市桃園區萬壽里萬壽路三段158號1樓","HYDROXYPROPYL CELLULOSE;;TITANIUM DIOXIDE;;CHITOSAN;;GANODERMA LUCIDUM(LEYSS.EX FR.)KAR;;BARLEY GRASS;;GLUCOSAMINE HCL;;GRAPE SEED POWDER;;MARINE COLLAGEN POWDER;;BILBERRY FRUIT POWDER;;CALCIUM CITRATE;;CALCIUM ASCORBATE;;CHOLECALCIFEROL;;RICE POWDER;;MAGNESIUM STEARATE","DHC0A460443855"
"1046044386","百和能 5 號素 膠囊食品","BIOBALANCE #5-V","1090909","1040909","豪樂福股份有限公司","03-3323365","桃園市桃園區萬壽里萬壽路三段158號1樓","CHITOSAN;;PSYLLIUM SEED HUSKS;;GUAR BEAN GUM;;GRAPE FRUIT PECTIN;;CALCIUM ASCORBATE;;RICE POWDER;;HYDROXYPROPYL CELLULOSE","DHC0A460443866"
"1046044387","示康健 膠囊食品","PUREVISION","1090727","1040727","豪樂福股份有限公司","03-3323365","桃園市桃園區萬壽里萬壽路三段158號1樓","TITANIUM DIOXIDE;;BILBERRY FRUIT POWDER;;EYEBRIGHT POWDER;;RICE POWDER;;MAGNESIUM STEARATE;;HYDROXYPROPYL CELLULOSE","DHC0A460443877"
"1046044388","百和能 2 號素 膠囊食品","BIOBALANCE #2-V","1090909","1040909","豪樂福股份有限公司","03-3323365","桃園市桃園區萬壽里萬壽路三段158號1樓","HAWTHORN FRUIT POWDER;;BARLEY SPROUT;;ORANGE PEEL POWDER;;CAT’S CLAW INNER BARK POWDER EXTRACT;;GRAPE FRUIT POWDER;;GRAPE SEED POWDER;;HYDROXYPROPYL CELLULOSE","DHC0A460443888"
"1066042560","多寶綜合 B 群維他命","DOPPELHERZ® AKTIV B-COMPLEX + FOLIC ACID","1110920","1060920","東豐實業股份有限公司","0423718648","台中市西區存中街16號1樓","D-BIOTIN;;HYDROXYPROPYL CELLULOSE;;RICE STARCH;;SILICA;;MAGNESIUM STEARATE;;SHELLAC;;POLYSORBATE 80;;HYDROXYPROPYL METHYLCELLULOSE;;TALC;;GLYCEROL;;TITANIUM DIOXIDE;;IRON OXIDE YELLOW;;THIAMINE MONONITRATE;;RIBOFLAVIN;;PYRIDOXINE HYDROCHLORIDE;;VITAMIN B12;;MALTODEXTRIN;;TRISODIUM CITRATE;;FOLIC ACID;;CITRIC ACID;;NICOTINAMIDE;;CALCIUM PANTOTHENATE;;LACTOSE","DHC0A660425600"
"1066043229","維佳美液鈣軟膠囊","VINERCA CAPSULES","1110918","1060918","亨展國際貿易有限公司","07-3478579","高雄市左營區文天路123號7樓之2","CALCIUM CITRATE;;VITAMIN D3 (CHOLECALCIFEROL);;MAGNESIUM SULFATE;;ZINC GLUCONATE;;COPPER SULFATE;;MANGANESE SULFATE;;CALCIUM CARBONATE;;L-LYSINE;;SOYBEAN OIL;;BEESWAX;;GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C YELLOW #5;;FD & C YELLOW #6","DHC0A660432296"
"1066044167","婦補蒙膠囊食品","YUIFIBRINES COMPLEX CAPSULES","1101021","1060919","昌帛實業有限公司","02-23951238","台北市中正區重慶南路2段59號7樓之1","DIOSCOREA VILLOSA;;HERBA LEONURI EXTRACT;;VITEX AGNUS CASTUS EXTRACT;;URTICA DIOICA EXTRACT(LEAF);;MATRICARIA CHAMOMILLA EXTRACT;;NICOTINIC ACID;;SILICON DIOXIDE;;MAGNESIUM STEARATE;;POWDERED CELLULOSE FROM GUAR GUM;;GELATIN;;TITANIUM DIOXIDE;;FD & C YELLOW #6;;FD & C RED #40;;FD & C GREEN #3","DHC0A660441670"
"1066044168","荷補益膠囊食品","F-FTOFIPAN COMPLEX CAPSULES","1101116","1060919","昌帛實業有限公司","02-23951238","台北市中正區重慶南路2段59號7樓之1","DIOSCOREA VILLOSA;;HERBA LEONURI EXTRACT;;VITEX AGNUS CASTUS EXTRACT;;URTICA DIOICA EXTRACT(LEAF);;MATRICARIA CHAMOMILLA EXTRACT;;NICOTINIC ACID;;SILICON DIOXIDE;;MAGNESIUM STEARATE;;POWDERED CELLULOSE FROM GUAR GUM;;GELATIN;;TITANIUM DIOXIDE;;FD & C YELLOW #6;;FD & C RED #40;;FD & C GREEN #3","DHC0A660441681"
