製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑","E12540, D27544K","02 23 2013 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 47,794盒","47794","02 24 2010 12:00AM",""
"血液製劑類","百達醫療產品股份有限公司","＂百特＂組織修復凝合劑","VND2J048","07 31 2011 12:00AM","2 mL/支 × 2 支/組/盒","2 mL/支 × 2支/組/盒 × 484盒","484","02 9 2010 12:00AM",""
"血液製劑類","百達醫療產品股份有限公司","＂百特＂組織修復凝合劑","VND2J035","04 30 2011 12:00AM","1 mL/支 × 2 支/組/盒","1 mL/支 × 2 支/組/盒 × 1,032 盒","1032","02 9 2010 12:00AM","現場清查，封緘瓶(盒)數為1,032，退回封條13張(AN719694-719706)。"
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂（20％）人血清白蛋白注射劑","3470500295Z","10 20 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 21,152盒","21152","11 11 2010 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂（20％）人血清白蛋白注射劑","3470500322","05 5 2013 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 24,727 盒","24727","01 12 2010 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗(A/H1N1)","FK0920","08 23 2010 12:00AM","10劑/5 mL/瓶 × 10瓶/盒","10劑/5 mL/瓶 × 10瓶/盒 × 1,669盒；1瓶/盒 × 1盒","166910","01 14 2010 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗(A/H1N1)","FK0928","09 12 2010 12:00AM","10劑/5 mL/瓶 × 10瓶/盒","10劑/5 mL/瓶 × 10瓶/盒 × 2,642盒；4瓶/盒 × 1盒","264240","01 14 2010 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗(A/H1N1)","FK0929","09 22 2010 12:00AM","10劑/5 mL/瓶 × 10瓶/盒","10劑/5 mL/瓶 × 10瓶/盒 × 2,650盒；1瓶/盒 × 1盒","265010","01 14 2010 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗(A/H1N1)","FK0930","09 24 2010 12:00AM","10劑/5 mL/瓶 × 10瓶/盒","10劑/5 mL/瓶 × 10瓶/盒 × 1,685盒；6瓶/盒 × 1盒","168560","01 14 2010 12:00AM",""
"血液製劑類","禾利行股份有限公司","立保B型肝炎抗體注射液","A793149","10 31 2011 12:00AM","10 mL/瓶/盒","10 mL/瓶/盒 × 2,216盒","2216","03 22 2010 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂血清蛋白","A121069","04 30 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 3,996盒","3996","02 8 2010 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","＂巴斯德＂五合一疫苗(白喉、百日咳、破傷風、小兒麻痺及b型流行性感冒嗜血桿菌疫苗）","C3359AA, C3359A","01 31 2012 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 180,060盒","180060","03 24 2010 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","＂巴斯德＂五合一疫苗(白喉、百日咳、破傷風、小兒麻痺及b型流行性感冒嗜血桿菌疫苗）","C3424AD, C3424A","04 30 2012 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 70,060盒","70060","04 1 2010 12:00AM","AO182519及AO182520跳號2張,補發AO321417~321418,共2張"
"其他生物藥品類","香港商愛力根有限公司台灣分公司","＂愛力根＂保妥適乾粉注射劑","C2551 C3","07 24 2012 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 6,990 盒","6990","02 8 2010 12:00AM",""
"其他生物藥品類","香港商愛力根有限公司台灣分公司","＂愛力根＂保妥適乾粉注射劑","C2528 C2","05 31 2012 12:00AM","50 units/瓶/盒","50 units/瓶/盒 × 1,497 盒","1497","02 8 2010 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA09D203AA","10 25 2011 12:00AM","50 mL/瓶","50 mL/瓶 × 16,996瓶","16996","02 10 2010 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂威保500U抗抑制子凝血複合物","VNF2J024B","06 30 2011 12:00AM","500 U/瓶/盒","500 U/瓶/盒 × 1,688盒","1688","05 17 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","N3792, 0966Y/0665677","05 11 2011 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 5,768盒","57680","03 3 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","N3800, 0939Y/0665599","05 11 2011 12:00AM","1 劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 248盒","2480","03 5 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","N3806, 0918Y/0665264","05 11 2011 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 2,793盒","27930","03 3 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","N3794, 0920Y/0665593","05 11 2011 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 2,058盒","20580","03 3 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑","N3777, 0940Y/0665676","05 11 2011 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 1,375盒","13750","03 3 2010 12:00AM",""
"血液製劑類","天行貿易股份有限公司","抗RH因子球蛋白注射液","26NG261","01 16 2012 12:00AM","1500 IU/支/盒","1500 IU/支/盒 × 480盒","480","02 4 2010 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","26NGK41","05 3 2012 12:00AM","5 mL/瓶/盒","5 mL/瓶/盒 × 626盒","626","03 16 2010 12:00AM",""
"血液製劑類","海喬國際股份有限公司","愛替治注射劑","Z11L-2","09 30 2011 12:00AM","5 mL/瓶 /盒","5 mL/瓶/盒 x 300盒","300","02 11 2010 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂高純度第九凝血因子注射劑","3250920177","10 19 2011 12:00AM","500 IU/瓶/盒","500 IU/瓶/盒 × 1,261盒","1261","03 30 2010 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂（20％）人血清白蛋白注射劑","3470500339","08 24 2013 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 24,289盒","24289","03 30 2010 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂人類免疫球蛋白靜脈注射劑","3740500594","08 26 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 19,297盒","19297","03 30 2010 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂高純度第八凝血因子注射劑","3300850449","09 30 2012 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 2,310盒","2310","03 30 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","輪達停口服活性五價輪狀病毒疫苗","1718Y/0665668","06 29 2011 12:00AM","1劑/2 mL/軟管/盒","1劑/2 mL/軟管/盒 × 21,223盒","21223","03 19 2010 12:00AM","廠商於拆箱時發現原廠短少一劑，故多一張封條（AN850699）予以報廢"
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂高純度第九凝血因子注射劑","3250920179","10 12 2011 12:00AM","500 IU/瓶/盒","500 IU/瓶/盒 × 1,249盒","1249","03 30 2010 12:00AM",""
"其他生物藥品類","海喬國際股份有限公司","儷緻注射劑","738W","07 31 2011 12:00AM","500 units/瓶/盒","500 units/瓶/盒 × 1,968盒","1968","02 12 2010 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","＂基立福＂乾燥抗血友病第八因子注射劑250國際單位","B1AA9HJHK1","10 27 2011 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 972盒","972","02 26 2010 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","艾爾補定注射液25%","B1NE9KK001","10 27 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,210盒","9210","02 26 2010 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","艾爾補定注射液25%","B1NE9K7001","10 20 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,375盒","9375","02 26 2010 12:00AM",""
"血液製劑類","吉帝藥品股份有限公司","兔抗胸腺細胞免疫球蛋白","C9066H05, C9066","02 28 2012 12:00AM","25 mg/瓶/盒","25 mg/瓶/盒 × 995盒","995","03 3 2010 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂愛默＂人體血清白蛋白25%注射液","L977711","10 27 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 17,335盒","17335","03 2 2010 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVB802BA, AHBVB802B","05 31 2012 12:00AM","1劑/1 mL/瓶 × 25瓶/盒","1劑/1 mL/瓶 × 25瓶/盒 × 7,178盒；8瓶/盒 × 1盒","179458","03 18 2010 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB391AB, AHAVB391A","06 30 2012 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 7,290盒","7290","03 18 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","R0253, 1267Y/0665290","01 29 2012 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 1,833盒","18330","03 17 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","R0070, 1713Y/0665285","05 11 2011 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 209盒","2090","03 17 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","R0088, 1266Y/0665288","05 11 2011 12:00AM","1劑/瓶 × 10 瓶/盒","1劑/瓶 × 10瓶/盒 × 1,197盒","11970","03 17 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","R0089, 1268Y/0665355","05 11 2011 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 3,310盒","33100","04 26 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","R0072, 1265Y/0665287","05 11 2011 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 3,452盒","34520","03 17 2010 12:00AM",""
"其他生物藥品類","香港商愛力根有限公司台灣分公司","＂愛力根＂保妥適乾粉注射劑","C2590 C3","09 30 2012 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 5,000盒","5000","03 16 2010 12:00AM",""
"其他生物藥品類","香港商愛力根有限公司台灣分公司","＂愛力根＂保妥適乾粉注射劑","C2559 C2","08 8 2012 12:00AM","50 units/瓶/盒","50 units/瓶/盒 × 1,500盒","1500","03 16 2010 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVB853AA, AHBVB853A","06 30 2012 12:00AM","1劑/1 mL/瓶 × 25瓶/盒","1劑/1 mL/瓶 × 25瓶/盒 × 5,147盒；8瓶/盒 × 1盒","128683","03 24 2010 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂愛默＂人體血清白蛋白20%注射劑","L813511","11 5 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 17,865盒","17865","03 23 2010 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂威保500U抗抑制子凝血複合物","VNF2J032","08 31 2011 12:00AM","500 U/瓶/盒","500 U/瓶/盒 × 1,688盒","1688","03 22 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","嘉喜〔四價人類乳突病毒(第6,11,16,18 型)基因重組疫苗〕","NM06690, 0163Y","02 12 2012 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 8,244盒","82440","04 14 2010 12:00AM",""
"其他生物藥品類","國光生物科技股份有限公司","精製結核菌素 RT23SSI","1561C","06 30 2012 12:00AM","15 劑/1.5 mL/瓶 × 10 瓶/盒","15 劑/1.5 mL/瓶 × 10 瓶/盒 × 1,300盒","195000","05 28 2010 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB391AB, AHAVB391A","06 30 2012 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 5,105盒","5105","03 26 2010 12:00AM","AO121725 ~ AO121782 及 AO121784 ~ AO121789 共 64 張號碼印刷錯誤 , 補發 AO175440~AO175503 共 64張"
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","美瑞克","A70CB361A, A70FB361A/AVARB221A","10 31 2011 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 1,070盒","1070","06 10 2010 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂貝靈＂第八凝血因子注射劑","69666911A","11 30 2012 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 1,972盒","1972","03 31 2010 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂貝靈＂第八凝血因子注射劑","69666911B","11 30 2012 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 986 盒","986","04 7 2010 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","艾爾補定注射液25%","B1NE9KP001","11 1 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,020盒","9020","03 26 2010 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","艾爾補定注射液25%","B1NE9KR001","11 4 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,081盒","9081","03 26 2010 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","26NH1P1","01 8 2013 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,896盒","22896","03 23 2010 12:00AM","封緘條AO101726~AO101757及AO111730~AO111757號碼錯亂，共計60張，擬更換新封緘條(AO125002~AO125061)共計60張交予廠商。"
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB376CB, AHAVB376C","04 30 2012 12:00AM","1劑/1 mL/瓶/盒","1劑/1 mL/瓶/盒 × 11,618 盒","11618","04 12 2010 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA09D229AA","12 4 2011 12:00AM","50 mL/瓶","50 mL/瓶 × 12,733瓶","12733","04 13 2010 12:00AM","AO268093~268125印刷不清,AO268126~268150切割不齊,共58張;補發AO427979~428036,共58張"
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA09D225AA","12 4 2011 12:00AM","50 mL/瓶","50 mL/瓶 × 17,259瓶","17259","04 9 2010 12:00AM","AO278092~278125及AO288092~288125印刷不清;AO278126~278150及AO288126~288150切割不齊,共118張;補發AO321299~321416,共118張"
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA09E205AA","11 2 2011 12:00AM","50 mL/瓶","50 mL/瓶 × 16,996瓶","16996","04 2 2010 12:00AM","AO258093~AO258111印刷不清;AO258113~AO258150切割不齊;共計57張予以報廢,補發AO293668~AO293724,共57張"
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JN1001","03 31 2011 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,430盒；3瓶/盒 × 1盒","24303","05 12 2010 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JN1002","03 31 2011 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,417盒；9瓶/盒 × 1盒","24179","05 12 2010 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂國光＂日本腦炎疫苗","JN1003","03 31 2011 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 2,392盒；9瓶/盒 × 1盒","23929","05 12 2010 12:00AM",""
"血液製劑類","吉帝藥品股份有限公司","兔抗胸腺細胞免疫球蛋白","C9074H12, C9074","03 31 2012 12:00AM","25 mg/瓶/盒","25 mg/瓶/盒 × 1,235盒","1235","04 8 2010 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB418AB, AHAVB418A","09 30 2012 12:00AM","1劑/0.5 mL/瓶/盒","1劑/0.5 mL/瓶/盒 × 56,500盒","56500","05 7 2010 12:00AM",""
"疫苗及類毒素類","美商惠氏藥廠(亞洲)股份有限公司台灣分公司","沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑","E00370, D27549C","02 25 2013 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 57,273盒","57273","04 30 2010 12:00AM","短少AO436918、AO437637及AO447637共3張。"
"其他生物藥品類","香港商愛力根有限公司台灣分公司","＂愛力根＂保妥適乾粉注射劑","C2590 C3","09 30 2012 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 4,766盒","4766","04 7 2010 12:00AM","AO298092 ~ AO298126 及 AO294402 共 36 張印刷錯誤，補 AO303491~AO303526 共 36 張"
"血液製劑類","吉發企業股份有限公司","〝貝靈〞B型肝炎免疫球蛋白注射液","07146811A","10 31 2012 12:00AM","1 mL/支/盒","1 mL/支/盒 × 130盒","130","03 31 2010 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","26NC382","03 28 2011 12:00AM","5 mL/瓶/盒","5 mL/瓶/盒 × 786盒","786","04 26 2010 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂愛默＂人體血清白蛋白20%注射劑","L813711","11 7 2012 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 18,384盒","18384","04 29 2010 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","＂默克＂基因重組B型肝炎疫苗","V2200, 0000246574/ 0000211855","12 16 2015 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 1,362盒；8瓶/盒 × 1盒","13628","08 20 2013 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","26NNG81","05 9 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,363盒","22363","08 16 2013 12:00AM","AA183662破損，補發AA262172，共1張"
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","羅特律輪狀病毒疫苗口服懸液劑","AROLA791AA, AROLA791A","09 30 2015 12:00AM","1劑/1.5 mL/支/盒","1劑/1.5 mL/支/盒 × 26,040盒","26040","08 23 2013 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","瑞犬伏狂犬病疫苗注射用凍晶粉末","522011E","09 30 2016 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 1,040盒","1040","07 26 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","狂犬病疫苗(VERORAB)","J1446-2, J1446","06 30 2015 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 700盒","700","07 30 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","狂犬病疫苗(VERORAB)","J1446-2, J1446","06 30 2015 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 800盒","800","07 26 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","V2294, 0000226444","06 28 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 3,428盒","34280","08 30 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","V2301, 0000226443","07 1 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 3,570盒","35700","08 30 2013 12:00AM",""
"血液製劑類","世信生物科技股份有限公司","＂國血製劑益康＂人類免疫球蛋白靜脈注射劑","3740500909","05 10 2016 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 19,155盒","19155","08 22 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","J007501,0000199778","10 28 2015 12:00AM","1 劑/0.5 mL/支 × 10支/盒","1 劑/0.5 mL/支 × 10支/盒 × 3,502盒","35020","09 13 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","J007157, 0000189734","10 3 2015 12:00AM","1 劑/0.5 mL/支/盒","1 劑/0.5 mL/支/盒 × 1,207盒","1207","09 24 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","V2261, 0000217581","06 25 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 2,511盒","25110","09 6 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","V2263, 0000222177","06 25 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 1,676盒","16760","10 2 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","V2321, 0000222181","07 3 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 1,867盒","18670","09 3 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","V2339, 0000217582","07 4 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 2,318盒","23180","09 3 2013 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","伏痘敏活性水痘疫苗","V2262, 0000228843","06 25 2015 12:00AM","1劑/瓶 × 10瓶/盒","1劑/瓶 × 10瓶/盒 × 3,865盒","38650","09 6 2013 12:00AM",""
"血液製劑類","天行貿易股份有限公司","人用狂犬病免疫球蛋白","26NLH91","04 12 2015 12:00AM","2 mL/瓶/盒","2 mL/瓶/盒 × 120盒","120","07 29 2013 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","雙伏威肺炎鏈球菌十價接合型疫苗","ASPNA359BC, ASPNA359B","12 31 2015 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 4,670盒","4670","09 30 2013 12:00AM",""
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3298 C3","01 31 2016 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 4,988盒","4988","08 15 2013 12:00AM","AA155001破損，補發AA229475"
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVC326BB, AHBVC326B","12 31 2015 12:00AM","1劑/1 mL/瓶 × 25瓶/盒","1劑/1 mL/瓶 × 25瓶/盒 × 2,196盒;8瓶/盒 × 1盒","54908","09 3 2013 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","新赫寶克","AHAVB727AP, AHAVB727A","11 30 2015 12:00AM","1劑/1 mL/瓶/盒","1劑/1 mL/瓶/盒 × 4,858盒","4858","09 3 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","狂犬病疫苗(VERORAB)","J1771-3, J1771","11 30 2015 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 9,860盒","9860","08 3 2013 12:00AM",""
"血液製劑類","賽諾菲股份有限公司","人用馬血清免疫球蛋白(FAVIRAB)","J8426-3","08 31 2014 12:00AM","5 mL/瓶 × 10瓶/盒","5 mL/瓶 × 10瓶/盒 × 200盒","2000","08 3 2013 12:00AM",""
"血液製劑類","天行貿易股份有限公司","人用狂犬病免疫球蛋白(HyperRAB S/D)","26NKT71","03 20 2014 12:00AM","2 mL/瓶/盒","2 mL/瓶/盒 × 300盒","300","12 4 2013 12:00AM",""
"血液製劑類","天行貿易股份有限公司","人用狂犬病免疫球蛋白 (HyperRab S/D)","26NN7J1","12 14 2015 12:00AM","2 mL/瓶/盒","2 mL/瓶/盒 × 1,500盒","1500","08 6 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","狂犬病疫苗(VERORAB)","J1771-2, J1771","11 30 2015 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 22,637盒","22637","08 12 2013 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","狂犬病疫苗(VERORAB)","J1771-3, J1771","11 30 2015 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 7,083盒","7083","08 12 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1308","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,019盒；15支/盒 × 1盒","100395","09 25 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1305","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,052盒；18支/盒 × 1盒","101058","09 25 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1304","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 1,630盒；3支/盒 × 1盒","32603","09 25 2013 12:00AM","AA567105破損1張"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1303","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 1,600盒；17支/盒 × 1盒","32017","09 25 2013 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1307","08 31 2014 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,046盒 ; 10支/盒 × 1盒","100930","09 25 2013 12:00AM","AA580039破損1張"
