主類別,次類別,名稱,附檔說明
"生物毒素","","棒麴毒素 (Patulin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137069-45.棒麴毒素 (Patulin)專業版.doc"
"生物毒素","","紅毒素B (Rubratoxin B)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137070-46.紅毒素B (Rubratoxin B)專業版.doc"
"生物毒素","","肉毒桿菌毒素(Botulinal toxin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137059-35.肉毒桿菌毒素(Botulinal toxin)專業版.doc"
"生物毒素","","黃麴毒素B1（Aflatoxin B1）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137060-36.黃麴毒素B1( Aflatoxin B1 )專業版.doc"
"生物毒素","","河魨毒素（Tetrodotoxin, TTX）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137061-37.河魨毒素（Tetrodotoxin, TTX）專業版.doc"
"生物毒素","","麻痺性貝毒(Paralytic Shellfish Poisoning, PSP)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137062-38.麻痺性貝毒(Paralytic Shellfish Poisoning, PSP)專業版.doc"
"生物毒素","","熱帶海魚毒素(Ciguatera toxins)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137063-39.熱帶海魚毒素(Ciguatera toxin)專業版.doc"
"生物毒素","","失憶性貝毒素(Amnesic shellfish poison, ASP)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137064-40.失憶性貝毒素(Amnesic shellfish poison, ASP) 專業版.doc"
"生物毒素","","神經性貝毒素(Neurotoxic shellfish poison)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135812-新增40.神經性貝毒素(Neurotoxic_shellfish_poison)-民眾版.doc"
"生物毒素","","下痢性貝毒素 (Diarrhea shellfish poison, DSP)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135775-新增39.下痢性貝毒素 (Diarrhea shellfish poison, DSP)專業版.doc"
"生物毒素","","神經性貝毒素(Neurotoxic shellfish poison)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135776-新增40.神經性貝毒素(Neurotoxic_shellfish_poison)-專業版.doc"
"生物毒素","","下痢性貝毒素 (Diarrhea shellfish poison, DSP)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135811-新增39.下痢性貝毒素 (Diarrhea shellfish poison, DSP)民眾版.doc"
"生物毒素","","T-2新月毒素 (T-2 Trichothecene)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132890-100.T2毒素專業版.doc"
"生物毒素","","去氧雪腐鐮刀菌烯醇 (Deoxynivalenol, DON)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132939-99.DON民眾版.doc"
"生物毒素","","T-2新月毒素 (T-2 Trichothecene)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132940-100.T-2鐮刀毒素民眾版.doc"
"生物毒素","","黃麴毒素M1 (Aflatoxin M1)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131185-6.黃麴毒素M1專家版.doc"
"生物毒素","","黃麴毒素M1 (Aflatoxin M1)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131241-6.黃麴毒素M1民眾版.doc"
"生物毒素","","去氧雪腐鐮刀菌烯醇 (Deoxynivalenol, DON)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132889-99.DON專業版.doc"
"生物毒素","","橘黴素(Citrinin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81433-44.橘黴素(Citrinin)民眾版 .doc"
"生物毒素","","比咯啶植物鹼（Pyrrolizidine） alkaloids, Pas）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76183-30.比咯啶植物鹼民眾版.doc"
"生物毒素","","金黃色葡萄球菌毒素（Staphylococcus aureus enterotoxins）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76184-29.金黃色葡萄球菌毒素民眾版.doc"
"生物毒素","","黃麴毒素B1（Aflatoxin B1）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81430-36.黃麴毒素B1( Aflatoxin B1 )民眾版.doc"
"生物毒素","","河魨毒素（Tetrodotoxin, TTX）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81431-37.河魨毒素（Tetrodotoxin, TTX）民眾版.doc"
"生物毒素","","肉毒桿菌毒素(Botulinal toxin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/81432-35.肉毒桿菌毒素(Botulinal toxin)民眾版 .doc"
"生物毒素","","棒麴毒素 (Patulin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76176-45.棒麴毒素 (Patulin)民眾版.doc"
"生物毒素","","紅毒素B (Rubratoxin B)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76177-46.紅毒素B (Rubratoxin B)民眾版 .doc"
"生物毒素","","青黴酸（Penicillic acid）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76178-47.青黴酸（Penicillic acid）民眾版 .doc"
"生物毒素","","玉米赤黴毒素 (Zearalenone)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76179-48.玉米赤黴毒素 (Zearalenone)民眾版 .doc"
"生物毒素","","乳酸鏈球菌素(nisin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76180-49.乳酸鏈球菌素(nisin)民眾版.doc"
"生物毒素","","伏馬毒素B1 (Fumonisins B1)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76181-50.伏馬毒素B1 (Fumonisins B1)民眾版 .doc"
"生物毒素","","麻痺性貝毒(Paralytic Shellfish Poisoning, PSP)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76169-38.麻痺性貝毒(Paralytic Shellfish Poisoning, PSP)民眾版.doc"
"生物毒素","","熱帶海魚毒素(Ciguatera toxins)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76170-39.熱帶海魚毒素(Ciguatera toxin)民眾版.doc"
"生物毒素","","失憶性貝毒素(Amnesic shellfish poison, ASP)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76171-40.失憶性貝毒素(Amnesic shellfish poison, ASP) 民眾版.doc"
"生物毒素","","組織胺(Histamine) 之魚類毒素","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76172-組織胺(Histamine) 之魚類毒素-民眾版1000928.doc"
"生物毒素","","赭麴毒素(Ochratoxin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76173-42.赭麴毒素(Ochratoxin)民眾版.doc"
"生物毒素","","雜色曲黴毒素(Sterigmatocystin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/76174-43.黃黴毒素(Sterigmatocystin)民眾版.doc"
"微生物","病原菌","炭疽桿菌（Bacillus anthracis）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75900-28.炭疽桿菌專業版.doc"
"微生物","病原菌","白色念珠菌（Candida albicans）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75901-26.白色念珠菌專業版.doc"
"微生物","病原菌","病原性大腸桿菌(Enteropathogenic Escherichia coli) Escherichia coli）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75902-21.病原性大腸桿菌專業版.doc"
"微生物","病原菌","糞便性鏈球菌（Fecal Streptococci）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75903-25.糞便性鏈球菌專業版.doc"
"微生物","病原菌","嗜肺性退伍軍人桿菌（Legionella pneumophila）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75904-22.嗜肺性退伍軍人桿菌專業版.doc"
"微生物","病原菌","黏質沙雷氏菌（Serratia marcescens）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75906-23.黏質沙雷氏菌專業版.doc"
"微生物","寄生蟲","蛔蟲(Ascaris spp.)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149676-40.蛔蟲(Ascaris spp.)民眾版.doc"
"微生物","寄生蟲","鉤蟲(Hookworms)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149677-41.鉤蟲(hookworms)民眾版.doc"
"微生物","寄生蟲","鞭蟲(Trichuris trichiura)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149678-42.鞭蟲(Trichuris trichiura )民眾版.doc"
"微生物","寄生蟲","異形吸蟲 (Heterophyid Trematodes)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149679-43.異形吸蟲 (Heterophyid Trematodes)民眾版.doc"
"微生物","寄生蟲","蛔蟲(Ascaris spp.)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149652-40.蛔蟲(Ascaris spp.)專業版.doc"
"微生物","寄生蟲","鉤蟲(Hookworms)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149653-41.鉤蟲(hookworms)專業版.doc"
"微生物","寄生蟲","鞭蟲(Trichuris trichiura)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149654-42.鞭蟲(Trichuris trichiura )專業版.doc"
"微生物","寄生蟲","異形吸蟲 (Heterophyid Trematodes)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149655-43.異形吸蟲 (Heterophyid Trematodes)專業版.doc"
"微生物","病毒","E型肝炎病毒 (Hepatitis E virus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149674-38.E型肝炎病毒(Hepatitis E virus)民眾版.doc"
"微生物","病原菌","出血性大腸桿菌(E. coli O26:H11)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149675-39.出血性大腸桿菌(Enterohemorrhagic Escherichia coli O26H11)民眾版.doc"
"微生物","病原菌","布魯氏桿菌 (Brucella spp.)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137057-33.布魯氏桿菌(Brucella spp.)專業版.doc"
"微生物","病原菌","阪崎腸桿菌（Enterobacter sakazakii；Cronobacter spp.）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137058-34.阪崎腸桿菌（Enterobacter sakazakii；Cronobacter spp.）專業版.doc"
"微生物","益生菌","乳酸菌-嗜熱鏈球菌 (Streptococcus thermophilus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/139952-41.乳酸菌-嗜熱鏈球菌 (Streptococcus thermophilus)專業版.doc"
"微生物","益生菌","乳酸菌-嗜熱鏈球菌 (Streptococcus thermophilus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/140106-41.乳酸菌-嗜熱鏈球菌 (Streptococcus thermophilus)民眾版.doc"
"微生物","病毒","E型肝炎病毒 (Hepatitis E virus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149650-38.E型肝炎病毒(Hepatitis E virus)專業版.doc"
"微生物","病原菌","出血性大腸桿菌(E. coli O26:H11)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/149651-39.出血性大腸桿菌(Enterohemorrhagic Escherichia coli O26H11)專業版.doc"
"微生物","病原菌","肉毒桿菌(Clostridium botulinum)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137049-27.肉毒桿菌(Clostridium botulinum)專業版.doc"
"微生物","病原菌","出血性大腸桿菌(Escherichia coli O157:H7)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137050-28.出血性大腸桿菌（Escherichia coli O157H7）專業版.doc"
"微生物","病原菌","產氣莢膜桿菌(Clostridium perfringens)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137052-29.產氣莢膜桿菌(Clostridium perfringens)專業版.doc"
"微生物","病原菌","耶辛尼氏腸炎桿菌(Yersinia enterocolitica)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137054-30.耶辛尼氏腸炎桿菌(Yersinia enterocolitica) 專業版.doc"
"微生物","病原菌","志賀氏桿菌 (Shigella)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137055-31.志賀氏桿菌(Shigella)專業版.doc"
"微生物","病原菌","曲狀桿菌(Campylobacter jejuni/coli)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137056-32.曲狀桿菌(Campylobacter spp.)專業版.doc"
"微生物","益生菌","比菲德氏菌（Bifidobacterium bifidum）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137040-19.比菲德氏菌（Bifidobacterium bifidum）民眾版.doc"
"微生物","益生菌","短雙叉乳酸桿菌 (Bifidobacterium breve)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137041-20.短雙叉乳酸桿菌 (Bifidobacterium breve)民眾版.doc"
"微生物","病原菌","沙門氏桿菌 (Salmonella)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137042-25.沙門氏桿菌（Salmonella）專業版.doc"
"微生物","益生菌","雙叉乳酸桿菌-雷特氏菌(Bifidobacterium lactis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137043-21.雙叉乳酸桿菌-雷特氏菌(Bifidobacterium lactis)民眾版 .doc"
"微生物","病原菌","糞腸球菌 (Enterococcus faecalis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137044-22.糞腸球菌(Enterococcus faecalis)-民眾版.doc"
"微生物","病原菌","A群鏈球菌(Group A Streptococcus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137047-26.A群鏈球菌(Group A Streptococcus)專業版.doc"
"微生物","病原菌","霍亂弧菌（Vibrio cholerae）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137026-20.霍亂弧菌（Vibrio cholerae）專業版.doc"
"微生物","病原菌","創傷弧菌(Vibrio vulnificus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137028-21.創傷弧菌(Vibrio vulnificus)專業版.doc"
"微生物","病原菌","李斯特菌（Listeria monocytogenes）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137031-22李斯特菌（Listeria monocytogenes）專業版.doc"
"微生物","病原菌","金黃色葡萄球菌(Staphylococcus aureus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137032-23.金黃色葡萄球菌(Staphylococcus aureus)專業版.doc"
"微生物","病原菌","仙人掌桿菌(Bacillus cereus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137037-24.仙人掌桿菌(Bacillus cereus)專業版.doc"
"微生物","益生菌","長雙叉桿菌 (Bifidobacterium longum)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137039-18.長雙叉桿菌 (Bifidobacterium longum)民眾版.doc"
"微生物","益生菌","比菲德氏菌（Bifidobacterium bifidum）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/136988-19.比菲德氏菌（Bifidobacterium bifidum）專業版.doc"
"微生物","益生菌","雙叉乳酸桿菌-雷特氏菌(Bifidobacterium lactis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/136989-21.雙叉乳酸桿菌-雷特氏菌(Bifidobacterium lactis)專業版.doc"
"微生物","益生菌","短雙叉乳酸桿菌 (Bifidobacterium breve)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/136990-20.短雙叉乳酸桿菌 (Bifidobacterium breve)專業版.doc"
"微生物","病原菌","糞腸球菌 (Enterococcus faecalis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/136991-22.糞腸球菌 (Enterococcus faecalis)專業版.doc"
"微生物","病原菌","綠膿桿菌（Pseudomonas aeruginosa）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137021-18.綠膿桿菌（Pseudomonas aeruginosa）專業版.doc"
"微生物","病原菌","腸炎弧菌 (Vibrio parahaemolyticus )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/137023-19.腸炎弧菌(Vibrio parahaemolyticus )專業版.doc"
"微生物","寄生蟲","梨形鞭毛蟲(Giardia)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135806-新增34.梨形鞭毛蟲(Giardia)-民眾版.doc"
"微生物","病原菌","鉤端螺旋體(Leptospira interrogans)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135807-新增35.鉤端螺旋體(Leptospira_interrogans)民眾版.doc"
"微生物","病原菌","昆士蘭熱: Q熱 (Coxiella burnetli)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135808-新增36.昆士蘭熱_Q熱_(Coxiella_burnetli)民眾版.doc"
"微生物","病原菌","痘立克次體（Rickettsia akari）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135809-新增37.痘立克次體（Rickettsia_akari）民眾版.doc"
"微生物","病原菌","小螺旋菌(Spirillum minus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135810-新增38.螺旋菌(Spirillum_minus)-民眾版.doc"
"微生物","益生菌","長雙叉桿菌 (Bifidobacterium longum)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/136987-18.長雙叉桿菌 (Bifidobacterium longum)專業版.doc"
"微生物","寄生蟲","梨形鞭毛蟲(Giardia)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135770-新增34.梨形鞭毛蟲(Giardia)-專業版.doc"
"微生物","病原菌","鉤端螺旋體(Leptospira interrogans)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135771-新增35.鉤端螺旋體(Leptospira_interrogans)專業版.doc"
"微生物","病原菌","昆士蘭熱: Q熱 (Coxiella burnetli)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135772-新增36.昆士蘭熱_Q熱_(Coxiella_burnetli)專業版.doc"
"微生物","病原菌","痘立克次體（Rickettsia akari）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135773-新增37.痘立克次體（Rickettsia_akari）專業版.doc"
"微生物","病原菌","小螺旋菌(Spirillum minus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135774-新增38.小螺旋菌(Spirillum_minus)-專業版.doc"
"微生物","寄生蟲","弓形蟲(Toxoplasma gondii)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135805-新增33.弓形蟲(Toxoplasma_gondii)-民眾版.doc"
"微生物","寄生蟲","棘顎口線蟲(Gnathostoma spinigerum )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134566-新增28.棘顎口線蟲(Gnathostoma spinigerum )-民眾版.doc"
"微生物","寄生蟲","肝毛細線蟲(Capillaria hepatica )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134567-新增29.肝毛細線蟲(Capillaria hepatica )-民眾版.doc"
"微生物","寄生蟲","旋毛蟲(Trichinella spiralis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134568-新增30.旋毛蟲(Trichinella spiralis)-民眾版 .doc"
"微生物","寄生蟲","廣節裂頭絛蟲(Diphyllobothrium latum)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134569-新增31.廣節裂頭絛蟲(Diphyllobothrium latum)-民眾版.doc"
"微生物","寄生蟲","牛肉(無鉤)絛蟲(Taenia saginata)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134570-新增32.牛肉(無鉤)絛蟲(Taenia saginata)-民眾版.doc"
"微生物","寄生蟲","弓形蟲(Toxoplasma gondii)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/135769-新增33.弓形蟲(Toxoplasma_gondii)-專業版.doc"
"微生物","寄生蟲","肝毛細線蟲(Capillaria hepatica )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134541-新增29.肝毛細線蟲(Capillaria hepatica )-專業版.doc"
"微生物","寄生蟲","旋毛蟲(Trichinella spiralis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134542-新增30.旋毛蟲(Trichinella spiralis)-專業版.doc"
"微生物","寄生蟲","廣節裂頭絛蟲(Diphyllobothrium latum)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134543-新增31.廣節裂頭絛蟲(Diphyllobothrium latum)-專業版.doc"
"微生物","寄生蟲","牛肉(無鉤)絛蟲(Taenia saginata)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134544-新增32.牛肉(無鉤)絛蟲(Taenia saginata)-專業版.doc"
"微生物","寄生蟲","中華肝吸蟲（Clonorchis sinensis）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134564-新增26.中華肝吸蟲（Clonorchis sinensis）-民眾版 .doc"
"微生物","寄生蟲","廣東住血線蟲(Angiostrongylus cantonesis )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134565-新增27.廣東住血線蟲(Angiostrongylus cantonesis )-民眾版 .doc"
"微生物","病毒","冠狀病毒(Coronavirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132937-97.冠狀病毒民眾版.doc"
"微生物","病毒","H1N1新型流感（H1N1）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132938-98.H1N1民眾版.doc"
"微生物","病原菌","念珠狀鏈桿菌（Streptobacillus moniliformis）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/133004-39.念珠狀鏈桿菌專業版.doc"
"微生物","寄生蟲","中華肝吸蟲（Clonorchis sinensis）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134538-新增26.中華肝吸蟲（Clonorchis sinensis）-專業版 .doc"
"微生物","寄生蟲","廣東住血線蟲(Angiostrongylus cantonesis )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134539-新增27.廣東住血線蟲(Angiostrongylus cantonesis )-專業版.doc"
"微生物","寄生蟲","棘顎口線蟲(Gnathostoma spinigerum )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/134540-新增28.棘顎口線蟲(Gnathostoma spinigerum )-專業版.doc"
"微生物","病毒","札幌病毒 (Sapovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132931-91.札幌病毒民眾版.doc"
"微生物","病毒","諾羅病毒 (Norovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132932-92.諾羅病毒民眾版.doc"
"微生物","病毒","小兒麻痺病毒 (Poliovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132933-93.小兒麻痺病毒民眾版.doc"
"微生物","病毒","A型肝炎 (Hepatitis A)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132934-94.A型肝炎民眾版.doc"
"微生物","病毒","B型肝炎病毒(hepatitis B virus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132935-95.B型肝炎病毒民眾版.doc"
"微生物","病毒","C型肝炎病毒(hepatitis C virus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132936-96.C型肝炎病毒民眾版.doc"
"微生物","病毒","冠狀病毒(Coronavirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132887-97.冠狀病毒專業版.doc"
"微生物","病毒","H1N1新型流感（H1N1）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132888-98.H1N1專業版.doc"
"微生物","病毒","禽流感(Avian Influenza)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132927-87.禽流感病毒民眾版.doc"
"微生物","病毒","腸病毒 (enterovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132928-88.腸病毒 民眾版.doc"
"微生物","病毒","星狀病毒(Astrovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132929-89.星狀病毒民眾版.doc"
"微生物","病毒","輪狀病毒(Rotavirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132930-90.輪狀病毒民眾版.doc"
"微生物","病毒","札幌病毒 (Sapovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132881-91.札幌病毒專業版.doc"
"微生物","病毒","諾羅病毒 (Norovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132882-92.諾羅病毒專業版.doc"
"微生物","病毒","小兒麻痺病毒 (Poliovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132883-93.小兒麻痺病毒專業版.doc"
"微生物","病毒","A型肝炎 (Hepatitis A)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132884-94.A型肝炎專業版.doc"
"微生物","病毒","B型肝炎病毒(hepatitis B virus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132885-95.B肝病毒專業版.doc"
"微生物","病毒","C型肝炎病毒(hepatitis C virus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132886-96.C型肝炎病毒專業版.doc"
"微生物","病原菌","黴漿菌(Mycoplasma pneumoniae)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132851-41.黴漿菌民眾版.doc"
"微生物","病原菌","皮炎芽生菌(Blastomycosis dermatitidis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132852-42.皮炎芽生菌民眾版.doc"
"微生物","病毒","禽流感(Avian Influenza)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132877-87.禽流感病毒專業版.doc"
"微生物","病毒","腸病毒 (enterovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132878-88.腸病毒 專業版.doc"
"微生物","病毒","星狀病毒(Astrovirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132879-89.星狀病毒專業版.doc"
"微生物","病毒","輪狀病毒(Rotavirus)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132880-90.輪狀病毒專業版.doc"
"微生物","病原菌","超級細菌（superbug）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132845-35.超級細菌民眾版.doc"
"微生物","病原菌","白喉棒狀桿菌(Corynebacterium diphtheriae)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132846-36.白喉棒狀桿菌民眾版.doc"
"微生物","病原菌","幽門螺旋桿菌(Helicobacter pylori)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132847-37..幽門螺桿菌民眾版.doc"
"微生物","病原菌","克雷伯氏菌屬(Klebsiella spp.)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132848-38.克雷伯氏菌民眾版.doc"
"微生物","病原菌","念珠狀鏈桿菌（Streptobacillus moniliformis）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132849-39.念珠狀鏈桿菌民眾版.doc"
"微生物","病原菌","分枝桿菌(Mycobacteria)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132850-40.分枝桿菌-民眾版.doc"
"微生物","病原菌","白喉棒狀桿菌(Corynebacterium diphtheriae)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132820-36.白喉棒狀桿菌專業版.doc"
"微生物","病原菌","幽門螺旋桿菌(Helicobacter pylori)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132821-37..幽門螺桿菌專業版.doc"
"微生物","病原菌","克雷伯氏菌屬(Klebsiella spp.)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132822-38.克雷白氏菌專業版.doc"
"微生物","病原菌","分枝桿菌(Mycobacteria)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132824-40.分枝桿菌專業版.doc"
"微生物","病原菌","黴漿菌(Mycoplasma pneumoniae)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132825-41.黴漿菌專業版.doc"
"微生物","病原菌","皮炎芽生菌(Blastomycosis dermatitidis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132826-41.黴漿菌專業版.doc"
"微生物","病原菌","伴放線桿菌(Actinobacillus actinomycetemcomitans)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131337-31.伴放線桿菌-民眾版.doc"
"微生物","病原菌","嗜水性產氣單胞菌(Aeromonas hydrophila)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131338-32.嗜水性產氣單胞菌民眾版.doc"
"微生物","病原菌","百日咳桿菌(Bordetella pertussis)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131339-33.百日咳桿菌-民眾.doc"
"微生物","病原菌","肺炎披衣菌(Chlamydia pneumoniae)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131340-34.肺炎披衣菌民眾版.doc"
"微生物","病原菌","伴放線桿菌(Actinobacillus actinomycetemcomitans)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132784-31.伴放線桿菌-專業版.doc"
"微生物","病原菌","超級細菌（Superbug）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/132819-35.超級細菌專業版.doc"
"微生物","病原菌","嗜水性產氣單胞菌(Aeromonas hydrophila)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/131313-19.嗜水性需氧單胞菌專業.doc"
