查驗登記證號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分
"1056008900","固力強健　錠狀食品","Osteobone Tablet","1100312","1050312","天稘生物科技股份有限公司","04-23165010","台中市西屯區天水中街4號1樓","葡萄糖胺鹽酸鹽;;豬軟骨素;;綠貽貝粉;;膠原蛋白;;貓爪藤樹皮萃取物;;葡萄糖酸鋅;;膽鈣化醇(維生素D3) 0.25%【辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉(維生素C)、中鏈三酸甘油酯、二氧化矽、生育醇(維生素E)、膽鈣化醇(維生素D3)】;;玉米澱粉;;麥芽糊精;;乳糖;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;食用紅色六號;;二氧化鈦;;食用藍色一號"
"1056057234","力伸暢膠囊","","1110111","1060111","永翔興業有限公司","04-8613668","彰化縣溪湖鎮光平里彰水路3段376號1樓","薑黃粉末;;酵母硒;;鹽酸硫胺明（維生素B1）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;菸鹼醯胺;;氧化鎂;;大豆油;;蜂蠟;;棕櫚核仁油;;明膠;;甘油;;純水;;二氧化鈦;;食用紅色6號;;菠菜粉末;;L-苯丙胺酸"
"1066016371","綠佳康 維他命C膜衣錠","GreenPhenol Vitamin C1000","1110630","1060630","綠杏生物科技有限公司","02-22215167","新北市中和區中正路880號7樓之3","抗壞血酸97%(抗壞血酸、羥丙基甲基纖維素);;維生素E 51%（乙酸dl-α-生育醇酯、二氧化矽、麥芽糊精、玉米澱粉、聚山梨醇酐脂肪酸酯八十）;;葡萄萃取粉末;;聚乙烯吡咯烷酮;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;微結晶狀α-纖維素;;硬脂酸鎂;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;二氧化鈦;;滑石粉;;食用黃色四號鋁麗基;;黃色氧化鐵"
"1036002923","維生素D3+鈣錠","","1080221","1030221","健康福祉事業股份有限公司","02-77181818","台北市信義區忠孝東路五段550號5樓","乾燥維生素D3 0.25% (辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;碳酸鈣;;乳糖;;麥芽糊精;;硬脂酸鎂"
"1036007265","補力維他B錠","","1080506","1030506","雅護醫藥生技股份有限公司","03-3506251","桃園市龜山區萬壽路二段339號6樓","蕃茄萃取物（含蕃茄紅素）;;葡萄子萃取物（含前花青素）;;維生素B1;;維生素B2;;維生素B6;;維生素B12;;維生素C 97%(維生素C、羥丙基甲基纖維素);;維他命E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;生物素;;葉酸;;菸鹼醯胺;;本多酸鈣;;重酒石酸膽鹼+1%二氧化矽(重酒石酸膽鹼、二氧化矽);;肌醇;;葡萄糖酸銅;;焦磷酸鐵;;葡萄糖酸鋅;;磷酸鈣;;麥芽糊精;;聚乙烯吡咯烷酮;;微結晶狀α-纖維素;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;滑石粉;;丙二醇;;食用紅色六號;;食用黃色四號"
"1036010650","愛斯-B加強膜衣錠","LOVEIS-B","1080429","1030429","成大生物科技股份有限公司","06-5721102","台南市麻豆區南勢里關帝廟16-1號","維生素B1;;維生素B2;;維生素B6;;維生素B12;;維生素E粉劑 51%(維生素E、滑石粉、二氧化矽);;菸鹼醯胺;;泛酸鈣;;γ-穀維素;;乳糖;;玉米澱粉;;聚乙烯吡咯烷酮;;羧甲基澱粉鈉;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;二氧化矽;;食用黃色四號"
"1036013090","晶瑩葉黃緩釋錠","Ginpol SR Tablet","1080516","1030516","溫士頓醫藥股份有限公司","06-2533124","台南市永康區鹽洲里仁愛街117號","萬壽菊萃取物(含葉黃素);;核黃素（維生素B2）;;羥丙基甲基纖維素;;乳糖;;硬脂酸鎂"
"1036014372","軟Q膠囊","","1080515","1030515","青霖國際有限公司","02-86716467","新北市三峽區永館里21鄰復興路101巷1弄53之1號3樓","紅麴粉;;柑橘生物類黃酮;;鹽酸吡哆辛;;鹽酸呋喃硫胺;;核黃素;;葉酸;;維生素B12 0.1% (糊精、檸檬酸鈉、檸檬酸、氰鈷胺明);;明膠;;純水;;二氧化鈦"
"1036016537","舒維康-高單位B群軟膠囊","B complex Softgel","1080515","1030515","聖廷生實業有限公司","049-2900205","南投縣埔里鎮北門里忠孝路342號1樓","小麥胚芽油;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色一號;;食用黃色四號;;食用紅色六號;;硝酸硫胺明(維生素B1，硝酸噻胺);;維生素B2;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;菸鹼醯胺;;葉酸;;肌醇;;重酒石酸膽鹼+1%二氧化矽(重酒石酸膽鹼、二氧化矽);;DL-蛋胺酸"
"1036016538","舒維樂康軟膠囊","FORTE Softgel","1080515","1030515","聖廷生實業有限公司","049-2900205","南投縣埔里鎮北門里忠孝路342號1樓","卵磷脂;;薑黃萃取物;;肌醇;;DL-蛋胺酸;;重酒石酸膽鹼+1%二氧化矽(重酒石酸膽鹼、二氧化矽);;硝酸硫胺明(維生素B1，硝酸噻胺);;維生素B2;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;維生素E醋酸鹽50% (維生素E、玉米澱粉、脂肪酸甘油脂、二氧化矽);;菸鹼醯胺;;葉酸;;小麥胚芽油;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色一號;;食用黃色四號;;食用紅色六號"
"1036025818","好元氣錠狀食品","","1080903","1030903","喜富客股份有限公司","02-27407856","台北市松山區復興北路1號14樓","維生素B1;;維生素B2;;維生素B6;;維生素B12;;葉酸;;菸鹼醯胺;;生物素;;肌醇;;本多酸鈣;;微結晶狀α-纖維素;;羥丙基甲基纖維素;;食用黃色四號鋁麗基;;食用紅色四十號鋁麗基"
"1025025771","卵磷脂精華軟膠囊","Lecithin Extra Soft Capsules","1070820","1020820","蓓莉蘭詩生技事業有限公司","03-8228874","花蓮縣新城鄉北埔村仁義街14號1樓","卵磷脂(含磷脂膽鹼);;硝酸硫胺明;;核黃素;;鹽酸口比哆辛;;米胚芽油(含三烯生育醇);;小麥胚芽油;;中鏈三酸甘油酯;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色一號;;食用黃色四號;;食用黃色五號;;食用紅色六號"
"1025032289","易達康左旋維他命C配方錠","","1070821","1020821","台灣易達康企業有限公司","07-3106252","高雄市左營區大中一路406號","二氧化矽;;維生素C;;維生素C 97%(維生素C、羥丙基甲基纖維素);;葡萄子萃取物;;葡萄萃取物（含多酚）;;微結晶纖維素;;硬脂酸鎂;;D-山梨醇"
"1025032659","詠德康納豆膠囊食品","Natozyme Capsules","1070823","1020823","棋翔生物科技有限公司","03-3766818","桃園市桃園區南門里建國路348巷20號","納豆萃取物;;紅麴粉;;藏紅花萃取物;;維生素B1;;維生素B2;;維生素B6;;維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;微晶纖維素;;乳糖;;二氧化矽;;硬脂酸鎂;;明膠;;純水;;二氧化鈦;;食用藍色一號;;食用紅色六號;;食用黃色四號;;食用黃色五號"
"1025036526","金普洛兒童維生素B群咀嚼錠","","1071003","1021003","開貿生技國際有限公司","04-25159740","台中市豐原區圓環北路二段141號18樓之2","金盞花萃取(含葉黃素);;肌醇;;啤酒酵母;;微結晶狀ALPHA-纖維素;;生物素;;維他命B1;;維他命B2;;菸鹼醯胺;;維他命B6;;葉酸;;維生素B12"
"1025038913","安特珍補綜合維他命錠","","1071008","1021008","志旻貿易有限公司","05-2855059","嘉義巿西區光路里新民路468號","L-抗壞血酸細粉（維生素C）;;生物素;;重酒石酸膽鹼;;氧化鎂;;葡萄糖酸亞鐵;;葡萄糖酸銅;;L-異白胺酸;;本多酸鈣;;L-組胺酸;;維生素A醋酸鹽17.25%(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;乳糖;;葡萄糖酸鋅;;DL-蛋胺酸;;硬脂酸鎂;;小麥胚芽粉;;食用紅色6號;;食用藍色1號;;食用黃色4號;;L-ALPHA 胺基異戊酸;;維生素D3 0.25% (辛烯基丁二酸鈉澱粉、蔗糖、維生素C、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;菸鹼醯胺;;葉酸;;肌醇;;L-色胺酸;;麥芽糊精;;鹽酸L-二胺基己酸;;碳酸鈣"
"1056011174","新健安綜合B群緩釋錠","","1100407","1050407","臺鹽實業股份有限公司","06-2160688","台南市南區健康路1段297號","乳清蛋白;;牛磺酸;;鹽酸吡哆辛（維生素B6）;;本多酸鈣;;輔酵素Q10;;生物素;;羥丙基甲基纖維素;;乳糖;;聚乙烯吡咯烷酮;;紅景天萃取物;;硬脂酸鎂;;氰鈷胺明（維生素B12）;;菸鹼醯胺;;核黃素（維生素B2）;;硝酸硫胺明（維生素B1）;;葡萄糖酸鋅;;葉酸;;羥丙基甲基纖維素;;聚乙烯醇;;二氧化鈦;;滑石粉;;卵磷脂;;玉米糖膠;;丙二醇;;二氧化鈦;;滑石粉;;食用黃色四號;;食用紅色六號;;食用藍色一號鋁麗基"
"1056012365","能量維生素B群膠囊","","1100407","1050407","清新企業行","0926197065","台南市北區臨安路2段282號1樓","硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;維生素B12 0.1% (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;葉酸;;生物素;;本多酸鈣;;重酒石酸膽鹼;;肌醇;;甘油;;明膠;;純水;;硫酸月桂酯鈉"
"1056014177","三多D-α維他命E複方軟膠囊","","1100322","1050322","三多士股份有限公司","02-27080888","台北市大安區四維路208巷3之1號1樓","濃縮D-α-生育醇;;紅藻萃取物;;小麥胚芽油;;明膠;;甘油;;純水"
"1056016960","人蔘蜆Plus B 雙層加強錠","","1100415","1050415","葡萄王生技股份有限公司","03-4572121","桃園市平鎮區金陵路二段402號","羥丙基纖維素;;聚乙二醇（聚乙二醇、二丁基羥基甲苯）;;硬脂酸鎂;;黃金蜆萃取物;;人蔘粉;;維生素B2;;鹽酸吡哆辛;;鹽酸硫胺明;;菸鹼醯胺;;本多酸鈣;;維生素B12;;葉酸;;生物素;;微結晶狀α-纖維素;;麥芽糖粉;;二氧化矽;;羥丙基甲基纖維素"
"1056017974","貝斯特蔓越莓C+E口含錠","","1100604","1050604","秉新藥業股份有限公司","02-27622552","台北市信義區忠孝東路五段429號4樓","糖粉;;乳糖;;L-抗壞血酸（維生素C）;;蔓越莓果汁粉【 砂糖、麥芽糊精、蔓越莓濃縮汁、香料(丙二醇、乙醇、香料)、檸檬酸、檸檬酸鈉、紅甜菜汁、婀娜多色素、槴子藍色素】;;乙酸dl-ALPHA-生育醇酯(維生素E 51%)(維生素E、二氧化矽、麥芽糊精、玉米澱粉、聚山梨醇酐脂肪酸酯八十);;硬脂酸鎂;;膠原蛋白;;蔓越莓萃取粉;;蔓越莓香料(香料、酒精、中鏈三酸甘油酯、水、丙二醇、葡萄糖、微晶纖維素、二氧化矽);;聚乙烯吡咯烷酮;;葡萄子萃取物"
"1056020184","優倍多男性綜合維他命魚油配方","YouBest Multi-Vitamin For Men Fish Oil Formula","1100415","1050415","杏輝藥品工業股份有限公司","03-9581101","宜蘭縣冬山鄉中山村中山路84號","維生素A棕櫚酸鹽 (維生素A棕櫚酸鹽、花生油、dl-α生育醇);;硝酸硫胺明;;核黃素（維生素B2）;;鹽酸吡哆辛;;氰鈷胺明（維生素B12）;;維生素C;;維生素D3(中鏈三酸甘油酯、維生素D3、dl-α生育醇);;乙酸DL-ALPHA-生育醇酯;;維生素K1;;菸鹼醯胺;;葉酸;;生物素;;本多酸鈣;;磷酸氫鈣;;葡萄糖酸鋅;;氧化鎂;;丁烯二酸亞鐵;;葡萄糖酸錳;;葡萄糖酸銅;;肌醇;;重酒石酸膽鹼(重酒石酸膽鹼、二氧化矽);;啤酒酵母;;硒酵母;;魚油;;大豆油;;脂肪酸甘油酯;;卵磷脂;;明膠;;甘油;;純水;;二氧化鈦;;食用紅色四十號;;食用黃色五號;;食用黃色四號;;食用藍色一號"
"1056033205","顧得GD B2 100活力錠","Good GD B2 100 Tablet","1100811","1050811","三廣貿易有限公司","04-22349966","台中市北屯區文心路四段750之11號","維生素B2;;麩醯胺酸;;鳳梨萃取物;;大豆發酵物;;乳糖;;微結晶狀α-纖維素;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;二氧化鈦;;滑石粉;;食用黃色四號鋁麗基;;食用黃色五號鋁麗基"
"1056035302","美天健 維生素B2錠","","1100818","1050818","美天健股份有限公司","1911/07/22","高雄市前鎮區新生路804號3樓","麥芽糊精;;維生素B2;;硬脂酸;;硬脂酸鎂"
"1056035816","保力達香梅C錠","Paolyta Plum C","1100811","1050811","保力達股份有限公司","02-27733821","台北市大安區仁愛路四段99號3樓","蔗糖;;梅粉（梅、鹽、甜菊醣苷、甘草萃、紐甜、香莢蘭醛、食用紅色六號、食用紅色五號）;;維生素C(維生素C、羥丙基甲基纖維素);;微晶纖維素;;硬脂酸鎂;;檸檬酸;;蔗糖素"
"1056040521","海波康膠囊","HYPOPLUS","1101013","1051013","威今基因科技股份有限公司","02-82265800","新北市中和區建一路166號18樓","L-抗壞血酸（維生素C）;;γ-穀維素;;鹽酸硫胺明（維生素B1）;;酵母萃取物;;菸鹼醯胺;;本多酸鈣;;核黃素（維生素B2）;;硒酵母;;鹽酸吡哆辛（維生素B6）;;維生素B12 0.1% (麥芽糊精、檸檬酸鈉、檸檬酸、氰鈷胺明);;硬脂酸鎂;;二氧化矽;;明膠;;硫酸月桂酯鈉;;二氧化鈦;;純水;;甘油;;食用紅色七號;;食用紅色六號;;食用藍色一號"
"1056042732","美加胺基維他命錠","MEGA AMINO TABLETS","1101111","1051111","永康生活事業股份有限公司","02-89942121","新北市新莊區中安街7號4樓","鹽酸L-二胺基己酸;;聚乙烯吡咯烷酮;;生物素;;顆粒維生素C 97%(維生素C、羥丙基甲基纖維素);;亞麻仁粉;;DL-蛋胺酸;;維生素D3 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;維生素A醋酸鹽11.5%(麥芽糊精、阿拉伯膠、玉米澱粉、維生素A醋酸鹽、維生素E);;L-白胺酸;;L-麩酸;;胺基乙酸;;L-半胱胺酸鹽酸鹽;;人蔘萃取;;黃耆濃縮粉;;紅景天萃取;;薑黃萃取;;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;高防潮水性膜衣（聚乙烯醇、滑石粉、二氧化鈦、卵磷脂、三仙膠）;;羥丙基甲基纖維素;;二氧化鈦;;葡萄糖酸鋅;;葡萄糖酸銅;;硒酵母;;焦磷酸鐵;;氧化鎂;;L-異白胺酸;;L-ALPHA 胺基異戊酸;;維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;磷酸鈣;;硝酸硫胺明;;核黃素;;菸鹼醯胺;;鹽酸吡哆辛;;本多酸鈣;;滑石粉;;丙二醇;;食用紅色六號;;食用黃色四號;;食用藍色一號鋁麗基;;鉻酵母;;葉酸;;氰鈷胺明"
"1056057917","安福力糖衣錠","Anfuli S.C Tab","1101116","1051116","安力圻生技股份有限公司","05-5960030","雲林縣斗南鎮新光里延平路一段388之1號","硝酸硫胺明;;維生素B2;;碳酸鈣;;砂糖;;乳糖;;明膠;;麥芽糊精;;羧甲基澱粉鈉;;硬脂酸鎂;;食用黃色四號"
"1056059136","速補B康補錠食品","SUPP-B COMPLEX TABLETS","1101129","1051129","秉新藥業股份有限公司","02-27622552","台北市信義區忠孝東路五段429號4樓","硝酸硫胺明;;維生素B2;;鹽酸吡哆辛;;菸鹼醯胺;;本多酸鈣;;甘胺酸鋅;;聚乙烯吡咯烷酮;;麥芽糊精;;顆粒維生素C 97%(維生素C、羥丙基甲基纖維素);;DL-蛋胺酸;;葡萄糖酸鈣;;β-胡蘿蔔素 10%(蔗糖、玉米澱粉、魚明膠、β-胡蘿蔔素、玉米油、L-抗壞血酸棕櫚酸酯、維生素E);;碳酸鈣;;重酒石酸膽鹼+1%二氧化矽(重酒石酸膽鹼、二氧化矽);;氰鈷胺明;;葉酸;;生物素;;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;高防潮水性膜衣（聚乙烯醇、滑石粉、二氧化鈦、卵磷脂、玉米糖膠）;;二氧化鈦;;滑石粉;;丙二醇;;食用黃色四號;;食用紅色六號;;食用紅色四十號;;食用藍色一號;;牛磺酸;;鹽酸L-二胺基己酸;;羥丙基甲基纖維素;;肌醇"
"1056059197","艾維他 膠囊","Eyevita Capsules","1110207","1060207","應傑實業股份有限公司","06-2925777","台南市南區彰南里新樂路1之6號","二硫化硫胺;;維生素A 17.25%（維生素A醋酸鹽、二丁基羥基甲苯、明膠、蔗糖、玉米澱粉）;;維生素E 51%(維生素E、滑石粉、二氧化矽);;軟骨素（豬）;;乳糖;;玉米澱粉;;羧甲基澱粉鈉（甘醇酸澱粉鈉）;;硬脂酸鎂;;明膠;;純水;;二氧化鈦;;硫酸月桂酯鈉;;甘油;;食用黃色5號;;食用黃色4號"
"1056060360","樂活B膜衣錠食品","Vitamin B Complex Tablets","1101118","1051118","中旗生物科技股份有限公司","02-86471887","新北市汐止區大同路三段196之7號8樓","鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;菸鹼醯胺;;葉酸;;生物素;;重酒石酸膽鹼+1%二氧化矽(重酒石酸膽鹼、二氧化矽);;碳酸鈣;;氧化鎂;;啤酒酵母;;紫花苜蓿萃取物;;啤酒花萃取物;;二氧化鈦;;食用黃色四號;;食用紅色六號;;食用藍色一號"
"1056062771","B群錠","Nutriquest B Complex","1101230","1051230","台灣維克思股份有限公司","02-28830835","台北市士林區中正路505號16樓","綠茶萃取粉（含綠茶多酚）;;葉黃素20%（葉黃素、糊精、水）;;維生素B1;;維生素B2;;維生素B6;;維生素B12 0.1% (麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;維生素C;;維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;生物素;;葉酸;;菸鹼醯胺;;本多酸鈣;;肌醇;;葡萄糖酸銅;;葡萄糖酸亞鐵;;葡萄糖酸鋅;;麩醯胺酸;;紅景天萃取;;微結晶狀α-纖維素;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉);;乳糖;;硬脂酸鎂;;聚乙二醇（聚乙二醇、二丁基羥基甲苯）;;二氧化鈦;;滑石粉;;食用黃色四號;;食用黃色五號;;二氧化矽"
"1056063844","靚漾C錠","","1110216","1060216","生達化學製藥股份有限公司","06-636-1516","台南市新營區土庫里土庫6之20號","維生素C;;玫瑰果萃取物(玫瑰果萃取物、麥芽糊精);;羥丙基甲基纖維素;;微結晶狀α-纖維素;;聚乙烯吡咯烷酮;;脂肪酸蔗糖酯;;硬脂酸鎂;;二氧化矽;;膜衣成分（羥丙基甲基纖維素、羥丙基纖維素、聚乙二醇）"
"1056066423","新希望®喜佳C口含錠","NEW HOPE® CECAI C TROCHE 250mg","1110105","1060105","內外生技股份有限公司","05-5572760","雲林縣斗六市工業路110號","L-抗壞血酸;;抗壞血酸鈉;;蔗糖;;聚乙烯吡咯烷酮;;聚乙二醇99.9%複方食品添加物（聚乙二醇、二丁基羥基甲苯）;;食用黃色四號;;硬脂酸鎂;;橘子粉;;蔗糖素"
"1056072743","樂健B50 錠狀食品","Super Multi-Vit B50 Tablet","1110221","1060221","天稘生物科技股份有限公司","04-23165010","台中市西屯區天水中街4號1樓","鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;L-抗壞血酸（維生素C）;;本多酸鈣;;重酒石酸膽鹼;;肌醇;;葡萄糖酸鈣;;磷酸氫鈣;;花旗參萃取物;;啤酒酵母;;菸鹼醯胺;;葡萄糖酸鎂;;柑橘生物類黃酮;;大豆卵磷脂;;葉酸;;氰鈷胺明（維生素B12）;;生物素;;乳糖;;玉米澱粉;;聚乙烯吡咯烷酮;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;食用紅色四十號;;食用黃色五號;;二氧化鈦;;食用藍色一號;;L-色胺酸;;麩醯胺酸"
"1056072744","活健綠寶維他 錠狀食品","Herbal Vitamins Tablet","1110407","1060407","天稘生物科技股份有限公司","04-23165010","台中市西屯區天水中街4號1樓","維生素E 50%(乙酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;磷酸氫鈣;;鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;本多酸鈣;;菸鹼醯胺;;L-抗壞血酸（維生素C）;;啤酒酵母;;花旗參萃取物;;紅景天萃取物;;葡萄糖酸鋅;;靈芝萃取物;;螺旋藻粉;;綠藻粉;;蜂王乳粉;;葡萄萃取物;;大豆卵磷脂;;葡萄糖酸鎂;;硒酵母;;鉻酵母;;鉬酵母;;葡萄糖酸銅;;膽鈣化醇(維生素D3) 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇、膽鈣化醇);;β-胡蘿蔔素 10%(蔗糖、玉米澱粉、魚明膠、β-胡蘿蔔素、玉米油、L-抗壞血酸棕櫚酸酯、生育醇);;葉酸;;生物素;;乳糖;;玉米澱粉;;微結晶狀α-纖維素;;聚乙烯吡咯烷酮;;硬脂酸鎂;;二氧化鈦;;羥丙基甲基纖維素;;二氧化鈦;;食用黃色四號;;食用藍色一號;;氰鈷胺明（維生素B12）"
"1066003594","營養密碼 蔓越莓+C複方膠囊","Cranberry+Vitamin C","1110522","1060522","美德耐股份有限公司　","02-27091088","台北市大安區延吉街239號3樓","蔓越莓濃縮物;;菊糖;;羥丙基纖維素;;硝酸硫胺明;;核黃素（維生素B2）;;維生素C 97%(抗壞血酸、玉米澱粉);;二氧化矽;;硬脂酸鎂;;酒精;;羥丙基甲基纖維素;;純水;;氯化鉀;;鹿角菜膠;;食用藍色1號;;食用紅色6號;;二氧化鈦"
"1066004597","岳生 鹽酸吡哆辛錠","","1110419","1060419","岳生生技股份有限公司","03-4963456","桃園市楊梅區獅四路1號","維生素B6;;乳糖;;馬鈴薯澱粉;;食用黃色五號;;氧化澱粉;;硬脂酸鎂"
"1066017567","新麥卡多-E膠囊","","1110606","1060606","泰瑞國際股份有限公司","02-7134762","台北市南京東路三段275號8樓","小麥胚芽油;;濃縮D-α-生育醇;;明膠;;純水;;甘油"
"1066024699","VITALPLUS維生素B群PLUS速崩緩釋雙層錠","","1110814","1060814","勝霖藥品股份有限公司","04-2358-2999","台中市西屯區福和里臺灣大道四段925號20樓之1","維生素B2;;維生素B6;;乳糖;;硫酸鋅;;維生素B1;;牛磺酸;;聚乙烯聚吡咯烷酮;;羥丙基甲基纖維素;;維生素C;;膜衣成分（羥丙基甲基纖維素、羥丙基纖維素、聚乙二醇）;;硬脂酸鎂;;二氧化矽;;本多酸鈣;;聚乙烯吡咯烷酮;;菸鹼醯胺;;γ-穀維素（γ-穀維素、米糠粉）;;D-核糖;;刺五加萃取物（刺五加萃取物、麥芽糊精）;;二氧化鈦;;食用黃色五號鋁麗基;;肌醇;;硫酸銅;;維生素B12;;葉酸;;生物素;;微結晶狀α-纖維素"
"1066029670","德立健必康膠囊","","1110805","1060805","西德有機化學藥品股份有限公司","02-22981555","新北市三重區中正北路560巷36號","本多酸鈣;;葉酸;;硬脂酸鎂;;菸鹼醯胺;;玉米澱粉;;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;啤酒酵母粉;;滑石粉;;二氧化鈦;;食用藍色一號;;食用紅色六號;;明膠;;硫酸月桂酯鈉"
"1066033614","每日維他 綜合維生素膜衣錠","Daily Vita Multiple Vitamin F. C. Tab.","1110817","1060817","信東生技股份有限公司","03-3612131","桃園市桃園區豐林里介壽路22號","維生素A醋酸鹽17.25%(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;維生素B1（硝酸硫胺明）;;維生素B2（核黃素）;;維生素B6（鹽酸吡哆辛）;;維生素B12 0.1%(維生素B12、檸檬酸鈉、麥芽糊精、檸檬酸);;L-抗壞血酸（維生素C）;;維他命D3 0.25% (維生素D3、辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇);;維生素E 50%(乙酸dl-α-生育醇酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;菸鹼醯胺;;葉酸;;本多酸鈣;;乳糖;;微結晶纖維素;;羥丙基甲基纖維素;;硬脂酸鎂;;二氧化矽;;防潮水性膜衣（聚乙烯醇、滑石粉、二氧化鈦、大豆卵磷脂、聚乙二醇）;;食用黃色四號鋁麗基"
"1026004406","思達爾-愛寶軟膠囊","Hepa-Star","1071018","1021018","天行健實業有限公司","03-2151406","桃園市桃園區同德三街47號1樓","維生素B2;;維生素B6;;維生素B12;;葉酸;;磷酸氫鈣(無水);;卵磷脂;;大豆油;;脂肪酸甘油酯;;明膠;;甘油;;純水;;食用黃色4號;;食用紅色6號;;食用紅色7號;;食用藍色1號;;二氧化鈦;;豬肝乾燥粉末;;肌醇;;重酒石酸膽鹼+1%二氧化矽包覆(重酒石酸膽鹼、二氧化矽);;DL-蛋胺酸;;菸鹼醯胺;;葡萄糖酸鋅;;維生素C;;朝鮮薊萃取物;;硫酸亞鐵;;維生素B1"
"1026009726","維益補E軟膠囊","","1071113","1021113","勝德堡生物科技企業有限公司","06-2226282","台南市東區中華東路二段48巷7號1樓","維生素E醋酸鹽;;明膠;;甘油;;純水"
"1026010970","強力復活能軟膠囊","PPC FORCE Softgel","1071128","1021128","柏喬生技股份有限公司","07-3859526","高雄市三民區汾陽路58-2號10樓","小麥胚芽油;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色一號;;食用黃色四號;;食用紅色六號;;卵磷脂;;薑黃萃取物;;肌醇;;DL-蛋胺酸;;重酒石酸膽鹼+1%二氧化矽(重酒石酸膽鹼、二氧化矽);;硝酸硫胺明(維生素B1，硝酸口塞胺);;維生素B2;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;維生素E 50% 醋酸鹽(維生素E、玉米澱粉、脂肪酸甘油酯、二氧化矽);;菸鹼醯胺;;葉酸"
"1026014073","多立康高單位維他命B群 +馬卡(錠)","","1071115","1021115","殷榮實業股份有限公司","04-22356421","台中市北區漢口路四段367號6樓","維生素B1;;維生素B2;;維生素B6;;維生素B12;;本多酸鈣;;菸鹼醯胺;;葉酸;;生物素;;重酒石酸膽鹼+1%二氧化矽包覆(重酒石酸膽鹼、二氧化矽);;啤酒酵母;;牛磺酸;;精胺酸;;磷酸氫鈣;;馬卡粉;;微結晶狀ALPHA-纖維素;;二氧化矽;;硬脂酸鎂;;謝菲克德膜衣粉（羥丙基甲基纖維素、聚乙二醇）"
