核備函字號,中文名稱,英文名稱,發證日期,有效日期,申請商名稱,申請商電話,申請商地址,劑型,包裝規格,成分,產地,簽審文件編號
"1005014317","亞培安素草莓口味均衡營養配方","ENSURE (STRAWBERRY)","2011-11-02","2020-04-30","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","液劑","237.00000毫升","WATER;SUCROSE;MALTODEXTRIN;MILK PROTEIN CONCENTRATE;FRUCTO OLIGOSACCHARIDES;SOY OIL;SOY PROTEIN CONCENTRATE;CANOLA OIL;CORN OIL;20% POTASSIUM CITRATE;MAGNESIUM PHOSPHATE DIBASIC;SODIUM CITRATE;SOY LECITHIN;CALCIUM PHOSPHATE, TRIBASIC;MAGNESIUM CHLORIDE;NATURAL MIXED BERRY POWDER;SODIUM CHLORIDE;STRAWBERRY FLAVOR;ARTIFICIAL VANILLA FLAVOR;CHOLINE CHLORIDE;ASCORBIC ACID;CARRAGEENAN (VISCARIN SA-359);MALTODEXTRIN;FERROUS SULFATE;ZINC SULFATE;CITRIC ACID;MANGANESE SULFATE;CUPRIC SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;POTASSIUM HYDROXIDE, 45%;POTASSIUM CHLORIDE;NIACIN;CALCIUM PANTOTHENATE;DEXTROSE;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;DL-ALPHA-TOCOPHERYL ACETATE;COCONUT OIL;PHYLLOQUINONE;VITAMIN D3;VITAMIN A PALMITATE;CORN OIL;ERYTHROSINE;CORN OIL;VITAMIN D3;POTASSIUM IODIDE","美國","DHD0A050143172"
"1005014316","亞培安素香草口味均衡營養配方","ENSURE (VANILLA)","2011-11-02","2020-04-30","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","液劑","237.00000毫升;237.00000毫升;7854.00000毫升;1986.00000毫升;1422.00000毫升;1422.00000毫升","WATER;SUCROSE;CORN MALTODEXTRIN;MILK PROTEIN CONCENTRATE;SHORT-CHAIN FRUCTOOLIGOSACCHARIDES;SOY OIL;CANOLA OIL;SOY PROTEIN CONCENTRATE;CORN OIL;POTASSIUM CITRATE;NATURAL AND ARTIFICIAL VANILLA FLAVOR;MAGNESIUM PHOSPHATE;SODIUM CITRATE;SOY LECITHIN;CALCIUM PHOSPHATE (TRIBASIC);MAGNESIUM CHLORIDE;SODIUM CHLORIDE;CHOLINE CHLORIDE;ASCORBIC ACID;CARRAGEENAN (VISCARIN SA-359);ULTRA TRACE/TRACE MINERAL PREMIX;MALTODEXTRIN;FERROUS SULFATE;ZINC SULFATE;CITRIC ACID (PROCESSING AID);MANGANESE SULFATE;CUPRIC SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;45% POTASSIUM HYDROXIDE (PROCESSING AID);POTASSIUM CHLORIDE;VITAMIN PREMIX (WATER SOLUBLE);NIACINAMIDE;CALCIUM PANTOTHENATE;DEXTROSE;THIAMINE CHLORIDE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;VITAMIN PREMIX (OIL SOLUBLE);DL-ALPHA TOCOPHERYL ACETATE;COCONUT OIL;PHYLLOQUINONE;VITAMIN D3;VITAMIN A PALMITATE (IN CORN OIL);VITAMIN A PALMITATE;CORN OIL;VITAMIN D3 (IN CORN OIL);CORN OIL;VITAMIN D3;POTASSIUM IODINE","美國","DHD0A050143161"
"0980401537","愛美力HN低渣等滲透壓液體營養品","OSMOLITE HN","2009-02-02","2019-02-02","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","液劑","237.00000毫升","WATER;MALTRIN M100;MALTRIN M200;SODIUM CASEINATE;SOY PROTEIN ISOLATE;CANOLA OIL;CORN OIL;MEDIUM CHAIN TRIGLYCERIDES;CALCIUM CASEINATE;CALCIUM PHOSPHATE, TRIBASIC;SOY LECITHIN;POTASSIUM CITRATE;POTASSIUM CHLORIDE;SODIUM CITRATE;MAGNESIUM PHOSPHATE DIBASIC;MAGNESIUM CHLORIDE;ASCORBIC ACID;CHOLINE CHLORIDE;CALCIUM CARBONATE;POTASSIUM HYDROXIDE;CARRAGEENAN (VISCARIN SA-359);UTM/TM PREMIX;ZINC SULFATE;FERROUS SULFATE;CITRIC ACID;MANGANESE SULFATE;MALTODEXTRIN;CUPRIC SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE ANHYDROUS;SODIUM SELENATE;TAURINE;L-CARNITINE;VITAMIN PREMIX (WATER SOLUBLE);NIACIN;CALCIUM PANTOTHENATE;DEXTROSE;THIAMINE CHLORIDE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;VITAMIN PREMIX (OIL SOLUBLE);DL-ALPHA-TOCOPHERYL ACETATE;COCONUT OIL;PHYLLOQUINONE;VITAMIN D3;VITAMIN A PALMITATE;VIT A (PALMITATE 250.000 IU/G);CORN OIL;POTASSIUM IODIDE","美國","DHD09804015373"
"0970403678","亞培經典顧特寧營養均衡粉狀配方(香草口味)","GLUCERNA SR VANILLA POWDER","2008-07-10","2018-07-09","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","900.00000公克;52.00000公克","CALCIUM CASEINATE;MALTODEXTRIN DE10;HIGH OLEIC SUNFLOWER OIL;FRUCTOSE;MALTITOL SYRUP POWDER;MALTODEXTRIN;FIBRIM 3000SOY FIBER, IDENTITY PRESERVED;FRUCTO OLIGOSACCHARIDES;MAGNESIUM SULFATE;SOY OIL;ARTIFICIAL VANILLA FLAVOR;POTASSIUM CHLORIDE;POTASSIUM CITRATE;SODIUM PHOSPHATE MONOBASIC MONOHYDRATE;SODIUM SULFITE, ANHYDROUS;M.INOSITOL;SODIUM CHLORIDE;CHOLINE CHLORIDE;SODIUM PHOSPHATE, DIBASIC;VITAMIN PREMIX;DEXTROSE ANHYDROUS;NIACIN;PANTOTHENIC ACID;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;D-BIOTIN;CYANOCOBALAMIN;SODIUM ASCORBATE;TAURINE;CARNITINE;CALCIUM CARBONATE;FERROUS SULFATE;VITAMIN A;VITAMIN E ACETATE;COCONUT OIL;VITAMIN A PALMITATE;VITAMIN K1;VITAMIN D3;ZINC SULFATE;ASCORBYL PALMITATE;COPPER SULFATE;MALTODEXTRIN;COPPER SULFATE, PENTAHYDRATE;DL α-TOCOPHERYL ACETATE;TOCOPHEROL-2 FOOD GRADE ANTIOXIDANT ;MIXED TOCOPHEROL;TARA GUM;MANGANESE SULFATE;BETA CAROTENE 30%;BETA-CAROTENE;CORN OIL;PYRIDOXINE HYDROCHLORIDE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;POTASSIUM IODIDE;FOLIC ACID;SODIUM SELENATE;CYANOCOBALAMIN","西班牙","DHD09704036782"
"0920034088","亞培安素液體營養品香草口味","ENSURE LIQUID VANILLA FLAVOR","2003-07-16","2018-07-15","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","液劑","250.00000毫升;200.00000毫升","LIQUID MALTODEXTRINE DE18;DEIONIZED CORN SYRUP LIQUID, DE 25-33/42 BAUME;SUCROSE;SODIUM CASEINATE;CANOLA OIL;HIGH OLEIC SUNFLOWER OIL;ISOLATED SOY PROTEIN SUPRO 1610, IDENTITY;WHEY PROTEIN CONCENTRATE 75;CALCIUM CASEINATE;CORN OIL;MICRONIZED TRICALCIUM PHOSPHATE;MAGNESIUM PHOSPHATE DIBASIC;POTASSIUM CHLORIDE;SODIUM CITRATE;ARTIFICIAL VANILLA FLAVOR;LECITHIN, NON GMO;POTASSIUM CITRATE;UTM/TM PREMIX;FERROUS SULFATE;ZINC SULFATE POWDER;CITRIC ACID;MAGNESIUM SULFATE;CUPRIC SULFATE;SODIUM MOLYBDATE;SODIUM MOLYBDATE;CHROMIC CHLORIDE;DILUENT (CORN OIL);CARRAGEENAN (VISCARIN SA-359);CHOLINE CHLORIDE;ASCORBIC ACID;MAGNESIUM CHLORIDE;POTASSIUM HYDROXIDE;VITAMIN PREMIX MEDICAL NUTRITIONALS;NIACINAMIDE;CALCIUM PANTOTHENATE;PYRIDOXINE HYDROCHLORIDE;THIAMINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;DILUENT DEXTROSE MONOHYDRATE;VITAMIN A,D3,E & K PREMIX 2227G;DI-ALPHA-TOCOPHERYL ACETATE;VITAMIN A PALMITATE;PHYLLOQUINONE;VITAMIN D3;DILUENT (CORN OIL);CHROMIC CHLORIDE;POTASSIUM IODIDE;CITRIC ACID;POTASSIUM PHOSPHATE, DIBASIC;MAGNESIUM SULFATE;SODIUM CHLORIDE;WATER","荷蘭","DHD09200340886"
"1025032006","安素思維力營養品","ENSURE ACTI M2","2014-01-29","2019-01-29","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","850.00000公克;53.50000公克","HYDROLYZED CORN STARCH (DE 19-23);SUCROSE;SODIUM CASEINATE;CALCIUM CASEINATE;INULIN;FRUCTO OLIGOSACCHARIDES;SUGAR;SOY OIL;ISOLATED SOY PROTEIN SUPRO 1610, IDENTITY;MILK PROTEIN ISOLATE;HIGH OLEIC SUNFLOWER OIL;CANOLA OIL;POTASSIUM CITRATE;SODIUM CITRATE;TRICALCIUM PHOSPHATE;ARTIFICIAL VANILLA FLAVOR;MAGNESIUM CHLORIDE;POTASSIUM CHLORIDE;CHOLINE CHLORIDE;CALCIUM CARBONATE;PHOSPHATIDYLSERINE;NIACINAMIDE;CALCIUM PANTOTHENATE;PYRIDOXINE HYDROCHLORIDE;THIAMINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;DEXTROSE ANHYDROUS;ASCORBIC ACID;ZINC SULFATE;FERROUS SULFATE;MANGANESE SULFATE;CUPRIC SULFATE;SODIUM MOLYBDATE ANHYDROUS;CHROMIUM CHLORIDE;SODIUM SELENATE;MALTODEXTRIN;POTASSIUM PHOSPHATE, DIBASIC;ASCORBYL PALMITATE;DL-ALPHA-TOCOPHERYL ACETATE;VIT A (PALMITATE 250.000 IU/G);PHYLLOQUINONE;VITAMIN D3;SUNFLOWER OIL;MIXED TOCOPHEROL;SOY OIL;FERROUS SULFATE;DL-ALPHA-TOCOPHERYL ACETATE;VIT A (PALMITATE 250.000 IU/G);DILUENT (CORN OR SUNFLOWER OIL);BETA-CAROTENE;DILUENT (CORN OIL);VITAMIN D3;MCT OIL;POTASSIUM IODIDE","新加坡","DHD0A250320068"
"0960041305","亞培創快復","ALITRAQ","2008-01-03","2018-01-03","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","76.00000公克","MALTODEXTRIN;SOY PROTEIN ISOLATE;SUCROSE;L-GLUTAMINE;FRUCTOSE;MCT OIL;SAFFLOWER OIL;WHEY PROTEIN CONCENTRATE (70%);ARTIFICIAL VANILLA CREAM FLAVOR;LACTALBUMIN HYDROLYSATE;L-ARGININE;MAGNESIUM SULFATE;CALCIUM PHOSPHATE, TRIBASIC;L-LEUCINE;L-VALINE;POTASSIUM PHOSPHATE, DIBASIC;L-METHIONINE;L-LYSINE;L-PHENYLALANINE;SODIUM CITRATE;L-ISOLEUCINE;L-THREONINE;L-TYROSINE;SODIUM CHLORIDE;POTASSIUM CITRATE;ASCORBIC ACID;L-HISTIDINE;CHOLINE CHLORIDE;NATURAL & ARTIFICIAL BUTTERSCOTCH;ULTRA TRACE / TRACE MINERAL PREMIX;MALTODEXTRIN;ZINC SULFATE;FERROUS SULFATE;CITRIC ACID (PROCESSING AID);MANGANESE SULFATE;CUPRIC SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENITE;L-TRYPTOPHAN;TAURINE;CARNITINE;NIACIN;CALCIUM PANTOTHENATE;CORN STARCH;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;DEXTROSE;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;CARRAGEENAN;VITAMIN PREMIX;DL-ALPHA-TOCOPHERYL ACETATE;COCONUT OIL;PHYLLOQUINONE;VITAMIN D3;VITAMIN A PALMITATE;POTASSIUM IODIDE","美國","DHD09600413058"
"1005001950","亞培安素高鈣","ENSURE HIGH CALCIUM","2011-01-25","2021-01-25","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","液劑","237.00000毫升;7584.00000毫升;1422.00000毫升","WATER;SUCROSE;MALTODEXTRIN;CALCIUM CASEINATE;SOY OIL;SODIUM CASEINATE;ACID CASEIN;SODIUM HYDROXIDE;SOY PROTEIN ISOLATE;CORN OIL;POTASSIUM CITRATE;CANOLA OIL;CALCIUM PHOSPHATE, TRIBASIC;SODIUM CITRATE;MAGNESIUM CHLORIDE;MAGNESIUM PHOSPHATE DIBASIC;ARTIFICIAL VANILLA FLAVOR;CALCIUM CARBONATE;SODIUM CHLORIDE;SOY LECITHIN;CHOLINE CHLORIDE;ASCORBIC ACID;MALTODEXTRIN;ZINC SULFATE;FERROUS SULFATE;CITRIC ACID;MANGANESE SULFATE;CUPRIC SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;POTASSIUM HYDROXIDE, 45%;CARRAGEENAN (VISCARIN SA-359);DL-ALPHA-TOCOPHERYL ACETATE;COCONUT OIL;PHYLLOQUINONE;VITAMIN D3;CARRAGEENAN (SEAKEM CM-514);NIACIN;D-CALCIUM PANTOTHENATE;DEXTROSE;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;GELLAN GUM;VITAMIN A PALMITATE;CORN OIL;POTASSIUM IODIDE","美國","DHD0A050019504"
"0920033709","亞培經典專業均衡營養品","CLASSIC","2003-09-03","2018-09-02","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","1000.00000公克;400.00000公克;54.30000公克;900.00000公克","POTASSIUM CITRATE;ARTIFICIAL VANILLA FLAVOR;MAGNESIUM CHLORIDE;SODIUM CITRATE;POTASSIUM CHLORIDE;TRICALCIUM PHOSPHATE;CHOLINE CHLORIDE;ASCORBIC ACID;UTM/TM PREMIX;ZINC SULFATE;FERROUS SULFATE;CITRIC ACID;MANGANESE SULFATE;CUPRIC SULFATE;SODIUM MOLYBDATE;CHROMIUM CHLORIDE;SODIUM SELENATE;VITAMIN PREMIX MEDICAL NUTRITIONALS;NIACINAMIDE;CALCIUM PANTOTHENATE;PYRIDOXINE HYDROCHLORIDE;THIAMINE HYDROCHLORIDE;LIQUID MALTODEXTRINE DE18;DEIONIZED CORN SYRUP LIQUID, DE 25-33/42 BAUME;SUCROSE;OIL BLEND ENSURE REFORMULATION;HIGH OLEIC SUNFLOWER OIL;SOY OIL;COCONUT OIL;VITAMIN AD3EK1 PREMIX MED NUTRIT;DI-ALPHA-TOCOPHERYL ACETATE;VITAMIN A PALMITATE;VITAMIN K1;VITAMIN D3;ASCORBYL PALMITATE;TOCOPHEROL-2 FOOD GRADE ANTIOXIDANT;MIXED TOCOPHEROLS;BETA CAROTENE 30%;BETA-CAROTENE;SODIUM CASEINATE;CALCIUM CASEINATE;OLIGOFRUCTOSE (DRY BASIS);ISOLATED SOY PROTEIN SUPRO 1610, IDENTITY;RIBOFLAVIN;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;POTASSIUM HYDROXIDE;POTASSIUM PHOSPHATE DIBASIC;POTASSIUM IODIDE;CITRIC ACID;MAGNESIUM SULFATE;SODIUM CHLORIDE;WATER","荷蘭","DHD09200355501"
"1046060116","基速得三合一胺基酸營養品","ABOUND ORANGE","2016-05-18","2021-05-18","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","24.00000公克;336.00000公克;720.00000公克","L-GLUTAMINE;L-ARGININE;CITRIC ACID;Calcium 3– Hydroxy– 3– Methyl Butyrate Monohydrate;NATURAL ORANGE POWDER;SUCROSE;NATURAL FLAVOR;NATURAL ORANGE FLAVOR;ASPARTAME;MEDIUM CHAIN TRIGLYCERIDES;ACESULFAME POTASSIUM;FD & C YELLOW #6","美國","DHD0A460601164"
"1015033849","原味安素均衡營養配方","ENSURE ORIGINAL","2012-10-04","2018-10-04","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","液劑","237.00000毫升;237.00000毫升;7584.00000毫升;1896.00000毫升;1422.00000毫升","WATER;MALTODEXTRIN;MALTODEXTRIN;SODIUM CASEINATE;SAFFLOWER OIL;CANOLA OIL;SOYBEAN PROTEIN;MCT OIL;CALCIUM CASEINATE;POTASSIUM CITRATE;MAGNESIUM CHLORIDE;TRICALCIUM PHOSPHATE;SOY LECITHIN;SODIUM CITRATE;CHOLINE CHLORIDE;CARRAGEENAN;ASCORBIC ACID;POTASSIUM PHOSPHATE, DIBASIC;MALTODEXTRIN;ZINC SULFATE;FERROUS SULFATE;CITRIC ACID;MANGANESE SULFATE;COPPER SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;TAURINE;L-CARNITINE;POTASSIUM CHLORIDE;NIACINAMIDE;CALCIUM PANTOTHENATE;DEXTROSE;THIAMINE HYDROCHLORIDE;RIBOFLAVIN;PYRIDOXIN HYDROCHLORIDE (VIT B6);FOLIC ACID;BIOTIN;CYANOCOBALAMIN;VITAMIN E;COCONUT OIL;PHYLLOQUINONE;VITAMIN D3;VITAMIN A PALMITATE;CORN OIL;PYRIDOXINE HYDROCHLORIDE;POTASSIUM IODIDE","美國","DHD0A150338490"
"1015033850","健力體管灌適用均衡營養補充品","JEVITY","2012-09-28","2018-09-28","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","液劑","237.00000毫升","WATER;MALTODEXTRIN;MALTODEXTRIN;SODIUM CASEINATE;SOY FIBER;SAFFLOWER OIL;CANOLA OIL;SOY PROTEIN;MCT OIL;CALCIUM CASEINATE;TRICALCIUM PHOSPHATE;POTASSIUM CITRATE;MAGNESIUM CHLORIDE;SOY LECITHIN;SODIUM CITRATE;POTASSIUM CHLORIDE;MAGNESIUM SULFATE;CHOLINE CHLORIDE;ASCORBIC ACID;MALTODEXTRIN;ZINC SULFATE;FERROUS SULFATE;CITRIC ACID;MANGANESE SULFATE;COPPER SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;CARRAGEENAN;TAURINE;L-CARNITINE;CARRAGEENAN;NIACINAMIDE;DEXTROSE;CALCIUM PANTOTHENATE;THIAMINE HYDROCHLORIDE (VIT B1);RIBOFLAVIN;PYRIDOXINE HYDROCHLORIDE;BIOTIN;FOLIC ACID;CYANOCOBALAMIN;VITAMIN E;CORN OIL;VITAMIN K1;VITAMIN D;VITAMIN A PALMITATE;PYRIDOXINE HCL;POTASSIUM IODIDE","美國","DHD0A150338506"
"0970410877","健力體FOS粉狀配方","JEVITY FOS POWDER","2008-12-16","2018-12-16","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","900.00000公克","MALTODEXTRIN DE10;PROPYLENE GLYCOL ALGINATE;CANOLA OIL;HIGH OLEIC SUNFLOWER OIL;ISOLATED SOY PROTEIN SUPRO 1610, IDENTITY;FRUCTO OLIGOSACCHARIDES;CORN OIL;MCT OIL;OAT FIBER;FIBRIM 3000SOY FIBER, IDENTITY PRESERVED;POTASSIUM CHLORIDE;GUM ARABIC;ARTIFICIAL VANILLA FLAVOR;SODIUM SULFITE, ANHYDROUS;MAGNESIUM SULFATE;TRICALCIUM PHOSPHATE MICRONIZED;SODIUM CARBOXYMETHYL CELLULOSE;SODIUM CITRATE;CHOLINE CHLORIDE;VITAMIN PREMIX ES29435;MALTODEXTRIN;VITAMIN E 50%;NIACIN;CALCIUM PANTOTHENATE;VITAMIN B12;VITAMIN A ACETATE;D-BIOTIN;VITAMIN D3;FOLIC ACID;PYRIDOXINE HYDROCHLORIDE;THIAMINE HYDROCHLORIDE;RIBOFLAVIN;VITAMIN K1;POTASSIUM HYDROXIDE;SODIUM PHOSPHATE, DIBASIC;XANTHAN GUM;CITRIC ACID ESTERS OF MONO AND DIGLYCERIDES OF FATTY ACIDS;TAURINE;CARNITINE;SODIUM ASCORBATE;FERROUS SULFATE;VITAMIN PREMIX;SODIUM ASCORBATE;NIACIN;CALCIUM PANTOTHENATE;VITAMIN B12;THIAMINE HYDROCHLORIDE;MALTODEXTRIN;RIBOFLAVIN;PYRIDOXINE HYDROCHLORIDE;FOLIC ACID;D-BIOTIN;ASCORBYL PALMITATE;ZINC SULFATE;TOCOPHEROL-2 FOOD GRADE ANTIOXIDANT;MIXED TOCOPHEROL;TARA GUM;MINERAL MIX COPPER SULFATE;MALTODEXTRIN;COPPER SULFATE, PENTAHYDRATE;MANGANESE SULFATE;BETA CAROTENE 30%;CORN OIL;BETA-CAROTENE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;POTASSIUM IODIDE;SODIUM SELENITE","西班牙","DHD09704108770"
"1056064766","亞培安素均衡營養品優能基粉狀配方","ENSURE PREBIOTIC VANILLA POWDER","2017-07-15","2022-07-15","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","850.00000公克","HYDROLYZED CORN STARCH (DE 19-23);MILK PROTEIN CONCENTRATE;SUCROSE;HIGH OLEIC SUNFLOWER OIL;OLIGOFRUCTOSE(FOS);ISOLATED SOY PROTEIN;SOY OIL;CANOLA OIL;SODIUM CITRATE;POTASSIUM CITRATE;ARTIFICIAL DRY VANILLA FLAVOR OR ARTIFICIAL VANILLA FLAVOR;MAGNESIUM CHLORIDE;POTASSIUM CHLORIDE;TRICALCIUM PHOSPHATE;CHOLINE CHLORIDE;ASCORBIC ACID;CALCIUM PANTOTHENATE;NIACINAMIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;THIAMINE HYDROCHLORIDE;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;DEXTROSE ANHYDROUS(diluent);FERROUS SULFATE;ZINC SULFATE;MANGANESE SULFATE;CUPRIC SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;MALTODEXTRIN (DILUENT);ASCORBYL PALMITATE;DL-ALPHA TOCOPHERYL ACETATE;VITAMIN A PALMITATE;PHYLLOQUINONE;CHOLECALCIFEROL;SUNFLOWER OIL (DILUENT);CALCIUM CARBONATE;TOCOPHEROL-2 FOOD GRADE ANTIOXIDANT;DL-ALPHA TOCOPHERYL ACETATE;NIACINAMIDE;BETA CAROTENE 30%( beta carotene, corn oil(diluent));THIAMINE HYDROCHLORIDE;RIBOFLAVIN;VITAMIN A PALMITATE;POTASSIUM IODIDE","新加坡","DHD0A560647664"
"0920007157","亞培愛會佳","OXEPA","2003-05-22","2018-05-21","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","液劑","237.00000毫升","WATER;ACID CASEIN;SUCROSE;MALTODEXTRIN;CANOLA OIL;MCT OIL;MARINE OIL;BRAGE OIL;CALCIUM CASEINATE;VITAMIN DEK;VITAMIN E;L-CARNITINE;VITAMIN E ACETATE;VITAMIN PREMIX;SODIUM CHLORIDE;GELLAN GUM;D-ALPHA-TOCOPHEROL ACETATE;NIACINAMIDE;D-CALCIUM PANTOTHENATE;BETA CAROTENE 30% IN CORN OIL;CITRIC ACID;MAGNESIUM SULFATE;CUPRIC SULFATE;THIAMINE CHLORIDE HYDROCHLORIDE;VITAMIN A PALMITATE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;BETA-CAROTENE;VITAMIN A PALMITATE;FOLIC ACID;BIOTIN;CHROMIC CHLORIDE;SODIUM MOLYBDATE;POTASSIUM IODIDE;SODIUM SELENATE;VITAMIN K1;CYANOCOBALAMIN;VITAMIN D3;MALTODEXTRIN;COCONUT OIL;DEXTROSE;20% POTASSIUM CITRATE;SODIUM HYDROXIDE;MAGNESIUM CHLORIDE;TRICALCIUM PHOSPHATE;SOY LECITHIN;SODIUM CITRATE;ASCORBIC ACID;POTASSIUM PHOSPHATE, DIBASIC;POTASSIUM CITRATE;NUTURAL AND ARTIFICIAL VANILLA FLAVER;POTASSIUM HYDROXIDE (PROCESSING AI;CHOLINE CHLORIDE;TAURINE;UTM/TM PREMIX;ZINC SULFATE POWDER;FERROUS SULFATE","美國","DHD09200081642"
"1005056081","安素雙卡雙倍熱量濃縮特殊液體營養品","ENSURE TWOCAL","2012-02-13","2022-02-13","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","液劑","237.00000毫升","WATER;MALTRIN M200;SODIUM CASEINATE;MALTODEXTRIN;HIGH OLEIC SAFFLOWER OIL;SUCROSE;MEDIUM CHAIN TRIGLYCERIDES;CANOLA OIL;FRUCTO OLIGOSACCHARIDES;POTASSIUM CITRATE;CALCIUM CASEINATE;MAGNESIUM CHLORIDE;CALCIUM PHOSPHATE, TRIBASIC;NATURAL & ARTIFICIAL VANILLA FLAVOR;SOY LECITHIN;SODIUM CITRATE;ASCORBIC ACID;CHOLINE CHLORIDE;POTASSIUM HYDROXIDE;MALTODEXTRIN;ZINC SULFATE;FERROUS SULFATE;CITRIC ACID;MANGANESE SULFATE;CUPRIC SULFATE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE ANHYDROUS;SODIUM SELENATE;TAURINE;L-CARNITINE;NIACIN;CALCIUM PANTOTHENATE;DEXTROSE;THIAMINE CHLORIDE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;FOLIC ACID;BIOTIN;CYANOCOBALAMIN;ARTIFICIAL FLAVOR;DL-ALPHA-TOCOPHERYL ACETATE;COCONUT OIL;PHYLLOQUINONE;VITAMIN D3;VIT A (PALMITATE 250.000 IU/G);CORN OIL;POTASSIUM IODIDE","美國","DHD0A050560813"
